OID,Cid,Comment,LootCategory,Value,ItemOverrideBindingType,ItemEnhanceStep,ItemGradeStep,MinCount,MaxCount
100202,100202,러시아 테스트용 방어구 상자,Item,12010002,,0,Common,1,1
100203,100203,러시아 테스트용 방어구 상자,Item,12010003,,0,Common,1,1
100204,100204,러시아 테스트용 방어구 상자,Item,12010004,,0,Common,1,1
100205,100205,러시아 테스트용 방어구 상자,Item,12010005,,0,Common,1,1
100206,100206,러시아 테스트용 방어구 상자,Item,12010006,,0,Common,1,1
100207,100207,러시아 테스트용 방어구 상자,Item,12010007,,0,Common,1,1
100208,100208,러시아 테스트용 방어구 상자,Item,12010008,,0,Common,1,1
100209,100209,러시아 테스트용 방어구 상자,Item,12010009,,0,Common,1,1
100210,100210,러시아 테스트용 방어구 상자,Item,12010010,,0,Common,1,1
100211,100211,러시아 테스트용 방어구 상자,Item,12010011,,0,Common,1,1
100212,100212,러시아 테스트용 방어구 상자,Item,12010012,,0,Common,1,1
110211,110211,2티어 장비 상자,Item,11020001,,0,Common,1,1
110212,110212,2티어 장비 상자,Item,11020002,,0,Common,1,1
110213,110213,2티어 장비 상자,Item,11020003,,0,Common,1,1
110214,110214,2티어 장비 상자,Item,11020004,,0,Common,1,1
110215,110215,2티어 장비 상자,Item,11020005,,0,Common,1,1
110311,110311,3티어 장비 상자,Item,11030001,,0,Common,1,1
110312,110312,3티어 장비 상자,Item,11030002,,0,Common,1,1
110313,110313,3티어 장비 상자,Item,11030003,,0,Common,1,1
110314,110314,3티어 장비 상자,Item,11030004,,0,Common,1,1
110315,110315,3티어 장비 상자,Item,11030005,,0,Common,1,1
110401,110401,1티어 장비 상자,Item,11010001,,0,Common,1,1
110402,110402,1티어 장비 상자,Item,11010002,,0,Common,1,1
110403,110403,1티어 장비 상자,Item,11010003,,0,Common,1,1
110404,110404,1티어 장비 상자,Item,11010004,,0,Common,1,1
110405,110405,1티어 장비 상자,Item,11010005,,0,Common,1,1
120111,120111,1티어 장비 상자,Item,12010001,,0,Common,1,1
120112,120112,1티어 장비 상자,Item,12010002,,0,Common,1,1
120113,120113,1티어 장비 상자,Item,12010003,,0,Common,1,1
120114,120114,1티어 장비 상자,Item,12010004,,0,Common,1,1
120115,120115,1티어 장비 상자,Item,12010005,,0,Common,1,1
120116,120116,1티어 장비 상자,Item,12010006,,0,Common,1,1
120117,120117,1티어 장비 상자,Item,12010007,,0,Common,1,1
120118,120118,1티어 장비 상자,Item,12010008,,0,Common,1,1
120119,120119,1티어 장비 상자,Item,12010009,,0,Common,1,1
120211,120211,2티어 장비 상자,Item,12020001,,0,Common,1,1
120212,120212,2티어 장비 상자,Item,12020002,,0,Common,1,1
120213,120213,2티어 장비 상자,Item,12020003,,0,Common,1,1
120214,120214,2티어 장비 상자,Item,12020004,,0,Common,1,1
120215,120215,2티어 장비 상자,Item,12020005,,0,Common,1,1
120216,120216,2티어 장비 상자,Item,12020006,,0,Common,1,1
120217,120217,2티어 장비 상자,Item,12020007,,0,Common,1,1
120218,120218,2티어 장비 상자,Item,12020008,,0,Common,1,1
120219,120219,2티어 장비 상자,Item,12020009,,0,Common,1,1
120311,120311,3티어 장비 상자,Item,12030001,,0,Common,1,1
120312,120312,3티어 장비 상자,Item,12030003,,0,Common,1,1
120313,120313,3티어 장비 상자,Item,12030004,,0,Common,1,1
120314,120314,3티어 장비 상자,Item,12030005,,0,Common,1,1
120315,120315,3티어 장비 상자,Item,12030006,,0,Common,1,1
120316,120316,3티어 장비 상자,Item,12030007,,0,Common,1,1
120317,120317,3티어 장비 상자,Item,12030008,,0,Common,1,1
120318,120318,3티어 장비 상자,Item,12030009,,0,Common,1,1
120319,120319,3티어 장비 상자,Item,12030010,,0,Common,1,1
120520,120520,스칼니토스 판금 투구,Item,12050013,,0,Common,1,1
120521,120521,스칼니토스 판금 갑옷,Item,12050014,,0,Common,1,1
120522,120522,스칼니토스 판금 신발,Item,12050015,,0,Common,1,1
203001,203001,3티어_Normal_몬스터,Item,41010004,,0,Common,1,1
203101,203101,3티어_Strong_몬스터,Item,41010004,,0,Common,1,1
203301,203301,3티어_Elite_몬스터,Item,41010004,,0,Common,1,1
203401,203401,3티어_Hero_몬스터,Item,41010004,,0,Common,1,1
204001,204001,4티어_Normal_몬스터,Item,41010004,,0,Common,1,1
204101,204101,4티어_Strong_몬스터,Item,41010004,,0,Common,1,1
204301,204301,4티어_Elite_몬스터,Item,41010004,,0,Common,1,1
204401,204401,4티어_Hero_몬스터,Item,41010004,,0,Common,1,1
205001,205001,5티어_Normal_몬스터,Item,41030007,,0,Common,1,1
205101,205101,5티어_Strong_몬스터,Item,41030007,,0,Common,1,1
205301,205301,5티어_Elite_몬스터,Item,41030007,,0,Common,1,1
205401,205401,5티어_Hero_몬스터,Item,41030007,,0,Common,1,1
206001,206001,6티어_Normal_몬스터,Item,41050001,,0,Common,1,1
206101,206101,6티어_Strong_몬스터,Item,41050001,,0,Common,1,1
206301,206301,6티어_Elite_몬스터,Item,41050001,,0,Common,1,1
206401,206401,6티어_Hero_몬스터,Item,41050001,,0,Common,1,1
300000,300000,무기 제작대,Item,65010001,,0,Common,1,1
300001,300001,요리 제작대,Item,65010002,,0,Common,1,1
300002,300002,광석 가공대,Item,65010003,,0,Common,1,1
300003,300003,섬유 가공대,Item,65010004,,0,Common,1,1
300004,300004,통나무 가공대,Item,65010005,,0,Common,1,1
300005,300005,통가죽 가공대,Item,65010006,,0,Common,1,1
300006,300006,방어구 제작대,Item,65010007,,0,Common,1,1
405000,405000,스칼니토스 카드,Item,17030001,,0,Common,1,1
405001,405001,누이안 카드,Item,17010001,,0,Common,1,1
415000,415000,오크 카드,Item,17010002,,0,Common,1,1
415001,415001,오크 대장 카드,Item,17020001,,0,Common,1,1
424000,424000,놀 카드,Item,17010003,,0,Common,1,1
424001,424001,놀 대장 카드,Item,17020002,,0,Common,1,1
424002,424002,물 정령 카드,Item,17010006,,0,Common,1,1
424003,424003,나무 정령 카드,Item,17010007,,0,Common,1,1
424004,424004,바위 정령 카드,Item,17010008,,0,Common,1,1
424005,424005,이끼 정령 카드,Item,17010009,,0,Common,1,1
424006,424006,해골 카드,Item,17010004,,0,Common,1,1
424007,424007,망령 카드,Item,17010005,,0,Common,1,1
424008,424008,말카바돈 카드,Item,17030002,,0,Common,1,1
424009,424009,거북 카드,Item,17010010,,0,Common,1,1
424010,424010,게 카드,Item,17010011,,0,Common,1,1
424011,424011,거미 카드,Item,17020003,,0,Common,1,1
424012,424012,두들링 카드,Item,17020005,,0,Common,1,1
424013,424013,멧돼지 카드,Item,17020006,,0,Common,1,1
424014,424014,벌 카드,Item,17020007,,0,Common,1,1
424015,424015,불곰 카드,Item,17020009,,0,Common,1,1
424016,424016,오우거 카드,Item,17020011,,0,Common,1,1
424017,424017,원혼 카드,Item,17020012,,0,Common,1,1
424018,424018,흙정령 카드,Item,17020014,,0,Common,1,1
424019,424019,모르가리스 카드,Item,17030004,,0,Common,1,1
424020,424020,페르눈 카드,Item,17030005,,0,Common,1,1
424021,424021,피묻은손 카드,Item,17030006,,0,Common,1,1
500000,500000,1T 몬스터 드랍 재료,Item,53010005,,0,Common,1,1
500001,500001,2T 무기 몬스터 드랍 재료,Item,53020003,,0,Common,1,1
500002,500002,2T 무기 방어구 드랍 재료,Item,53020004,,0,Common,1,1
500003,500003,3T 무기 몬스터 드랍 재료,Item,53030005,,0,Common,1,1
500004,500004,3T 무기 방어구 드랍 재료,Item,53030006,,0,Common,1,1
500101,500101,에페리움의 긍지 망토,Item,14030002,,0,Common,1,1
500110,500110,2T 판금 신발(드랍),Item,12020022,,0,Common,1,1
500111,500111,2T 가죽 신발(드랍),Item,12020023,,0,Common,1,1
500112,500112,2T 천 신발(드랍),Item,12020024,,0,Common,1,1
500113,500113,3T 판금 투구(드랍),Item,12030025,,0,Common,1,1
500114,500114,3T 가죽 투구(드랍),Item,12030026,,0,Common,1,1
500115,500115,3T 천 투구(드랍),Item,12030027,,0,Common,1,1
500116,500116,3T 판금 갑옷(드랍),Item,12030028,,0,Common,1,1
500117,500117,3T 가죽 갑옷(드랍),Item,12030029,,0,Common,1,1
500118,500118,3T 천 갑옷(드랍),Item,12030030,,0,Common,1,1
500119,500119,3T 판금 신발_1(드랍),Item,12030031,,0,Common,1,1
500120,500120,3T 가죽 신발_1(드랍),Item,12030032,,0,Common,1,1
500121,500121,3T 천 신발_1(드랍),Item,12030033,,0,Common,1,1
500122,500122,3T 판금 신발_2(드랍),Item,12030034,,0,Common,1,1
500123,500123,3T 가죽 신발_2(드랍),Item,12030035,,0,Common,1,1
500124,500124,3T 천 신발_2(드랍),Item,12030036,,0,Common,1,1
500125,500125,3T 판금 신발_3(드랍),Item,12030037,,0,Common,1,1
500126,500126,3T 가죽 신발_3(드랍),Item,12030038,,0,Common,1,1
500127,500127,3T 천 신발_3(드랍),Item,12030039,,0,Common,1,1
600001,600001,당나귀,Item,44010007,,0,Common,1,1
600003,600003,갈색 릴리엇 말,Item,44010020,,0,Common,1,1
600004,600004,검은색 릴리엇 말,Item,44010021,,0,Common,1,1
600005,600005,흰색 릴리엇 말,Item,44010022,,0,Common,1,1
777777,777777,소모품 상자 골드 지급,Currency,1,,0,Common,1000,1000
1000021,1000021,골드 꾸러미,Item,42030005,,0,Common,1,3
1000022,1000022,장신구 코어 재료,Currency,1,,0,Common,1,1
1000023,1000023,반지,Item,13030001,,0,Common,1,1
1000024,1000024,목걸이,Item,13030002,,0,Common,1,1
1000025,1000025,귀걸이,Item,13030003,,0,Common,1,1
1000031,1000031,오크 족장 토벌 상자(몬스터 전리품),Item,53020003,,0,Common,1,1
1000032,1000032,오크 족장 토벌 상자(몬스터 전리품),Item,53020004,,0,Common,1,1
1000033,1000033,오크 족장 토벌 상자(몬스터 전리품),Item,53030005,,0,Common,1,1
1000034,1000034,오크 족장 토벌 상자(몬스터 전리품),Item,53030006,,0,Common,1,1
1000035,1000035,오크 족장 토벌 상자(오크 족장 카드),Item,17020001,,0,Common,1,1
1000036,1000036,오크 족장 토벌 상자(3T 망토),Item,14030002,,0,Common,1,1
1000041,1000041,골드 꾸러미,Item,42040002,,0,Common,1,3
1000043,1000043,반지,Item,13040001,,0,Common,1,1
1000044,1000044,목걸이,Item,13040002,,0,Common,1,1
1000045,1000045,귀걸이,Item,13040003,,0,Common,1,1
1000051,1000051,골드 꾸러미,Item,42040002,,0,Common,3,5
1000053,1000053,반지,Item,13050001,,0,Common,1,1
1000054,1000054,목걸이,Item,13050002,,0,Common,1,1
1000055,1000055,귀걸이,Item,13050003,,0,Common,1,1
1000061,1000061,골드 꾸러미,Item,42050001,,0,Common,1,3
1000063,1000063,반지,Item,13060001,,0,Common,1,1
1000064,1000064,목걸이,Item,13060002,,0,Common,1,1
1000065,1000065,귀걸이,Item,13060003,,0,Common,1,1
2000001,2000001,2티 무기 드랍 재료,Item,53020003,,0,Common,1,1
2000002,2000002,2티 방어구 드랍 재료,Item,53020004,,0,Common,1,1
2000003,2000003,3티 무기 드랍 재료,Item,53030005,,0,Common,1,1
2000004,2000004,3티 방어구 드랍 재료,Item,53030006,,0,Common,1,1
8010001,8010001,식재료 꾸러미,Item,80100001,,0,Common,3,3
8010002,8010002,해산물 스튜,Item,80100002,,0,Common,1,1
8011000,8011000,하급 체력 물약,Item,41010004,,0,Common,10,10
8011001,8011001,하급 마력 물약,Item,41010005,,0,Common,10,10
8011002,8011002,하급 수프,Item,41010006,,0,Common,20,20
8011003,8011003,하급 샐러드,Item,41010007,,0,Common,20,20
8011004,8011004,과일차,Item,41010008,,0,Common,5,5
8011005,8011005,발효주,Item,41010009,,0,Common,5,5
8011006,8011006,구리 광석,Item,51010001,,0,Common,45,45
8011007,8011007,목화 섬유,Item,51010002,,0,Common,35,35
8011008,8011008,삼나무 통나무,Item,51010003,,0,Common,45,45
8011009,8011009,삼나무 통나무,Item,51010004,,0,Common,35,35
8011010,8011010,적색 아키움(무기 코어) 티어 3,Item,53030001,,0,Common,1,1
8011011,8011011,1T 펫 상자,Item,44010001,,0,Common,1,1
8011012,8011012,달그늘 쉼터 귀환 주문서,Item,43010008,,0,Common,5,5
9000011,9000011,구리 광석,Item,51010001,,0,Common,5,5
9000012,9000012,주석 광석,Item,51020001,,0,Common,5,5
9000013,9000013,자수정 광석,Item,51030001,,0,Common,5,5
9000014,9000014,자수정 광석,Item,51040001,,0,Common,5,5
9000015,9000015,청수정 광석,Item,51050001,,0,Common,5,5
9000016,9000016,황수정 광석,Item,51060001,,0,Common,5,5
9000017,9000017,7T 광석,Item,51070001,,0,Common,5,5
9000018,9000018,데미갓 장검,Item,11099003,,0,Common,1,1
9300002,9300002,광석 가공대,Item,65010003,,0,Common,4,4
9300003,9300003,섬유 가공대,Item,65010004,,0,Common,4,4
9300004,9300004,통나무 가공대,Item,65010005,,0,Common,4,4
90010403,90010403,결정 열린 아키움 나무 - 아키움 결정,Item,53020005,,0,Common,1,1
90010503,90010503,벼락 맞은 아키움 나무 - 아키움 결정,Item,53020005,,0,Common,2,2
429900071,429900071,테스트 화폐 획득 상자 - 골드,Currency,1,,0,Common,10000,10000
429900072,429900072,테스트 화폐 획득 상자 - 나비,Currency,2,,0,Common,10000,10000
429900073,429900073,테스트 화폐 획득 상자 - 노동력,Currency,5,,0,Common,10000,10000
429900074,429900074,테스트 화폐 획득 상자 - 에노아의 태양,Currency,7,,0,Common,10000,10000
429900075,429900075,테스트 화폐 획득 상자 - 델피나드의 별,Currency,6,,0,Common,10000,10000
429900080,429900080,나비 획득 상자 ,Item,42990008,,0,Common,1,1
429900081,429900081,나비 획득 상자 - 나비,Currency,2,,0,Common,50000,50000
