OID,Cid,Comment,Tier,MasteryCid,MasteryExp,ParentCategory,ChildCategory,MaterialLabor,MaterialGold,CraftTime,CraftCargoCid,CraftItemCids,CraftItemOverrideBindingTypes,CraftItemCounts,CraftItemEnhances,CraftItemGrades,GradeProbs,MaxCountAtOnce,MaterialItemCids,MaterialItemCounts,MaterialItemEnhances,MaterialGroupCids,MaterialGroupCounts,MaterialGroupEnhances
90010105,90010105,1T 연금 보급품,Tier1,609,0,Alchemy,Etc,0,100,3000,10105,,,,,,,1,,,,[320101],[5],[0]
90010106,90010106,1T 주괴 보급품,Tier1,609,0,Alchemy,Etc,0,50,3000,10106,,,,,,,1,[52010001],[5],[0],[],[],[]
90010107,90010107,1T 피혁 보급품,Tier1,609,0,Alchemy,Etc,0,50,3000,10107,,,,,,,1,[52010004],[5],[0],[],[],[]
90010108,90010108,1T 천 보급품,Tier1,609,0,Alchemy,Etc,0,50,3000,10108,,,,,,,1,[52010002],[5],[0],[],[],[]
90010109,90010109,1T 목재 보급품,Tier1,609,0,Alchemy,Etc,0,50,3000,10109,,,,,,,1,[52010003],[5],[0],[],[],[]
90010201,90010201,2T 무기 보급품,Tier2,609,0,Alchemy,Etc,0,480,3000,10201,,,,,,,1,,,,[310102],[1],[0]
90010202,90010202,2T 방어구 보급품,Tier2,609,0,Alchemy,Etc,0,240,3000,10202,,,,,,,1,,,,[310202],[1],[0]
90010203,90010203,2T 장신구 보급품,Tier2,609,0,Alchemy,Etc,0,240,3000,10203,,,,,,,1,,,,[310302],[1],[0]
90010204,90010204,2T 요리 보급품,Tier2,609,0,Alchemy,Etc,0,120,3000,10204,,,,,,,1,,,,[320202],[5],[0]
90010205,90010205,2T 연금 보급품,Tier2,609,0,Alchemy,Etc,0,120,3000,10205,,,,,,,1,,,,[320102],[5],[0]
90010206,90010206,2T 주괴 보급품,Tier2,609,0,Alchemy,Etc,0,60,3000,10206,,,,,,,1,[52020001],[5],[0],[],[],[]
90010207,90010207,2T 피혁 보급품,Tier2,609,0,Alchemy,Etc,0,60,3000,10207,,,,,,,1,[52020004],[5],[0],[],[],[]
90010208,90010208,2T 천 보급품,Tier2,609,0,Alchemy,Etc,0,60,3000,10208,,,,,,,1,[52020002],[5],[0],[],[],[]
90010209,90010209,2T 목재 보급품,Tier2,609,0,Alchemy,Etc,0,60,3000,10209,,,,,,,1,[52020003],[5],[0],[],[],[]
90010301,90010301,3T 무기 보급품,Tier3,609,0,Alchemy,Etc,0,560,3000,10301,,,,,,,1,,,,[310103],[1],[0]
90010302,90010302,3T 방어구 보급품,Tier3,609,0,Alchemy,Etc,0,280,3000,10302,,,,,,,1,,,,[310203],[1],[0]
90010303,90010303,3T 장신구 보급품,Tier3,609,0,Alchemy,Etc,0,280,3000,10303,,,,,,,1,,,,[310303],[1],[0]
90010304,90010304,3T 요리 보급품,Tier3,609,0,Alchemy,Etc,0,140,3000,10304,,,,,,,1,,,,[320203],[5],[0]
90010305,90010305,3T 연금 보급품,Tier3,609,0,Alchemy,Etc,0,140,3000,10305,,,,,,,1,,,,[320103],[5],[0]
90010306,90010306,3T 주괴 보급품,Tier3,609,0,Alchemy,Etc,0,70,3000,10306,,,,,,,1,[52030001],[5],[0],[],[],[]
90010307,90010307,3T 피혁 보급품,Tier3,609,0,Alchemy,Etc,0,70,3000,10307,,,,,,,1,[52030004],[5],[0],[],[],[]
90010308,90010308,3T 천 보급품,Tier3,609,0,Alchemy,Etc,0,70,3000,10308,,,,,,,1,[52030002],[5],[0],[],[],[]
90010309,90010309,3T 목재 보급품,Tier3,609,0,Alchemy,Etc,0,70,3000,10309,,,,,,,1,[52030003],[5],[0],[],[],[]
90010401,90010401,4T 무기 보급품,Tier4,609,0,Alchemy,Etc,0,720,3000,10401,,,,,,,1,,,,[310104],[1],[0]
90010402,90010402,4T 방어구 보급품,Tier4,609,0,Alchemy,Etc,0,360,3000,10402,,,,,,,1,,,,[310204],[1],[0]
90010403,90010403,4T 장신구 보급품,Tier4,609,0,Alchemy,Etc,0,360,3000,10403,,,,,,,1,,,,[310304],[1],[0]
90010404,90010404,4T 요리 보급품,Tier4,609,0,Alchemy,Etc,0,180,3000,10404,,,,,,,1,,,,[320204],[5],[0]
90010405,90010405,4T 연금 보급품,Tier4,609,0,Alchemy,Etc,0,180,3000,10405,,,,,,,1,,,,[320104],[5],[0]
90010406,90010406,4T 주괴 보급품,Tier4,609,0,Alchemy,Etc,0,90,3000,10406,,,,,,,1,[52040001],[5],[0],[],[],[]
90010407,90010407,4T 피혁 보급품,Tier4,609,0,Alchemy,Etc,0,90,3000,10407,,,,,,,1,[52040004],[5],[0],[],[],[]
90010408,90010408,4T 천 보급품,Tier4,609,0,Alchemy,Etc,0,90,3000,10408,,,,,,,1,[52040002],[5],[0],[],[],[]
90010409,90010409,4T 목재 보급품,Tier4,609,0,Alchemy,Etc,0,90,3000,10409,,,,,,,1,[52040003],[5],[0],[],[],[]
90020501,90020501,5T 무기 교역품,Tier5,609,0,Alchemy,Etc,0,400,3000,20501,,,,,,,1,,,,[310105],[1],[0]
90020502,90020502,5T 방어구 교역품,Tier5,609,0,Alchemy,Etc,0,200,3000,20502,,,,,,,1,,,,[310205],[1],[0]
90020503,90020503,5T 장신구 교역품,Tier5,609,0,Alchemy,Etc,0,200,3000,20503,,,,,,,1,,,,[310305],[1],[0]
90020504,90020504,5T 요리 교역품,Tier5,609,0,Alchemy,Etc,0,100,3000,20504,,,,,,,1,,,,[320205],[5],[0]
90020505,90020505,5T 연금 교역품,Tier5,609,0,Alchemy,Etc,0,100,3000,20505,,,,,,,1,,,,[320105],[5],[0]
90020506,90020506,5T 주괴 교역품,Tier5,609,0,Alchemy,Etc,0,50,3000,20506,,,,,,,1,[52050001],[5],[0],[],[],[]
90020507,90020507,5T 피혁 교역품,Tier5,609,0,Alchemy,Etc,0,50,3000,20507,,,,,,,1,[52050004],[5],[0],[],[],[]
90020508,90020508,5T 천 교역품,Tier5,609,0,Alchemy,Etc,0,50,3000,20508,,,,,,,1,[52050002],[5],[0],[],[],[]
90020509,90020509,5T 목재 교역품,Tier5,609,0,Alchemy,Etc,0,50,3000,20509,,,,,,,1,[52050003],[5],[0],[],[],[]
90020601,90020601,6T 무기 교역품,Tier6,609,0,Alchemy,Etc,0,720,3000,20601,,,,,,,1,,,,[310106],[1],[0]
90020602,90020602,6T 방어구 교역품,Tier6,609,0,Alchemy,Etc,0,360,3000,20602,,,,,,,1,,,,[310206],[1],[0]
90020603,90020603,6T 장신구 교역품,Tier6,609,0,Alchemy,Etc,0,360,3000,20603,,,,,,,1,,,,[310306],[1],[0]
90020604,90020604,6T 요리 교역품,Tier6,609,0,Alchemy,Etc,0,180,3000,20604,,,,,,,1,,,,[320206],[5],[0]
90020605,90020605,6T 연금 교역품,Tier6,609,0,Alchemy,Etc,0,180,3000,20605,,,,,,,1,,,,[320106],[5],[0]
90020606,90020606,6T 주괴 교역품,Tier6,609,0,Alchemy,Etc,0,90,3000,20606,,,,,,,1,[52060001],[5],[0],[],[],[]
90020607,90020607,6T 피혁 교역품,Tier6,609,0,Alchemy,Etc,0,90,3000,20607,,,,,,,1,[52060004],[5],[0],[],[],[]
90020608,90020608,6T 천 교역품,Tier6,609,0,Alchemy,Etc,0,90,3000,20608,,,,,,,1,[52060002],[5],[0],[],[],[]
90020609,90020609,6T 목재 교역품,Tier6,609,0,Alchemy,Etc,0,90,3000,20609,,,,,,,1,[52060003],[5],[0],[],[],[]
90020701,90020701,7T 무기 교역품,Tier7,609,0,Alchemy,Etc,0,1200,3000,20701,,,,,,,1,,,,[310107],[1],[0]
90020702,90020702,7T 방어구 교역품,Tier7,609,0,Alchemy,Etc,0,600,3000,20702,,,,,,,1,,,,[310207],[1],[0]
90020703,90020703,7T 장신구 교역품,Tier7,609,0,Alchemy,Etc,0,600,3000,20703,,,,,,,1,,,,[310307],[1],[0]
90020704,90020704,7T 요리 교역품,Tier7,609,0,Alchemy,Etc,0,300,3000,20704,,,,,,,1,,,,[320207],[5],[0]
90020705,90020705,7T 연금 교역품,Tier7,609,0,Alchemy,Etc,0,300,3000,20705,,,,,,,1,,,,[320107],[5],[0]
90020706,90020706,7T 주괴 교역품,Tier7,609,0,Alchemy,Etc,0,150,3000,20706,,,,,,,1,[52070001],[5],[0],[],[],[]
90020707,90020707,7T 피혁 교역품,Tier7,609,0,Alchemy,Etc,0,150,3000,20707,,,,,,,1,[52070004],[5],[0],[],[],[]
90020708,90020708,7T 천 교역품,Tier7,609,0,Alchemy,Etc,0,150,3000,20708,,,,,,,1,[52070002],[5],[0],[],[],[]
90020709,90020709,7T 목재 교역품,Tier7,609,0,Alchemy,Etc,0,150,3000,20709,,,,,,,1,[52070003],[5],[0],[],[],[]
90021001,90021001,이니스 섬 고급 무기 +1 군수품,Tier2,609,0,Alchemy,Etc,0,1000,5000,1020001,,,,,,,500,[11020004],[1],[1],[300000],[1],[2]
99000001,99000001,테스트 등짐,Tier1,609,0,Alchemy,Etc,0,10,3000,1,,,,,,,500,[11020004],[3],[3],[301031],[10],[0]
