OID,Cid,TargetCid,SpawnerCid,Kind,Zone,Location
47,47,8505,0,Doodad,800,"(X=-396567.362762,Y=391873.230117,Z=-1499.999979)"
52,52,8505,0,Doodad,800,"(X=-394876.638806,Y=393296.733226,Z=-1499.999979)"
16,16,8506,0,Doodad,800,"(X=-391951.260698,Y=393305.351817,Z=-1499.944028)"
34,34,8506,0,Doodad,800,"(X=-391832.605570,Y=392850.063721,Z=-1499.944024)"
3,3,8507,0,Doodad,800,"(X=-393774.659206,Y=391678.972536,Z=-1497.694813)"
8,8,8507,0,Doodad,800,"(X=-394227.255599,Y=393531.282527,Z=-1497.694822)"
10,10,8507,0,Doodad,800,"(X=-395947.311077,Y=396015.220329,Z=-1527.221484)"
11,11,8507,0,Doodad,800,"(X=-393624.734224,Y=395271.034614,Z=-1498.232641)"
12,12,8507,0,Doodad,800,"(X=-393957.057745,Y=392429.693225,Z=-1497.694813)"
18,18,8507,0,Doodad,800,"(X=-391574.940666,Y=395410.599190,Z=-1498.232640)"
27,27,8507,0,Doodad,800,"(X=-392826.159359,Y=396389.420868,Z=-1498.232640)"
49,49,8507,0,Doodad,800,"(X=-394341.903757,Y=394801.670804,Z=-1505.646006)"
50,50,8507,0,Doodad,800,"(X=-393472.397460,Y=396115.316593,Z=-1498.232640)"
21,21,8508,0,Doodad,800,"(X=-390386.318457,Y=393399.078781,Z=-1497.152851)"
43,43,8508,0,Doodad,800,"(X=-390475.929701,Y=393723.101861,Z=-1497.152852)"
30,30,8509,0,Doodad,800,"(X=-390054.068377,Y=392810.849953,Z=-1454.053331)"
41,41,8509,0,Doodad,800,"(X=-396578.533085,Y=391936.865889,Z=-1437.652231)"
53,53,8509,0,Doodad,800,"(X=-393643.913180,Y=395423.561386,Z=-1452.293738)"
45,45,8511,0,Doodad,800,"(X=-390967.356112,Y=393632.665882,Z=-1447.181542)"
68,68,100006,0,Doodad,905,"(X=-448210.000000,Y=266770.000000,Z=2185.000000)"
73,73,100006,0,Doodad,905,"(X=-438610.000000,Y=260050.000000,Z=2185.000000)"
74,74,100006,0,Doodad,905,"(X=-443800.000000,Y=265520.000000,Z=2185.000000)"
76,76,100006,0,Doodad,905,"(X=-446050.000000,Y=265300.000000,Z=2185.000000)"
77,77,100006,0,Doodad,905,"(X=-444010.000000,Y=267370.000000,Z=2185.000000)"
79,79,100006,0,Doodad,905,"(X=-447710.000000,Y=265940.000000,Z=2185.000000)"
80,80,100006,0,Doodad,905,"(X=-437020.000000,Y=262810.000000,Z=2185.000000)"
83,83,100006,0,Doodad,905,"(X=-438210.000000,Y=263460.000000,Z=2185.000000)"
87,87,100006,0,Doodad,905,"(X=-435950.000000,Y=267460.000000,Z=2185.000000)"
90,90,100006,0,Doodad,905,"(X=-443190.000000,Y=268330.000000,Z=2185.000000)"
93,93,100006,0,Doodad,905,"(X=-437980.000000,Y=260270.000000,Z=2185.000000)"
99,99,100006,0,Doodad,905,"(X=-435940.000000,Y=273340.000000,Z=2185.000000)"
100,100,100006,0,Doodad,905,"(X=-447710.000000,Y=269320.000000,Z=2185.000000)"
101,101,100006,0,Doodad,905,"(X=-446260.000000,Y=269580.000000,Z=2185.000000)"
104,104,100006,0,Doodad,905,"(X=-443490.000000,Y=271100.000000,Z=2185.000000)"
108,108,100006,0,Doodad,905,"(X=-443930.000000,Y=269560.000000,Z=2185.000000)"
109,109,100006,0,Doodad,905,"(X=-435790.000000,Y=269560.000000,Z=2185.000000)"
114,114,100006,0,Doodad,905,"(X=-446030.000000,Y=272150.000000,Z=2185.000000)"
116,116,100006,0,Doodad,905,"(X=-436420.000000,Y=271990.000000,Z=2185.000000)"
118,118,100006,0,Doodad,905,"(X=-435070.000000,Y=268450.000000,Z=2185.000000)"
120,120,100006,0,Doodad,905,"(X=-432520.000000,Y=267890.000000,Z=2185.000000)"
124,124,100006,0,Doodad,905,"(X=-433790.000000,Y=266150.000000,Z=2185.000000)"
125,125,100006,0,Doodad,905,"(X=-432830.000000,Y=272890.000000,Z=2185.000000)"
129,129,100006,0,Doodad,905,"(X=-431320.000000,Y=271110.000000,Z=2185.000000)"
131,131,100006,0,Doodad,905,"(X=-433420.000000,Y=271760.000000,Z=2185.000000)"
132,132,100006,0,Doodad,905,"(X=-433220.000000,Y=273800.000000,Z=2185.000000)"
134,134,100006,0,Doodad,905,"(X=-434900.000000,Y=273100.000000,Z=2185.000000)"
136,136,100006,0,Doodad,905,"(X=-434940.000000,Y=270810.000000,Z=2185.000000)"
137,137,100006,0,Doodad,905,"(X=-431650.000000,Y=271750.000000,Z=2185.000000)"
71,71,101006,0,Doodad,905,"(X=-437270.000000,Y=261010.000000,Z=2190.000000)"
78,78,101006,0,Doodad,905,"(X=-446220.000000,Y=267380.000000,Z=2190.000000)"
82,82,101006,0,Doodad,905,"(X=-437710.000000,Y=263400.000000,Z=2190.000000)"
84,84,101006,0,Doodad,905,"(X=-439780.000000,Y=260450.000000,Z=2190.000000)"
85,85,101006,0,Doodad,905,"(X=-444520.000000,Y=266560.000000,Z=2190.000000)"
91,91,101006,0,Doodad,905,"(X=-447080.000000,Y=267590.000000,Z=2190.000000)"
92,92,101006,0,Doodad,905,"(X=-438510.000000,Y=262980.000000,Z=2190.000000)"
95,95,101006,0,Doodad,905,"(X=-443690.000000,Y=266690.000000,Z=2190.000000)"
97,97,101006,0,Doodad,905,"(X=-447080.000000,Y=270400.000000,Z=2190.000000)"
102,102,101006,0,Doodad,905,"(X=-444790.000000,Y=271480.000000,Z=2190.000000)"
106,106,101006,0,Doodad,905,"(X=-443950.000000,Y=270740.000000,Z=2190.000000)"
107,107,101006,0,Doodad,905,"(X=-443000.000000,Y=269980.000000,Z=2190.000000)"
110,110,101006,0,Doodad,905,"(X=-442200.000000,Y=269980.000000,Z=2190.000000)"
111,111,101006,0,Doodad,905,"(X=-435520.000000,Y=269980.000000,Z=2190.000000)"
119,119,101006,0,Doodad,905,"(X=-434820.000000,Y=267640.000000,Z=2190.000000)"
121,121,101006,0,Doodad,905,"(X=-433750.000000,Y=268420.000000,Z=2190.000000)"
126,126,101006,0,Doodad,905,"(X=-432610.000000,Y=269250.000000,Z=2190.000000)"
127,127,101006,0,Doodad,905,"(X=-433590.000000,Y=272360.000000,Z=2190.000000)"
128,128,101006,0,Doodad,905,"(X=-434700.000000,Y=269790.000000,Z=2190.000000)"
130,130,101006,0,Doodad,905,"(X=-432110.000000,Y=270500.000000,Z=2190.000000)"
133,133,101006,0,Doodad,905,"(X=-434270.000000,Y=271540.000000,Z=2190.000000)"
135,135,101006,0,Doodad,905,"(X=-434270.000000,Y=273570.000000,Z=2190.000000)"
72,72,102006,0,Doodad,905,"(X=-440820.000000,Y=261590.000000,Z=2180.000000)"
75,75,102006,0,Doodad,905,"(X=-439190.000000,Y=260410.000000,Z=2180.000000)"
81,81,102006,0,Doodad,905,"(X=-439340.000000,Y=262500.000000,Z=2180.000000)"
86,86,102006,0,Doodad,905,"(X=-438110.000000,Y=261080.000000,Z=2180.000000)"
88,88,102006,0,Doodad,905,"(X=-437600.000000,Y=263770.000000,Z=2180.000000)"
89,89,102006,0,Doodad,905,"(X=-440700.000000,Y=263300.000000,Z=2180.000000)"
94,94,102006,0,Doodad,905,"(X=-438110.000000,Y=262500.000000,Z=2180.000000)"
96,96,102006,0,Doodad,905,"(X=-440590.000000,Y=272460.000000,Z=2180.000000)"
98,98,102006,0,Doodad,905,"(X=-441680.000000,Y=277330.000000,Z=2180.000000)"
103,103,102006,0,Doodad,905,"(X=-440220.000000,Y=275600.000000,Z=2180.000000)"
105,105,102006,0,Doodad,905,"(X=-439100.000000,Y=275890.000000,Z=2180.000000)"
113,113,102006,0,Doodad,905,"(X=-444770.000000,Y=270260.000000,Z=2180.000000)"
115,115,102006,0,Doodad,905,"(X=-443090.000000,Y=274290.000000,Z=2180.000000)"
148,148,902027,0,Doodad,906,"(X=-443652.702190,Y=415219.192176,Z=293.259370)"
139,139,902028,0,Doodad,906,"(X=-441405.481598,Y=419633.005715,Z=282.733158)"
149,149,902029,0,Doodad,906,"(X=-435383.708961,Y=421891.187531,Z=-207.495109)"
161,161,902030,0,Doodad,906,"(X=-433246.126425,Y=421076.822064,Z=-192.571142)"
143,143,902031,0,Doodad,906,"(X=-435570.310473,Y=422016.475265,Z=-208.031629)"
178,178,902032,0,Doodad,906,"(X=-431094.417401,Y=417694.000267,Z=285.285131)"
181,181,902033,0,Doodad,906,"(X=-431002.782902,Y=417670.231161,Z=285.542941)"
177,177,902035,0,Doodad,906,"(X=-427905.838470,Y=416218.079340,Z=299.812435)"
160,160,902039,0,Doodad,906,"(X=-425420.125981,Y=418612.663508,Z=-139.178812)"
155,155,902040,0,Doodad,906,"(X=-426256.659312,Y=419630.907667,Z=-168.742384)"
159,159,902041,0,Doodad,906,"(X=-427336.720762,Y=420275.333324,Z=-127.640340)"
147,147,902042,0,Doodad,906,"(X=-436745.502649,Y=421139.978138,Z=-176.763235)"
166,166,902042,0,Doodad,906,"(X=-427147.707458,Y=426391.968156,Z=-585.339769)"
172,172,902042,0,Doodad,906,"(X=-442819.500983,Y=419086.816609,Z=296.298215)"
176,176,902042,0,Doodad,906,"(X=-427302.951512,Y=417078.455125,Z=351.570474)"
183,183,902042,0,Doodad,906,"(X=-428924.880440,Y=415339.276563,Z=439.775221)"
184,184,902042,0,Doodad,906,"(X=-430484.615631,Y=416861.167429,Z=292.079603)"
187,187,902042,0,Doodad,906,"(X=-430895.745904,Y=418926.232428,Z=288.032660)"
168,168,902044,0,Doodad,906,"(X=-432155.941267,Y=430785.316640,Z=-607.850006)"
141,141,902046,0,Doodad,906,"(X=-440685.868695,Y=419761.964673,Z=260.496563)"
153,153,902047,0,Doodad,906,"(X=-426252.579259,Y=415841.442197,Z=254.094346)"
170,170,902048,0,Doodad,906,"(X=-428307.633609,Y=428046.497982,Z=-611.708251)"
145,145,902050,0,Doodad,906,"(X=-443669.758437,Y=415931.403101,Z=277.703807)"
163,163,902051,0,Doodad,906,"(X=-429500.665434,Y=416454.381493,Z=301.039617)"
164,164,902052,0,Doodad,906,"(X=-427596.513157,Y=425218.758788,Z=-464.434167)"
195,195,100001,0,Doodad,1000,"(X=358122.000000,Y=-131178.000000,Z=-542.000000)"
218,218,100001,0,Doodad,1000,"(X=357536.000000,Y=-131849.000000,Z=-515.000000)"
251,251,100001,0,Doodad,1000,"(X=352415.000000,Y=-125299.000000,Z=-2002.000000)"
261,261,100001,0,Doodad,1000,"(X=355770.000000,Y=-125170.000000,Z=-1984.000000)"
265,265,100001,0,Doodad,1000,"(X=351808.000000,Y=-121732.000000,Z=-1986.000000)"
281,281,100001,0,Doodad,1000,"(X=361830.000000,Y=-133132.000000,Z=-518.000000)"
282,282,100001,0,Doodad,1000,"(X=362059.000000,Y=-133233.000000,Z=-525.000000)"
285,285,100001,0,Doodad,1000,"(X=359290.000000,Y=-132264.000000,Z=-524.000000)"
287,287,100001,0,Doodad,1000,"(X=362079.000000,Y=-133851.000000,Z=-520.000000)"
291,291,100001,0,Doodad,1000,"(X=360690.000000,Y=-132669.000000,Z=-523.000000)"
296,296,100001,0,Doodad,1000,"(X=359191.000000,Y=-130442.000000,Z=-531.000000)"
297,297,100001,0,Doodad,1000,"(X=363180.000000,Y=-133348.000000,Z=-521.000000)"
304,304,100001,0,Doodad,1000,"(X=360499.000000,Y=-131284.000000,Z=-522.000000)"
306,306,100001,0,Doodad,1000,"(X=361067.000000,Y=-130741.000000,Z=-527.000000)"
310,310,100001,0,Doodad,1000,"(X=362060.000000,Y=-131145.000000,Z=-514.000000)"
313,313,100001,0,Doodad,1000,"(X=363047.000000,Y=-134522.000000,Z=-513.000000)"
315,315,100001,0,Doodad,1000,"(X=360030.000000,Y=-133340.000000,Z=-517.000000)"
316,316,100001,0,Doodad,1000,"(X=358889.000000,Y=-133530.000000,Z=-525.000000)"
317,317,100001,0,Doodad,1000,"(X=361577.000000,Y=-134532.000000,Z=-522.000000)"
318,318,100001,0,Doodad,1000,"(X=362485.000000,Y=-132583.000000,Z=-524.000000)"
322,322,100001,0,Doodad,1000,"(X=360794.000000,Y=-133303.000000,Z=-522.000000)"
326,326,100001,0,Doodad,1000,"(X=383325.000000,Y=-141188.000000,Z=-349.000000)"
328,328,100001,0,Doodad,1000,"(X=382362.000000,Y=-141697.000000,Z=-338.000000)"
331,331,100001,0,Doodad,1000,"(X=375869.000000,Y=-140869.000000,Z=-346.000000)"
341,341,100001,0,Doodad,1000,"(X=383510.000000,Y=-129860.000000,Z=-355.000000)"
342,342,100001,0,Doodad,1000,"(X=381123.000000,Y=-131191.000000,Z=-348.000000)"
343,343,100001,0,Doodad,1000,"(X=376878.000000,Y=-138265.000000,Z=-344.000000)"
348,348,100001,0,Doodad,1000,"(X=378424.000000,Y=-128731.000000,Z=-345.000000)"
354,354,100001,0,Doodad,1000,"(X=376032.000000,Y=-140693.000000,Z=-346.000000)"
360,360,100001,0,Doodad,1000,"(X=378371.000000,Y=-128433.000000,Z=-345.000000)"
364,364,100001,0,Doodad,1000,"(X=381608.000000,Y=-135328.000000,Z=-349.000000)"
365,365,100001,0,Doodad,1000,"(X=383520.000000,Y=-130070.000000,Z=-355.000000)"
367,367,100001,0,Doodad,1000,"(X=381064.000000,Y=-130498.000000,Z=-357.000000)"
368,368,100001,0,Doodad,1000,"(X=383620.000000,Y=-130290.000000,Z=-355.000000)"
377,377,100001,0,Doodad,1000,"(X=376405.000000,Y=-132353.000000,Z=-338.000000)"
380,380,100001,0,Doodad,1000,"(X=376431.000000,Y=-138406.000000,Z=-343.000000)"
381,381,100001,0,Doodad,1000,"(X=379097.000000,Y=-128758.000000,Z=-343.000000)"
387,387,100001,0,Doodad,1000,"(X=377355.000000,Y=-137696.000000,Z=-351.000000)"
391,391,100001,0,Doodad,1000,"(X=376460.000000,Y=-132560.000000,Z=-343.000000)"
405,405,100001,0,Doodad,1000,"(X=376368.000000,Y=-135375.000000,Z=-339.000000)"
407,407,100001,0,Doodad,1000,"(X=381801.000000,Y=-135830.000000,Z=-347.000000)"
409,409,100001,0,Doodad,1000,"(X=381936.000000,Y=-135180.000000,Z=-337.000000)"
418,418,100001,0,Doodad,1000,"(X=381375.000000,Y=-127590.000000,Z=-360.000000)"
419,419,100001,0,Doodad,1000,"(X=382135.000000,Y=-127320.000000,Z=-360.000000)"
420,420,100001,0,Doodad,1000,"(X=382105.000000,Y=-127680.000000,Z=-365.000000)"
439,439,100001,0,Doodad,1000,"(X=387109.000000,Y=-137416.000000,Z=-340.000000)"
442,442,100001,0,Doodad,1000,"(X=390660.000000,Y=-137675.000000,Z=-350.000000)"
448,448,100001,0,Doodad,1000,"(X=388230.000000,Y=-133945.000000,Z=-360.000000)"
455,455,100001,0,Doodad,1000,"(X=387945.000000,Y=-133730.000000,Z=-360.000000)"
464,464,100001,0,Doodad,1000,"(X=386465.000000,Y=-137809.000000,Z=-346.000000)"
466,466,100001,0,Doodad,1000,"(X=388860.000000,Y=-134495.000000,Z=-365.000000)"
470,470,100001,0,Doodad,1000,"(X=386757.000000,Y=-137078.000000,Z=-342.000000)"
477,477,100001,0,Doodad,1000,"(X=351915.000000,Y=-155365.000000,Z=2430.000000)"
488,488,100001,0,Doodad,1000,"(X=358252.000000,Y=-156670.000000,Z=2437.000000)"
525,525,100001,0,Doodad,1000,"(X=351540.000000,Y=-161725.000000,Z=2425.000000)"
544,544,100001,0,Doodad,1000,"(X=351785.000000,Y=-159655.000000,Z=2430.000000)"
565,565,100001,0,Doodad,1000,"(X=357269.000000,Y=-153098.000000,Z=2439.000000)"
589,589,100001,0,Doodad,1000,"(X=374310.000000,Y=-181960.000000,Z=1865.000000)"
601,601,100001,0,Doodad,1000,"(X=382955.000000,Y=-179915.000000,Z=1860.000000)"
621,621,100001,0,Doodad,1000,"(X=374640.000000,Y=-180440.000000,Z=1865.000000)"
622,622,100001,0,Doodad,1000,"(X=378200.000000,Y=-182650.000000,Z=1860.000000)"
647,647,100001,0,Doodad,1000,"(X=368866.000000,Y=-173010.000000,Z=1867.000000)"
672,672,100001,0,Doodad,1000,"(X=370615.000000,Y=-164543.000000,Z=1353.000000)"
677,677,100001,0,Doodad,1000,"(X=367047.000000,Y=-157634.000000,Z=1480.000000)"
680,680,100001,0,Doodad,1000,"(X=370709.000000,Y=-156838.000000,Z=1447.000000)"
688,688,100001,0,Doodad,1000,"(X=368596.000000,Y=-161978.000000,Z=869.000000)"
689,689,100001,0,Doodad,1000,"(X=368230.000000,Y=-161295.000000,Z=905.000000)"
701,701,100001,0,Doodad,1000,"(X=368325.000000,Y=-160921.000000,Z=866.000000)"
705,705,100001,0,Doodad,1000,"(X=370288.000000,Y=-164575.000000,Z=1358.000000)"
723,723,100001,0,Doodad,1000,"(X=370701.000000,Y=-165312.000000,Z=1362.000000)"
737,737,100001,0,Doodad,1000,"(X=371860.000000,Y=-167023.000000,Z=1360.000000)"
746,746,100001,0,Doodad,1000,"(X=372988.000000,Y=-166875.000000,Z=1358.000000)"
759,759,100001,0,Doodad,1000,"(X=380402.000000,Y=-178750.000000,Z=1867.000000)"
774,774,100001,0,Doodad,1000,"(X=378303.000000,Y=-171840.000000,Z=1867.000000)"
797,797,100001,0,Doodad,1000,"(X=374353.000000,Y=-171133.000000,Z=1871.000000)"
807,807,100001,0,Doodad,1000,"(X=372646.000000,Y=-166715.000000,Z=1357.000000)"
816,816,100001,0,Doodad,1000,"(X=379635.000000,Y=-177799.000000,Z=1869.000000)"
827,827,100001,0,Doodad,1000,"(X=381427.394931,Y=-169466.995533,Z=1361.323430)"
835,835,100001,0,Doodad,1000,"(X=379124.000000,Y=-172258.000000,Z=1867.000000)"
855,855,100001,0,Doodad,1000,"(X=377819.000000,Y=-165669.000000,Z=1371.000000)"
860,860,100001,0,Doodad,1000,"(X=378675.000000,Y=-159345.000000,Z=1357.000000)"
878,878,100001,0,Doodad,1000,"(X=381380.000000,Y=-165815.000000,Z=1376.000000)"
907,907,100001,0,Doodad,1000,"(X=378434.000000,Y=-165417.000000,Z=1358.000000)"
908,908,100001,0,Doodad,1000,"(X=379118.000000,Y=-159115.000000,Z=1368.000000)"
915,915,100001,0,Doodad,1000,"(X=379044.000000,Y=-159796.000000,Z=1358.000000)"
926,926,100001,0,Doodad,1000,"(X=381592.000000,Y=-165233.000000,Z=1363.000000)"
948,948,100001,0,Doodad,1000,"(X=377411.000000,Y=-165673.000000,Z=1357.000000)"
969,969,100001,0,Doodad,1000,"(X=388710.000000,Y=-171185.000000,Z=1350.000000)"
986,986,100001,0,Doodad,1000,"(X=388825.000000,Y=-171020.000000,Z=1350.000000)"
993,993,100001,0,Doodad,1000,"(X=388745.000000,Y=-170725.000000,Z=1355.000000)"
1000,1000,100001,0,Doodad,1000,"(X=391350.000000,Y=-166530.000000,Z=1350.000000)"
1001,1001,100001,0,Doodad,1000,"(X=388970.000000,Y=-164525.000000,Z=1355.000000)"
1006,1006,100001,0,Doodad,1000,"(X=388865.000000,Y=-164885.000000,Z=1380.000000)"
1014,1014,100001,0,Doodad,1000,"(X=387291.000000,Y=-163355.000000,Z=1369.000000)"
1020,1020,100001,0,Doodad,1000,"(X=391440.000000,Y=-166265.000000,Z=1350.000000)"
1033,1033,100001,0,Doodad,1000,"(X=389160.000000,Y=-164865.000000,Z=1355.000000)"
1059,1059,100001,0,Doodad,1000,"(X=389680.000000,Y=-161440.000000,Z=1340.000000)"
1062,1062,100001,0,Doodad,1000,"(X=387408.000000,Y=-164855.000000,Z=1357.000000)"
1069,1069,100001,0,Doodad,1000,"(X=387033.000000,Y=-165263.000000,Z=1356.000000)"
1070,1070,100001,0,Doodad,1000,"(X=389340.000000,Y=-161070.000000,Z=1335.000000)"
1072,1072,100001,0,Doodad,1000,"(X=384809.000000,Y=-160557.000000,Z=1354.000000)"
1077,1077,100001,0,Doodad,1000,"(X=391610.000000,Y=-166025.000000,Z=1350.000000)"
1079,1079,100001,0,Doodad,1000,"(X=385337.498031,Y=-160536.880294,Z=1353.897376)"
1083,1083,100001,0,Doodad,1000,"(X=390165.000000,Y=-161510.000000,Z=1350.000000)"
1141,1141,100001,0,Doodad,1000,"(X=365347.000000,Y=-148031.000000,Z=1453.000000)"
1144,1144,100001,0,Doodad,1000,"(X=366170.000000,Y=-144045.000000,Z=1485.000000)"
1159,1159,100001,0,Doodad,1000,"(X=367815.000000,Y=-145285.000000,Z=1445.000000)"
1188,1188,100001,0,Doodad,1000,"(X=368378.000000,Y=-153323.000000,Z=1467.000000)"
1204,1204,100001,0,Doodad,1000,"(X=368635.000000,Y=-150010.000000,Z=1440.000000)"
1220,1220,100001,0,Doodad,1000,"(X=383714.000000,Y=-146870.000000,Z=143.000000)"
1226,1226,100001,0,Doodad,1000,"(X=375388.000000,Y=-143913.000000,Z=151.000000)"
1237,1237,100001,0,Doodad,1000,"(X=379020.000000,Y=-148515.000000,Z=145.000000)"
1242,1242,100001,0,Doodad,1000,"(X=375227.000000,Y=-144079.000000,Z=149.000000)"
1244,1244,100001,0,Doodad,1000,"(X=380752.000000,Y=-145251.000000,Z=140.000000)"
1245,1245,100001,0,Doodad,1000,"(X=375994.000000,Y=-143655.000000,Z=129.000000)"
1252,1252,100001,0,Doodad,1000,"(X=385407.000000,Y=-149494.000000,Z=1098.000000)"
1254,1254,100001,0,Doodad,1000,"(X=385585.000000,Y=-149741.000000,Z=1168.000000)"
1255,1255,100001,0,Doodad,1000,"(X=385082.609880,Y=-147165.776335,Z=151.402212)"
338,338,100002,0,Doodad,1000,"(X=382890.000000,Y=-141286.000000,Z=-351.000000)"
417,417,100002,0,Doodad,1000,"(X=381935.000000,Y=-127260.000000,Z=-365.000000)"
422,422,100002,0,Doodad,1000,"(X=388075.000000,Y=-142130.000000,Z=-360.000000)"
453,453,100002,0,Doodad,1000,"(X=386625.000000,Y=-133050.000000,Z=-360.000000)"
457,457,100002,0,Doodad,1000,"(X=387037.000000,Y=-138447.000000,Z=-349.000000)"
463,463,100002,0,Doodad,1000,"(X=387515.000000,Y=-137940.000000,Z=-355.000000)"
467,467,100002,0,Doodad,1000,"(X=390220.000000,Y=-135565.000000,Z=-350.000000)"
475,475,100002,0,Doodad,1000,"(X=351185.000000,Y=-161725.000000,Z=2425.000000)"
493,493,100002,0,Doodad,1000,"(X=351605.000000,Y=-154915.000000,Z=2430.000000)"
496,496,100002,0,Doodad,1000,"(X=351530.000000,Y=-159795.000000,Z=2430.000000)"
518,518,100002,0,Doodad,1000,"(X=357417.000000,Y=-154428.000000,Z=2435.000000)"
523,523,100002,0,Doodad,1000,"(X=351355.000000,Y=-159985.000000,Z=2430.000000)"
532,532,100002,0,Doodad,1000,"(X=349885.000000,Y=-158260.000000,Z=2425.000000)"
534,534,100002,0,Doodad,1000,"(X=351715.000000,Y=-155195.000000,Z=2430.000000)"
541,541,100002,0,Doodad,1000,"(X=351370.000000,Y=-161820.000000,Z=2425.000000)"
550,550,100002,0,Doodad,1000,"(X=358473.000000,Y=-152962.000000,Z=2434.000000)"
552,552,100002,0,Doodad,1000,"(X=355652.000000,Y=-152910.000000,Z=2438.000000)"
555,555,100002,0,Doodad,1000,"(X=357441.000000,Y=-152854.000000,Z=2442.000000)"
564,564,100002,0,Doodad,1000,"(X=355381.000000,Y=-152478.000000,Z=2438.000000)"
581,581,100002,0,Doodad,1000,"(X=377915.000000,Y=-182535.000000,Z=1865.000000)"
585,585,100002,0,Doodad,1000,"(X=378620.000000,Y=-182210.000000,Z=1880.000000)"
592,592,100002,0,Doodad,1000,"(X=374925.000000,Y=-179855.000000,Z=1870.000000)"
609,609,100002,0,Doodad,1000,"(X=374380.000000,Y=-181765.000000,Z=1865.000000)"
610,610,100002,0,Doodad,1000,"(X=374695.000000,Y=-180270.000000,Z=1865.000000)"
614,614,100002,0,Doodad,1000,"(X=382840.000000,Y=-179625.000000,Z=1860.000000)"
615,615,100002,0,Doodad,1000,"(X=374345.000000,Y=-181450.000000,Z=1864.000000)"
624,624,100002,0,Doodad,1000,"(X=370748.000000,Y=-174966.000000,Z=1867.000000)"
627,627,100002,0,Doodad,1000,"(X=370523.000000,Y=-170552.000000,Z=1867.000000)"
631,631,100002,0,Doodad,1000,"(X=367933.000000,Y=-172539.000000,Z=1874.000000)"
637,637,100002,0,Doodad,1000,"(X=370726.000000,Y=-170141.000000,Z=1869.000000)"
646,646,100002,0,Doodad,1000,"(X=368332.000000,Y=-172419.000000,Z=1873.000000)"
653,653,100002,0,Doodad,1000,"(X=371093.000000,Y=-175144.000000,Z=1869.000000)"
656,656,100002,0,Doodad,1000,"(X=365619.000000,Y=-154629.000000,Z=1447.000000)"
658,658,100002,0,Doodad,1000,"(X=369927.000000,Y=-159420.000000,Z=863.000000)"
683,683,100002,0,Doodad,1000,"(X=359944.000000,Y=-156383.000000,Z=2436.000000)"
685,685,100002,0,Doodad,1000,"(X=370140.000000,Y=-163342.000000,Z=1343.000000)"
698,698,100002,0,Doodad,1000,"(X=369887.000000,Y=-163430.000000,Z=1371.000000)"
704,704,100002,0,Doodad,1000,"(X=363431.000000,Y=-154281.000000,Z=1447.000000)"
716,716,100002,0,Doodad,1000,"(X=370331.000000,Y=-159443.000000,Z=876.000000)"
732,732,100002,0,Doodad,1000,"(X=359728.000000,Y=-156649.000000,Z=2429.000000)"
763,763,100002,0,Doodad,1000,"(X=383524.000000,Y=-166597.000000,Z=1359.000000)"
768,768,100002,0,Doodad,1000,"(X=375795.000000,Y=-168536.000000,Z=1357.000000)"
769,769,100002,0,Doodad,1000,"(X=381105.000000,Y=-169576.000000,Z=1361.000000)"
770,770,100002,0,Doodad,1000,"(X=376155.000000,Y=-171354.000000,Z=1867.000000)"
776,776,100002,0,Doodad,1000,"(X=381872.000000,Y=-169665.000000,Z=1360.000000)"
780,780,100002,0,Doodad,1000,"(X=376161.000000,Y=-173024.000000,Z=1867.000000)"
788,788,100002,0,Doodad,1000,"(X=377409.000000,Y=-168532.000000,Z=1364.000000)"
792,792,100002,0,Doodad,1000,"(X=376232.000000,Y=-168601.000000,Z=1357.000000)"
795,795,100002,0,Doodad,1000,"(X=380048.000000,Y=-177414.000000,Z=1866.000000)"
805,805,100002,0,Doodad,1000,"(X=379545.000000,Y=-177516.000000,Z=1869.000000)"
813,813,100002,0,Doodad,1000,"(X=383877.000000,Y=-166651.000000,Z=1361.000000)"
820,820,100002,0,Doodad,1000,"(X=380549.000000,Y=-177562.000000,Z=1891.000000)"
824,824,100002,0,Doodad,1000,"(X=372808.000000,Y=-167316.000000,Z=1358.000000)"
832,832,100002,0,Doodad,1000,"(X=375404.000000,Y=-171461.000000,Z=1873.000000)"
837,837,100002,0,Doodad,1000,"(X=371454.000000,Y=-170442.000000,Z=1867.000000)"
886,886,100002,0,Doodad,1000,"(X=372114.000000,Y=-165739.000000,Z=1366.000000)"
897,897,100002,0,Doodad,1000,"(X=379908.000000,Y=-158598.000000,Z=1363.000000)"
910,910,100002,0,Doodad,1000,"(X=379688.000000,Y=-158494.000000,Z=1369.000000)"
932,932,100002,0,Doodad,1000,"(X=379306.000000,Y=-164673.000000,Z=1367.000000)"
939,939,100002,0,Doodad,1000,"(X=379864.000000,Y=-164442.000000,Z=1367.000000)"
940,940,100002,0,Doodad,1000,"(X=377703.000000,Y=-163207.000000,Z=1358.000000)"
943,943,100002,0,Doodad,1000,"(X=379031.000000,Y=-158828.000000,Z=1369.000000)"
962,962,100002,0,Doodad,1000,"(X=387310.000000,Y=-169435.000000,Z=1350.000000)"
967,967,100002,0,Doodad,1000,"(X=388740.000000,Y=-170535.000000,Z=1355.000000)"
984,984,100002,0,Doodad,1000,"(X=387795.000000,Y=-166470.000000,Z=1350.000000)"
989,989,100002,0,Doodad,1000,"(X=388095.000000,Y=-166795.000000,Z=1360.000000)"
