OID,Cid,Comment,Category,Value
142006,142006,깊은 심연의 틈 망토: 각성,SkillCooldownAccVary,120
142101,142101,1T 재사용 대기 시간 감소 망토 3%,SkillCooldownAccVary,30
142102,142102,1T 재사용 대기 시간 감소 망토 3%,SkillCooldownAccVary,30
142103,142103,1T 재사용 대기 시간 감소 망토 3%,SkillCooldownAccVary,30
142104,142104,1T 재사용 대기 시간 감소 망토 3%,SkillCooldownAccVary,30
142105,142105,1T 재사용 대기 시간 감소 망토 3%,SkillCooldownAccVary,30
142106,142106,1T 재사용 대기 시간 감소 망토 3%,SkillCooldownAccVary,30
142201,142201,2T 재사용 대기 시간 감소 망토 4%,SkillCooldownAccVary,40
142202,142202,2T 재사용 대기 시간 감소 망토 4%,SkillCooldownAccVary,40
142203,142203,2T 재사용 대기 시간 감소 망토 4%,SkillCooldownAccVary,40
142204,142204,2T 재사용 대기 시간 감소 망토 4%,SkillCooldownAccVary,40
142205,142205,2T 재사용 대기 시간 감소 망토 4%,SkillCooldownAccVary,40
142206,142206,2T 재사용 대기 시간 감소 망토 4%,SkillCooldownAccVary,40
142301,142301,3T 재사용 대기 시간 감소 망토 5%,SkillCooldownAccVary,50
142302,142302,3T 재사용 대기 시간 감소 망토 5%,SkillCooldownAccVary,50
142303,142303,3T 재사용 대기 시간 감소 망토 5%,SkillCooldownAccVary,50
142304,142304,3T 재사용 대기 시간 감소 망토 5%,SkillCooldownAccVary,50
142305,142305,3T 재사용 대기 시간 감소 망토 5%,SkillCooldownAccVary,50
142306,142306,3T 재사용 대기 시간 감소 망토 5%,SkillCooldownAccVary,50
142401,142401,4T 재사용 대기시간 망토 7%,SkillCooldownAccVary,70
142402,142402,4T 재사용 대기시간 망토 7%,SkillCooldownAccVary,70
142403,142403,4T 재사용 대기시간 망토 7%,SkillCooldownAccVary,70
142404,142404,4T 재사용 대기시간 망토 7%,SkillCooldownAccVary,70
142405,142405,4T 재사용 대기시간 망토 7%,SkillCooldownAccVary,70
142406,142406,4T 재사용 대기시간 망토 7%,SkillCooldownAccVary,70
142501,142501,5T 재사용 대기 시간 감소 망토 9%,SkillCooldownAccVary,90
142502,142502,5T 재사용 대기 시간 감소 망토 9%,SkillCooldownAccVary,90
142503,142503,5T 재사용 대기 시간 감소 망토 9%,SkillCooldownAccVary,90
142504,142504,5T 재사용 대기 시간 감소 망토 9%,SkillCooldownAccVary,90
142505,142505,5T 재사용 대기 시간 감소 망토 9%,SkillCooldownAccVary,90
142506,142506,5T 재사용 대기 시간 감소 망토 9%,SkillCooldownAccVary,90
142601,142601,6T 재사용 대기시간 망토 12%,SkillCooldownAccVary,120
142602,142602,6T 재사용 대기시간 망토 12%,SkillCooldownAccVary,120
142603,142603,6T 재사용 대기시간 망토 12%,SkillCooldownAccVary,120
142604,142604,6T 재사용 대기시간 망토 12%,SkillCooldownAccVary,120
142605,142605,6T 재사용 대기시간 망토 12%,SkillCooldownAccVary,120
142606,142606,6T 재사용 대기시간 망토 12%,SkillCooldownAccVary,120
142701,142701,7T 재사용 대기 시간 감소 망토 15%,SkillCooldownAccVary,150
142702,142702,7T 재사용 대기 시간 감소 망토 15%,SkillCooldownAccVary,150
142703,142703,7T 재사용 대기 시간 감소 망토 15%,SkillCooldownAccVary,150
142704,142704,7T 재사용 대기 시간 감소 망토 15%,SkillCooldownAccVary,150
142705,142705,7T 재사용 대기 시간 감소 망토 15%,SkillCooldownAccVary,150
142706,142706,7T 재사용 대기 시간 감소 망토 15%,SkillCooldownAccVary,150
150001,150001,망토,AtkSpeedVaryper,500
150002,150002,망토,AtkSpeedVaryper,1000
150003,150003,망토,AtkSpeedVaryper,1500
150004,150004,망토,AtkSpeedVaryper,2000
150005,150005,망토,AtkSpeedVaryper,2500
150006,150006,망토,AtkSpeedVaryper,3000
150007,150007,망토,AtkSpeedVaryper,9999
150008,150008,망토,MoveSpeedVaryper,6000
200000,200000,가벼운 손놀림 Lv.1,MoveSpeedVaryper,100
200002,200002,가벼운 손놀림 Lv.2,MoveSpeedVaryper,200
200004,200004,가벼운 손놀림 Lv.3,MoveSpeedVaryper,300
200006,200006,가벼운 손놀림 Lv.4,MoveSpeedVaryper,400
200008,200008,가벼운 손놀림 Lv.5,MoveSpeedVaryper,500
200051,200051,대지 가르기 Lv.1,MoveSpeedVaryper,-100
200052,200052,대지 가르기 Lv.2,MoveSpeedVaryper,-200
200053,200053,대지 가르기 Lv.3,MoveSpeedVaryper,-300
200054,200054,대지 가르기 Lv.4,MoveSpeedVaryper,-400
200055,200055,대지 가르기 Lv.5,MoveSpeedVaryper,-500
200151,200151,적진으로(넉다운) Lv.1,PhysicalDefenseVary,-10
200152,200152,적진으로(넉다운) Lv.2,PhysicalDefenseVary,-20
200153,200153,적진으로(넉다운) Lv.3,PhysicalDefenseVary,-30
200154,200154,적진으로(넉다운) Lv.4,PhysicalDefenseVary,-40
200155,200155,적진으로(넉다운) Lv.5,PhysicalDefenseVary,-50
200256,200256,폭주_중첩 Lv.1,AttackVary,3
200257,200257,폭주_중첩 Lv.2,AttackVary,4
200258,200258,폭주_중첩 Lv.3,AttackVary,5
200259,200259,폭주_중첩 Lv.4,AttackVary,6
200260,200260,폭주_중첩 Lv.5,AttackVary,7
200261,200261,폭주_이동 속도 증가 Lv.1,MoveSpeedVaryper,100
200262,200262,폭주_이동 속도 증가 Lv.2,MoveSpeedVaryper,120
200263,200263,폭주_이동 속도 증가 Lv.3,MoveSpeedVaryper,140
200264,200264,폭주_이동 속도 증가 Lv.4,MoveSpeedVaryper,160
200265,200265,폭주_이동 속도 증가 Lv.5,MoveSpeedVaryper,180
200351,200351,위축_이동 속도 감소 Lv.1,MoveSpeedVaryper,-500
200352,200352,위축_이동 속도 감소 Lv.2,MoveSpeedVaryper,-500
200353,200353,위축_이동 속도 감소 Lv.3,MoveSpeedVaryper,-500
200354,200354,위축_이동 속도 감소 Lv.4,MoveSpeedVaryper,-500
200355,200355,위축_이동 속도 감소 Lv.5,MoveSpeedVaryper,-500
200361,200361,위축_공격 속도 감소 Lv.1,AtkSpeedVaryper,-500
200362,200362,위축_공격 속도 감소 Lv.2,AtkSpeedVaryper,-500
200363,200363,위축_공격 속도 감소 Lv.3,AtkSpeedVaryper,-500
200364,200364,위축_공격 속도 감소 Lv.4,AtkSpeedVaryper,-500
200365,200365,위축_공격 속도 감소 Lv.5,AtkSpeedVaryper,-500
200366,200366,위축_공격력 감소 Lv.1,AttackVary,-20
200367,200367,위축_공격력 감소 Lv.2,AttackVary,-25
200368,200368,위축_공격력 감소 Lv.3,AttackVary,-30
200369,200369,위축_공격력 감소 Lv.4,AttackVary,-35
200370,200370,위축_공격력 감소 Lv.5,AttackVary,-40
200601,200601,2티어 양손검 몰아치기 Lv.1 공격 속도 330%,AtkSpeedVaryper,3300
200651,200651,2티어 양손검 찌르기 스킬 느려짐 Lv.1,MoveSpeedVaryper,-300
200751,200751,2티어 양손검 섬광의 길 스킬 아군 이동 속도 버프 Lv.1,MoveSpeedVaryper,600
300161,300161,급습_Lv.1,AtkSpeedVaryper,500
300162,300162,급습_Lv.2,AtkSpeedVaryper,550
300163,300163,급습_Lv.3,AtkSpeedVaryper,600
300164,300164,급습_Lv.4,AtkSpeedVaryper,650
300165,300165,급습_Lv.5,AtkSpeedVaryper,700
300171,300171,급습_Lv.1,CriVaryper,200
300172,300172,급습_Lv.2,CriVaryper,200
300173,300173,급습_Lv.3,CriVaryper,200
300174,300174,급습_Lv.4,CriVaryper,200
300175,300175,급습_Lv.5,CriVaryper,200
300251,300251,방출 사격(슬로우) Lv.1,MoveSpeedVaryper,-400
300252,300252,방출 사격(슬로우) Lv.2,MoveSpeedVaryper,-400
300253,300253,방출 사격(슬로우) Lv.3,MoveSpeedVaryper,-400
300254,300254,방출 사격(슬로우) Lv.4,MoveSpeedVaryper,-400
300255,300255,방출 사격(슬로우) Lv.5,MoveSpeedVaryper,-400
300301,300301,생존 본능_이속 증가,MoveSpeedVaryper,400
300302,300302,생존 본능_이속 증가,MoveSpeedVaryper,450
300303,300303,생존 본능_이속 증가,MoveSpeedVaryper,500
300304,300304,생존 본능_이속 증가,MoveSpeedVaryper,550
300305,300305,생존 본능_이속 증가,MoveSpeedVaryper,600
300601,300601,2티어 활 Q 스킬_공격 속도 Lv.1,AtkSpeedVaryper,300
300606,300606,2티어 활 Q 스킬_방어력 Lv.1,PhysicalDefenseVary,500
300651,300651,2티어 활 W 스킬_느려짐 Lv.1,MoveSpeedVaryper,-300
300701,300701,2티어 활 E 스킬_이동 속도 증가 Lv.1,MoveSpeedVaryper,300
400045,400045,빙결 공격력 감소,AtkSpeedVaryper,-300
400051,400051,젖음 느려짐 Lv.1 ,MoveSpeedVaryper,-150
400052,400052,젖음 느려짐 Lv.2,MoveSpeedVaryper,-170
400053,400053,젖음 느려짐 Lv.3,MoveSpeedVaryper,-190
400054,400054,젖음 느려짐 Lv.4,MoveSpeedVaryper,-210
400055,400055,젖음 느려짐 Lv.5,MoveSpeedVaryper,-300
400201,400201,불의 장막 느려짐 Lv.1,MoveSpeedVaryper,-150
500051,500051,신속_이동 속도 증가 Lv.1,MoveSpeedVaryper,700
500052,500052,신속_이동 속도 증가 Lv.2,MoveSpeedVaryper,700
500053,500053,신속_이동 속도 증가 Lv.3,MoveSpeedVaryper,700
500054,500054,신속_이동 속도 증가 Lv.4,MoveSpeedVaryper,700
500055,500055,신속_이동 속도 증가 Lv.5,MoveSpeedVaryper,700
500056,500056,신속_공격력 증가 Lv.1,AttackVaryper,300
500057,500057,신속_공격력 증가 Lv.2,AttackVaryper,330
500058,500058,신속_공격력 증가 Lv.3,AttackVaryper,360
500059,500059,신속_공격력 증가 Lv.4,AttackVaryper,390
500060,500060,신속_공격력 증가 Lv.5,AttackVaryper,420
500351,500351,R_암살자의 분노_치명타 확률 증가_Lv.1,CriVaryper,300
500352,500352,R_암살자의 분노_치명타 확률 증가_Lv.2,CriVaryper,330
500353,500353,R_암살자의 분노_치명타 확률 증가_Lv.3,CriVaryper,360
500354,500354,R_암살자의 분노_치명타 확률 증가_Lv.4,CriVaryper,390
500355,500355,R_암살자의 분노_치명타 확률 증가_Lv.5,CriVaryper,420
500356,500356,R_암살자의 분노_치명타 대미지 증가_Lv.1,CriDamageVaryper,500
500357,500357,R_암살자의 분노_치명타 대미지 증가_Lv.2,CriDamageVaryper,500
500358,500358,R_암살자의 분노_치명타 대미지 증가_Lv.3,CriDamageVaryper,500
500359,500359,R_암살자의 분노_치명타 대미지 증가_Lv.4,CriDamageVaryper,500
500360,500360,R_암살자의 분노_치명타 대미지 증가_Lv.5,CriDamageVaryper,500
500361,500361,R_암살자의 분노_공격 속도 증가_Lv.1,AtkSpeedVaryper,500
500362,500362,R_암살자의 분노_공격 속도 증가_Lv.2,AtkSpeedVaryper,500
500363,500363,R_암살자의 분노_공격 속도 증가_Lv.3,AtkSpeedVaryper,500
500364,500364,R_암살자의 분노_공격 속도 증가_Lv.4,AtkSpeedVaryper,500
500365,500365,R_암살자의 분노_공격 속도 증가_Lv.5,AtkSpeedVaryper,500
500366,500366,R_암살자의 분노_이동 속도 증가_Lv.1,MoveSpeedVaryper,500
500367,500367,R_암살자의 분노_이동 속도 증가_Lv.2,MoveSpeedVaryper,500
500368,500368,R_암살자의 분노_이동 속도 증가_Lv.3,MoveSpeedVaryper,500
500369,500369,R_암살자의 분노_이동 속도 증가_Lv.4,MoveSpeedVaryper,500
500370,500370,R_암살자의 분노_이동 속도 증가_Lv.5,MoveSpeedVaryper,500
500751,500751,유혈의 장막_느려짐_Lv.1,MoveSpeedVaryper,-300
700019,700019,얼음 갑옷 Lv.1,MoveSpeedVaryper,-500
700030,700030,지면 강타 Lv.1,MoveSpeedVaryper,-500
700050,700050,광전사의 폭주 Lv.1,AtkSpeedVaryper,1000
700500,700500,1T 천 갑옷(제작)_최대 마력 Lv.1,MaxMpVary,20
700501,700501,1T 천 갑옷(제작)_최대 마력 Lv.2,MaxMpVary,24
700502,700502,1T 가죽 갑옷(제작)_최대 생명력 Lv.1,MaxHpVary,75
700503,700503,1T 가죽 갑옷(제작)_최대 생명력 Lv.2,MaxHpVary,85
700504,700504,1T 판금 갑옷(제작)_받는 피해 감소 Lv.1,DamageDownVaryper,10
700505,700505,1T 판금 갑옷(제작)_받는 피해 감소 Lv.2,DamageDownVaryper,12
700506,700506,1T 천 장갑(제작)_공격력 Lv.1,AttackVary,5
700507,700507,1T 천 장갑(제작)_공격력 Lv.2,AttackVary,6
700508,700508,1T 가죽 장갑(제작)_공속 Lv.1,AtkSpeedVaryper,20
700509,700509,1T 가죽 장갑(제작)_공속 Lv.2,AtkSpeedVaryper,23
700510,700510,1T 판금 장갑(제작)_최대 생명력 Lv.1,MaxHpVary,75
700511,700511,1T 판금 장갑(제작)_최대 생명력 Lv.2,MaxHpVary,85
700512,700512,1T 천 투구(제작)_마력 자연 회복 Lv.1,RegenMpVary,3
700513,700513,1T 천 투구(제작)_마력 자연 회복 Lv.2,RegenMpVary,4
700514,700514,1T 가죽 투구(제작)_치명타 확률 Lv.1,CriVaryper,12
700515,700515,1T 가죽 투구(제작)_치명타 확률 Lv.2,CriVaryper,14
700516,700516,1T 판금 투구(제작)_생명력 자연 회복 Lv.1,RegenHpVary,5
700517,700517,1T 판금 투구(제작)_생명력 자연 회복 Lv.2,RegenHpVary,6
700518,700518,1T 천 신발(제작)_마력 자연 회복 Lv.1,RegenMpVary,3
700519,700519,1T 천 신발(제작)_마력 자연 회복 Lv.2,RegenMpVary,4
700520,700520,1T 가죽 신발(제작)_공격력 Lv.1,AttackVary,5
700521,700521,1T 가죽 신발(제작)_공격력 Lv.2,AttackVary,6
700522,700522,1T 판금 신발(제작)_방어력 Lv.1,DefenseVary,20
700523,700523,1T 판금 신발(제작)_방어력 Lv.2,DefenseVary,24
700524,700524,2T 천 갑옷(던전코어_a)_최대 마력 Lv.1,MaxMpVary,32
700525,700525,2T 천 갑옷(던전코어_a)_마력 자연 회복 Lv.1,RegenMpVary,5
700526,700526,2T 천 갑옷(던전코어_a)_최대 마력 Lv.2,MaxMpVary,36
700527,700527,2T 천 갑옷(던전코어_a)_마력 자연 회복 Lv.2,RegenMpVary,6
700528,700528,2T 천 갑옷(던전코어_a)_최대 마력 Lv.3,MaxMpVary,42
700529,700529,2T 천 갑옷(던전코어_a)_마력 자연 회복 Lv.3,RegenMpVary,7
700530,700530,2T 천 갑옷(던전코어_b)_최대 마력 Lv.1,MaxMpVary,32
700531,700531,2T 천 갑옷(던전코어_b)_치명타 확률 Lv.1,CriVaryper,19
700532,700532,2T 천 갑옷(던전코어_b)_최대 마력 Lv.2,MaxMpVary,36
700533,700533,2T 천 갑옷(던전코어_b)_치명타 확률 Lv.2,CriVaryper,22
700534,700534,2T 천 갑옷(던전코어_b)_최대 마력 Lv.3,MaxMpVary,42
700535,700535,2T 천 갑옷(던전코어_b)_치명타 확률 Lv.3,CriVaryper,25
700536,700536,2T 가죽 갑옷(던전코어_a)_최대 생명력 Lv.1,MaxHpVary,120
700537,700537,2T 가죽 갑옷(던전코어_a)_스킬 가속 Lv.1,SkillCooldownAccVary,8
700538,700538,2T 가죽 갑옷(던전코어_a)_최대 생명력 Lv.2,MaxHpVary,140
700539,700539,2T 가죽 갑옷(던전코어_a)_스킬 가속 Lv.2,SkillCooldownAccVary,9
700540,700540,2T 가죽 갑옷(던전코어_a)_최대 생명력 Lv.3,MaxHpVary,160
700541,700541,2T 가죽 갑옷(던전코어_a)_스킬 가속 Lv.3,SkillCooldownAccVary,10
700542,700542,2T 가죽 갑옷(던전코어_b)_최대 생명력 Lv.1,MaxHpVary,120
700543,700543,2T 가죽 갑옷(던전코어_b)_치명타 피해 Lv.1,CriDamageVaryper,95
700544,700544,2T 가죽 갑옷(던전코어_b)_최대 생명력 Lv.2,MaxHpVary,140
700545,700545,2T 가죽 갑옷(던전코어_b)_치명타 피해 Lv.2,CriDamageVaryper,109
700546,700546,2T 가죽 갑옷(던전코어_b)_최대 생명력 Lv.3,MaxHpVary,160
700547,700547,2T 가죽 갑옷(던전코어_b)_치명타 피해 Lv.3,CriDamageVaryper,126
700548,700548,2T 판금 갑옷(던전코어_a)_받는 피해 감소 Lv.1,DamageDownVaryper,16
700549,700549,2T 판금 갑옷(던전코어_a)_최대 생명력 Lv.1,MaxHpVary,120
700550,700550,2T 판금 갑옷(던전코어_a)_받는 피해 감소 Lv.2,DamageDownVaryper,18
700551,700551,2T 판금 갑옷(던전코어_a)_최대 생명력 Lv.2,MaxHpVary,140
700552,700552,2T 판금 갑옷(던전코어_a)_받는 피해 감소 Lv.3,DamageDownVaryper,21
700553,700553,2T 판금 갑옷(던전코어_a)_최대 생명력 Lv.3,MaxHpVary,160
700554,700554,2T 판금 갑옷(던전코어_b)_받는 피해 감소 Lv.1,DamageDownVaryper,16
700555,700555,2T 판금 갑옷(던전코어_b)_치명타 확률 Lv.1,CriVaryper,19
700556,700556,2T 판금 갑옷(던전코어_b)_받는 피해 감소 Lv.2,DamageDownVaryper,18
700557,700557,2T 판금 갑옷(던전코어_b)_치명타 확률 Lv.2,CriVaryper,22
700558,700558,2T 판금 갑옷(던전코어_b)_받는 피해 감소 Lv.3,DamageDownVaryper,21
700559,700559,2T 판금 갑옷(던전코어_b)_치명타 확률 Lv.3,CriVaryper,25
700560,700560,2T 천 장갑(던전코어_a)_공격력 Lv.1,AttackVary,8
700561,700561,2T 천 장갑(던전코어_a)_스킬 가속 Lv.1,SkillCooldownAccVary,8
700562,700562,2T 천 장갑(던전코어_a)_공격력 Lv.2,AttackVary,9
700563,700563,2T 천 장갑(던전코어_a)_스킬 가속 Lv.2,SkillCooldownAccVary,9
700564,700564,2T 천 장갑(던전코어_a)_공격력 Lv.3,AttackVary,10
700565,700565,2T 천 장갑(던전코어_a)_스킬 가속 Lv.3,SkillCooldownAccVary,10
700566,700566,2T 가죽 장갑(던전코어_a)_공속 Lv.1,AtkSpeedVaryper,32
700567,700567,2T 가죽 장갑(던전코어_a)_치명타 피해 Lv.1,CriDamageVaryper,95
700568,700568,2T 가죽 장갑(던전코어_a)_공속 Lv.2,AtkSpeedVaryper,37
700569,700569,2T 가죽 장갑(던전코어_a)_치명타 피해 Lv.2,CriDamageVaryper,109
700570,700570,2T 가죽 장갑(던전코어_a)_공속 Lv.3,AtkSpeedVaryper,42
700571,700571,2T 가죽 장갑(던전코어_a)_치명타 피해 Lv.3,CriDamageVaryper,126
700572,700572,2T 판금 장갑(던전코어_a)_최대 생명력 Lv.1,MaxHpVary,120
700573,700573,2T 판금 장갑(던전코어_a)_공속 Lv.1,AtkSpeedVaryper,32
700574,700574,2T 판금 장갑(던전코어_a)_최대 생명력 Lv.2,MaxHpVary,140
700575,700575,2T 판금 장갑(던전코어_a)_공속 Lv.2,AtkSpeedVaryper,37
700576,700576,2T 판금 장갑(던전코어_a)_최대 생명력 Lv.3,MaxHpVary,160
700577,700577,2T 판금 장갑(던전코어_a)_공속 Lv.3,AtkSpeedVaryper,42
700578,700578,2T 천 신발(보스드랍)_마력 자연 회복 Lv.1,RegenMpVary,5
700579,700579,2T 천 신발(보스드랍)_공격력 Lv.1,AttackVary,8
700580,700580,2T 천 신발(보스드랍)_마력 자연 회복 Lv.2,RegenMpVary,6
700581,700581,2T 천 신발(보스드랍)_공격력 Lv.2,AttackVary,9
700582,700582,2T 천 신발(보스드랍)_마력 자연 회복 Lv.3,RegenMpVary,7
700583,700583,2T 천 신발(보스드랍)_공격력 Lv.3,AttackVary,10
700584,700584,2T 가죽 신발(보스드랍)_공격력 Lv.1,AttackVary,8
700585,700585,2T 가죽 신발(보스드랍)_치명타 확률 Lv.1,CriVaryper,19
700586,700586,2T 가죽 신발(보스드랍)_공격력 Lv.2,AttackVary,9
700587,700587,2T 가죽 신발(보스드랍)_치명타 확률 Lv.2,CriVaryper,22
700588,700588,2T 가죽 신발(보스드랍)_공격력 Lv.3,AttackVary,10
700589,700589,2T 가죽 신발(보스드랍)_치명타 확률 Lv.3,CriVaryper,25
700590,700590,2T 판금 신발(보스드랍)_방어력 Lv.1,DefenseVary,32
700591,700591,2T 판금 신발(보스드랍)_스킬 가속 Lv.1,SkillCooldownAccVary,8
700592,700592,2T 판금 신발(보스드랍)_방어력 Lv.2,DefenseVary,36
700593,700593,2T 판금 신발(보스드랍)_스킬 가속 Lv.2,SkillCooldownAccVary,9
700594,700594,2T 판금 신발(보스드랍)_방어력 Lv.3,DefenseVary,42
700595,700595,2T 판금 신발(보스드랍)_스킬 가속 Lv.3,SkillCooldownAccVary,10
700596,700596,2T 천 장갑(전리품)_공격력 Lv.1,AttackVary,8
700597,700597,2T 천 장갑(전리품)_마력 자연 회복 Lv.1,RegenMpVary,5
700598,700598,2T 천 장갑(전리품)_공격력 Lv.2,AttackVary,9
700599,700599,2T 천 장갑(전리품)_마력 자연 회복 Lv.2,RegenMpVary,6
700600,700600,2T 천 장갑(전리품)_공격력 Lv.3,AttackVary,10
700601,700601,2T 천 장갑(전리품)_마력 자연 회복 Lv.3,RegenMpVary,7
700602,700602,2T 가죽 장갑(전리품)_공속 Lv.1,AtkSpeedVaryper,32
700603,700603,2T 가죽 장갑(전리품)_스킬 가속 Lv.1,SkillCooldownAccVary,8
700604,700604,2T 가죽 장갑(전리품)_공속 Lv.2,AtkSpeedVaryper,37
700605,700605,2T 가죽 장갑(전리품)_스킬 가속 Lv.2,SkillCooldownAccVary,9
700606,700606,2T 가죽 장갑(전리품)_공속 Lv.3,AtkSpeedVaryper,42
700607,700607,2T 가죽 장갑(전리품)_스킬 가속 Lv.3,SkillCooldownAccVary,10
700608,700608,2T 판금 장갑(전리품)_최대 생명력 Lv.1,MaxHpVary,120
700609,700609,2T 판금 장갑(전리품)_받는 피해 감소 Lv.1,DamageDownVaryper,16
700610,700610,2T 판금 장갑(전리품)_최대 생명력 Lv.2,MaxHpVary,140
700611,700611,2T 판금 장갑(전리품)_받는 피해 감소 Lv.2,DamageDownVaryper,18
700612,700612,2T 판금 장갑(전리품)_최대 생명력 Lv.3,MaxHpVary,160
700613,700613,2T 판금 장갑(전리품)_받는 피해 감소 Lv.3,DamageDownVaryper,21
700614,700614,2T 천 투구(전리품_a)_마력 자연 회복 Lv.1,RegenMpVary,5
700615,700615,2T 천 투구(전리품_a)_최대 생명력 Lv.1,MaxHpVary,120
700616,700616,2T 천 투구(전리품_a)_마력 자연 회복 Lv.2,RegenMpVary,6
700617,700617,2T 천 투구(전리품_a)_최대 생명력 Lv.2,MaxHpVary,140
700618,700618,2T 천 투구(전리품_a)_마력 자연 회복 Lv.3,RegenMpVary,7
700619,700619,2T 천 투구(전리품_a)_최대 생명력 Lv.3,MaxHpVary,160
700620,700620,2T 천 투구(전리품_b)_마력 자연 회복 Lv.1,RegenMpVary,10
700621,700621,2T 천 투구(전리품_b)_마력 자연 회복 Lv.2,RegenMpVary,12
700622,700622,2T 천 투구(전리품_b)_마력 자연 회복 Lv.3,RegenMpVary,14
700623,700623,2T 가죽 투구(전리품_a)_치명타 확률 Lv.1,CriVaryper,19
700624,700624,2T 가죽 투구(전리품_a)_최대 생명력 Lv.1,MaxHpVary,120
700625,700625,2T 가죽 투구(전리품_a)_치명타 확률 Lv.2,CriVaryper,22
700626,700626,2T 가죽 투구(전리품_a)_최대 생명력 Lv.2,MaxHpVary,140
700627,700627,2T 가죽 투구(전리품_a)_치명타 확률 Lv.3,CriVaryper,25
700628,700628,2T 가죽 투구(전리품_a)_최대 생명력 Lv.3,MaxHpVary,160
700629,700629,2T 가죽 투구(전리품_b)_치명타 확률 Lv.1,CriVaryper,19
700630,700630,2T 가죽 투구(전리품_b)_공격력 Lv.1,AttackVary,8
700631,700631,2T 가죽 투구(전리품_b)_치명타 확률 Lv.2,CriVaryper,22
700632,700632,2T 가죽 투구(전리품_b)_공격력 Lv.2,AttackVary,9
700633,700633,2T 가죽 투구(전리품_b)_치명타 확률 Lv.3,CriVaryper,25
700634,700634,2T 가죽 투구(전리품_b)_공격력 Lv.3,AttackVary,10
700635,700635,2T 판금 투구(전리품_a)_생명력 자연 회복 Lv.1,RegenHpVary,8
700636,700636,2T 판금 투구(전리품_a)_최대 생명력 Lv.1,MaxHpVary,120
700637,700637,2T 판금 투구(전리품_a)_생명력 자연 회복 Lv.2,RegenHpVary,9
700638,700638,2T 판금 투구(전리품_a)_최대 생명력 Lv.2,MaxHpVary,140
700639,700639,2T 판금 투구(전리품_a)_생명력 자연 회복 Lv.3,RegenHpVary,10
700640,700640,2T 판금 투구(전리품_a)_최대 생명력 Lv.3,MaxHpVary,160
700641,700641,2T 판금 투구(전리품_b)_생명력 자연 회복 Lv.1,RegenHpVary,8
700642,700642,2T 판금 투구(전리품_b)_치명타 확률 Lv.1,CriVaryper,19
700643,700643,2T 판금 투구(전리품_b)_생명력 자연 회복 Lv.2,RegenHpVary,9
700644,700644,2T 판금 투구(전리품_b)_치명타 확률 Lv.2,CriVaryper,22
700645,700645,2T 판금 투구(전리품_b)_생명력 자연 회복 Lv.3,RegenHpVary,10
700646,700646,2T 판금 투구(전리품_b)_치명타 확률 Lv.3,CriVaryper,25
700647,700647,2T 천 신발(전리품)_마력 자연 회복 Lv.1,RegenMpVary,10
700648,700648,2T 천 신발(전리품)_마력 자연 회복 Lv.2,RegenMpVary,12
700649,700649,2T 천 신발(전리품)_마력 자연 회복 Lv.3,RegenMpVary,14
700650,700650,2T 가죽 신발(전리품)_공격력 Lv.1,AttackVary,8
700651,700651,2T 가죽 신발(전리품)_최대 생명력 Lv.1,MaxHpVary,120
700652,700652,2T 가죽 신발(전리품)_공격력 Lv.2,AttackVary,9
700653,700653,2T 가죽 신발(전리품)_최대 생명력 Lv.2,MaxHpVary,140
700654,700654,2T 가죽 신발(전리품)_공격력 Lv.3,AttackVary,10
700655,700655,2T 가죽 신발(전리품)_최대 생명력 Lv.3,MaxHpVary,160
700656,700656,2T 판금 신발(전리품)_방어력 Lv.1,DefenseVary,32
700657,700657,2T 판금 신발(전리품)_생명력 자연 회복 Lv.1,RegenHpVary,8
700658,700658,2T 판금 신발(전리품)_방어력 Lv.2,DefenseVary,36
700659,700659,2T 판금 신발(전리품)_생명력 자연 회복 Lv.2,RegenHpVary,9
700660,700660,2T 판금 신발(전리품)_방어력 Lv.3,DefenseVary,42
700661,700661,2T 판금 신발(전리품)_생명력 자연 회복 Lv.3,RegenHpVary,10
700662,700662,3T 천 갑옷(던전코어_a)_공격력 Lv.1,AttackVary,12
700663,700663,3T 천 갑옷(던전코어_a)_치명타 확률 Lv.1,CriVaryper,30
700664,700664,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.1,SkillCooldownAccVary,12
700665,700665,3T 천 갑옷(던전코어_a)_공격력 Lv.2,AttackVary,14
700666,700666,3T 천 갑옷(던전코어_a)_치명타 확률 Lv.2,CriVaryper,34
700667,700667,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.2,SkillCooldownAccVary,14
700668,700668,3T 천 갑옷(던전코어_a)_공격력 Lv.3,AttackVary,16
700669,700669,3T 천 갑옷(던전코어_a)_치명타 확률 Lv.3,CriVaryper,39
700670,700670,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.3,SkillCooldownAccVary,16
700671,700671,3T 천 갑옷(던전코어_a)_공격력 Lv.4,AttackVary,20
700672,700672,3T 천 갑옷(던전코어_a)_치명타 확률 Lv.4,CriVaryper,45
700673,700673,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.4,SkillCooldownAccVary,18
700674,700674,3T 가죽 갑옷(던전코어_a)_최대 생명력 Lv.1,MaxHpVary,190
700675,700675,3T 가죽 갑옷(던전코어_a)_치명타 확률 Lv.1,CriVaryper,30
700676,700676,3T 가죽 갑옷(던전코어_a)_공격력 Lv.1,AttackVary,12
