OID,Cid,Comment,ZoneCid,SubZoneCid,IsItemWhereToGet,Kind,DescName,LevelTitle,Location,Radius,Yaw,IsTeleportable,CostCategory,CostItemIds,CostCount,CostMonsterKill,CostMonsterKillGuildOnly,CostMonsterKillDuration
1002072,1002072,None,1000,100002,False,None,여명의 길 - 마차로 도착하기,,"(X=372519.390712,Y=-136932.467173,Z=-340.659836)",3.000000,0.000000,True,Gold,,0,0,True,0
1004011,1004011,None,1000,100002,False,None,여명의 길 - 두 갈래길,,"(X=382381.554823,Y=-134973.682988,Z=-342.240231)",3.000000,0.000000,True,Gold,,0,0,True,0
1004030,1004030,None,1000,100002,False,None,여명의 길 - 인스턴스 볼륨 진입,,"(X=377624.223714,Y=-143269.925734,Z=132.414688)",3.000000,4.800000,True,Gold,,0,0,True,0
1004081,1004081,None,1000,100002,False,None,여명의 길 - 놀칸 근처 이동하기,,"(X=379341.769179,Y=-144926.906071,Z=147.835014)",3.000000,4.964651,True,Gold,,0,0,True,0
1004101,1004101,None,1000,100002,False,None,여명의 길 - 여신상 근처 이동하기,,"(X=387336.618271,Y=-144055.514340,Z=-343.276023)",3.000000,0.000000,True,Gold,,0,0,True,0
1005011,1005011,None,1000,100002,False,None,여명의 길 - 마차에 올라타기,,"(X=385187.384136,Y=-141370.332094,Z=-338.064328)",3.000000,0.000000,True,Gold,,0,0,True,0
1005012,1005012,None,1000,100003,False,None,달그늘 쉼터 - 마차로 도착하기 / 인스턴스 필드 볼륨 진입,,"(X=379906.024110,Y=-155826.057852,Z=869.529106)",3.000000,-1.001178,True,Gold,,0,0,True,0
1005021,1005021,None,1000,100003,False,None,달그늘 쉼터 - 우편 수행자 사원 앞,,"(X=385966.000000,Y=-156153.937500,Z=867.071106)",3.000000,64.320099,True,Gold,,0,0,True,0
1006081,1006081,None,1000,100003,False,None,달그늘 쉼터 - 마굿간 앞,,"(X=383039.239691,Y=-156581.897405,Z=867.793923)",3.000000,0.000000,True,Gold,,0,0,True,0
1006111,1006111,None,1000,100003,False,None,달그늘 쉼터 - 우편 수행자 사원으로 이동,,"(X=385548.864953,Y=-155921.202725,Z=865.232096)",3.000000,0.000000,True,Gold,,0,0,True,0
1007021,1007021,None,1000,100004,False,None,고요의 숲 - 입구,,"(X=379381.351053,Y=-162204.653253,Z=1360.617569)",3.000000,0.000000,True,Gold,,0,0,True,0
1007091,1007091,None,1000,100004,False,None,고요의 숲 - 언덕 위,,"(X=381519.534936,Y=-175813.204583,Z=1907.400969)",3.000000,0.000000,True,Gold,,0,0,True,0
1008031,1008031,None,1000,100004,False,None,고요의 숲 - 우편 가방 발견 장소,,"(X=372994.648791,Y=-172284.727351,Z=1867.492177)",3.000000,0.000000,True,Gold,,0,0,True,0
1008041,1008041,None,1000,100004,False,None,고요의 숲 - 오크 족장 근처 이동하기,,"(X=375216.632430,Y=-172340.285843,Z=1939.267638)",2.000000,0.000000,True,Gold,,0,0,True,0
1008081,1008081,None,1000,100004,False,None,고요의 숲 - 명상의 샘 앞,,"(X=371200.726216,Y=-175638.589192,Z=1874.849118)",3.000000,0.000000,True,Gold,,0,0,True,0
1009011,1009011,None,1000,100005,False,None,신성의 숲 - 인스턴스 볼륨 진입,,"(X=350947.148583,Y=-150401.725285,Z=2591.374559)",3.000000,21.897472,True,Gold,,0,0,True,0
1009031,1009031,None,1000,100004,False,None,고요의 숲 - 달그늘 쉼터 앞,,"(X=377288.617709,Y=-155949.280393,Z=861.691981)",3.000000,0.000000,True,Gold,,0,0,True,0
1013122,1013122,None,1000,100003,False,None,달그늘 쉼터 - 보스 앞,,"(X=384938.629767,Y=-155581.289191,Z=867.999696)",3.000000,180.000000,True,Gold,,0,0,True,0
2000011,2000011,None,1010,101002,False,None,"솔즈리드 반도(1012) - 바라기 농가",,"(X=242068.487898,Y=-113744.356050,Z=92.903045)",3.000000,0.000000,True,Gold,,0,0,True,0
2000131,2000131,None,1012,101207,False,None,"솔즈리드 반도(1012) - 일벌백계의 폐허2",,"(X=153825.000000,Y=-124485.000000,Z=2570.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
2000141,2000141,None,1012,101207,False,None,"솔즈리드 반도(1012) - 일벌백계의 폐허3",,"(X=162755.000000,Y=-120905.000000,Z=0.000000)",3.000000,0.000000,True,Gold,,0,0,True,0
9000011,9000011,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-443489.577743,Y=414035.645025,Z=291.797060)",4.000000,164.309860,True,Gold,,0,0,True,0
9000031,9000031,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-443084.521106,Y=417247.587607,Z=297.547585)",4.000000,164.309860,True,Gold,,0,0,True,0
9000071,9000071,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-440868.852540,Y=419705.469033,Z=292.435147)",4.000000,164.309860,True,Gold,,0,0,True,0
9000081,9000081,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-437661.803745,Y=421615.072417,Z=-135.303387)",4.500000,164.309860,True,Gold,,0,0,True,0
9000101,9000101,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-433370.379462,Y=421085.333647,Z=-192.528387)",4.000000,164.309860,True,Gold,,0,0,True,0
9000111,9000111,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-431288.348613,Y=417773.355285,Z=287.647184)",4.000000,164.309860,True,Gold,,0,0,True,0
9000141,9000141,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-429684.852172,Y=416694.721390,Z=307.330253)",4.500000,164.309860,True,Gold,,0,0,True,0
9000211,9000211,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-426487.705024,Y=415810.066846,Z=316.234385)",4.000000,164.309860,True,Gold,,0,0,True,0
9000221,9000221,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-424987.840259,Y=417660.965536,Z=-71.445484)",3.000000,164.309860,True,Gold,,0,0,True,0
9000281,9000281,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-427442.839203,Y=425734.423619,Z=-556.429736)",3.000000,164.309860,True,Gold,,0,0,True,0
9000301,9000301,None,906,0,False,None,이즈나의 메아리 퀘스트 구역,,"(X=-431165.053839,Y=430465.749322,Z=-601.504167)",5.000000,164.309860,True,Gold,,0,0,True,0
9001011,9001011,None,1000,0,False,None,여명의 길 퀘스트 구역,,"(X=378465.944090,Y=-144318.209114,Z=147.835014)",4.000000,0.000000,True,Gold,,0,0,True,0
9003031,9003031,None,1000,0,False,None,신성의 숲 퀘스트 구역,,"(X=360956.991198,Y=-145703.981447,Z=1447.035686)",3.000000,0.000000,True,Gold,,0,0,True,0
