OID,Cid,Comment,CameraPreset,LightPreset,DisplayType,SpeakerName,SpeakerTarget,SpeakerTargetCid,NpcPortraitAssetCid,AnimAssetCid,SpeakerLookAtTarget,SpeakerLookAtTargetCid,ListenerLookAt,AllowListenerPlayer,Bubble
1004001,1004001,"100401,start",,,Monologue,신관 세리안,Npc,100003,,,None,,FALSE,FALSE,테린... 제발 위험하지 않은 곳에 있어야 할 텐데....
1004002,1004002,"100401,start",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1003,Npc,100003,TRUE,TRUE,"...흠, 길이 갈라지는군요. 한시가 급하니 나누어 찾는 것이 좋겠습니다."
1004003,1004003,"100401,start",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1002,Player,,TRUE,TRUE,"개척자, 자네는 좌측 길을 맡아 탐색을 진행해주게."
1004004,1004004,"100401,start",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1001,Npc,100003,TRUE,TRUE,"세리안 님은 상처가 아직 다 낫지 않으셨으니, 제가 동행하겠습니다. 저흰 우측 길을 살펴보도록 하죠."
1004005,1004005,"100401,start",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,2201,Player,,TRUE,TRUE,"개척자, 깊은 곳에 가면 위험한 짐승이 나오기도 하니 조심하세요."
1004006,1004006,"100401,start",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,2201,Player,,TRUE,TRUE,"테린을 찾으면, 우측 길 끝에 있는 누이 여신상 앞에서 합류하기로 하죠."
1004007,1004007,"100401,end",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,,None,,FALSE,FALSE,"세리안 님, 떠나기 전에 누이 여신상에 기도를 먼저 올리는 게 도움이 되진 않을까요?"
1004008,1004008,"100401,end",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,,None,,FALSE,FALSE,"네, 몬스터들의 흥분을 가라 앉히는데 도움이 될 것 같군요."
1004009,1004009,"100401,end",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,,None,,FALSE,FALSE,부디 길 잃은 영혼들이 누이 여신 곁에서 안식을 찾기를....
1004010,1004010,"100404,start",,,DialogueBox,놀칸,None,,,,None,,FALSE,FALSE,...크르르르....
1004011,1004011,"100404,start",,,DialogueBox,놀칸,None,,,,None,,FALSE,FALSE,어리석은 인간... 감히 이 몸의 영역에 발을 들이다니!
1004012,1004012,"100404,start",,,DialogueBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,으아악! 목숨만은 살려주세요!
1004013,1004013,"100408,start",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,구해주셔서 정말 감사합니다.... 방금 전엔 진짜 죽는 줄 알았어요.
1004014,1004014,"100408,start",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,혹시 손에 들고 계신 게 제 가방인가요? 다행이다!
1004015,1004015,"100408,start",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,당신이 오늘 입도하기로 한 개척자님이시군요! 허가증을 찾으러 오신 거죠?
1004016,1004016,"100408,start",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,저 때문에 걸음하시게 해서 죄송해요.
1004017,1004017,"100408,start",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,혹시 세리안 신관님은 벌써 만나셨나요?
1004018,1004018,"100408,start",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,,None,,FALSE,FALSE,"아, 이미 만나셨군요... 저를 신관님께 데려가 주시겠어요?"
1004019,1004019,"100408,sequence",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,2103,Npc,100004,TRUE,TRUE,테린! 무사해서 다행이다! 누이 여신의 가호가 함께했던 모양이구나..
1004020,1004020,"100408,sequence",,,QuestBubbleToBox,수습 신관 테린,Npc,100004,,1201,Npc,100003,TRUE,TRUE,"네, 신관님! 시간이 조금 지체됐으니 저는 먼저 허가증을 관리실에 전달하고 오겠습니다."
1004021,1004021,"100408,sequence",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,2201,Npc,100004,TRUE,TRUE,"테린, 마음이 급한 것은 알겠지만... 그 전에 기도를 올려 이 근방을 안정시켜야 해."
1004022,1004022,"100408,sequence",,,QuestBubbleToQuestBox,신관 세리안,Npc,100003,4,2201,Player,,TRUE,TRUE,"개척자님도 섬에 도착하신 첫날이니, 기도로 인사를 올리시는 건 어떠십니까? 여신님께서 기뻐하실 겁니다."
1004023,1004023,"100409,start",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1003,Npc,100003,TRUE,TRUE,"저는 이미 인사를 드렸으니, 이동을 위해 달구지를 가지러 가겠습니다."
1004024,1004024,"100409,start",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1001,Player,,TRUE,TRUE,"개척자, 기도를 마치면 아래에서 만나도록 하지."
1005000,1005000,"100501,start",,,QuestBubble,신관 세리안,Npc,100003,,,None,,TRUE,FALSE,여신님께서 개척자님의 인사를 기쁘게 받아들이시겠지요. 저희는 잠시 더 기도를 올리고 있겠습니다.
1005001,1005001,"100501,start",,,QuestBubble,신관 세리안,Npc,100003,,,None,,TRUE,FALSE,앞으로의 여정에 누이 여신의 가호가 함께하길 바랍니다.
1005002,1005002,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,휴... 자네의 입도 허가증이 제 시간에 도착해서 다행이야.
1005003,1005003,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,다 대신관 그왈흐님께서 자네를 신경 써 명을 내려주신 덕분이겠지.
1005004,1005004,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,그나저나 섬에 오자마자 별 일을 다 겪는군. 자네도 지치지 않았나?
1005005,1005005,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,다행히 우리가 가는 곳은 <B>달그늘 쉼터</>라는 곳이네. 섬의 유일한 안식처지.
1005006,1005006,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,그곳에 도착하면 먼저 대신관님께 인사를 올리도록 해.
1005007,1005007,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,"자네는 한동안 신관들의 숙소에 머물러야 될 테니, 미리 얼굴을 익혀두는 편이 좋지."
1005008,1005008,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,"숲에서 명상하거나 공부하며 지내는 것도 즐거웠지만, 자네가 온 이상... 앞으로의 생활도 꽤 기대가 되는군."
1005009,1005009,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,"육지에서 무슨 일이 있었든, 이곳에서는 마음 편히 지내도록 하게. 한동안 육지 소식을 들을 방법도 없을 테니 말이야."
1005010,1005010,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,"몰랐나? 육지에서 큰 일이 생기면, 이니스 섬은 외부와 완전히 단절하는 게 규칙이네. 섬을 지키기 위해서지."
1005011,1005011,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,원래도 인적이 드문 섬이라 제례가 열리는 날이 아니면 외부 소식이 들어올 일이 거의 없는데...
1005012,1005012,"100501,end",,,DialogueBox,메다드,Npc,100001,,,None,,FALSE,FALSE,그 제례마저도 당분간은 열리지 않을 걸세. 섬이 안전하다고 판단될 때까지 말이지.
1005013,1005013,"100501,end",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1100,Player,,TRUE,FALSE,"자, 도착했네. 이제 대신관 <B>5월의 그왈흐</> 님께 가보게. 날도 늦었으니 우린 내일 다시 보도록 하지."
1005014,1005014,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1100,Player,,TRUE,TRUE,"개척자님, 이니스 섬에 오신 것을 환영합니다!"
1005015,1005015,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1003,Player,,TRUE,TRUE,이 먼 길을 오시느라 고생이 많으셨겠습니다.
1005016,1005016,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1002,Player,,TRUE,TRUE,"초승달 왕좌에서 활약하셨던 일은 여왕님께도, 메다드 님께도 이미 전해 들었습니다."
1005017,1005017,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1001,Player,,TRUE,TRUE,만나뵙기를 모두 손꼽아 기다리고 있었지요. 이니스 섬에는 개척자님과 같은 분이 꼭 필요합니다.
1005018,1005018,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1003,Player,,TRUE,TRUE,부디 개척자님께서 이 섬에 잘 적응해 나가시면 좋겠습니다. 이곳 생활을 편안하게 느끼신다면 저도 더없이 기쁠 겁니다.
1005019,1005019,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1002,Player,,TRUE,TRUE,숙소도 미리 준비해 두었습니다. 제가 직접 <B>숙소</>로 안내해 드리지요.
1005020,1005020,"100502,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1001,Player,,TRUE,TRUE,이쪽으로 오십시오.
100502901,100502901,"100502,end",,,DialogueBox,,None,,,,None,,FALSE,FALSE,5년 후
1006000,1006000,"100602,sequence",,,QuestBubble,대장장이 브랜던,Npc,100006,,1100,Player,,FALSE,FALSE,"개척자로군! 제례 준비 때문에 대장간이 난리도 아니라, 이제야 알았네!"
1006001,1006001,"100602,sequence",,,QuestBubble,대장장이 브랜던,Npc,100006,,1103,Player,,FALSE,FALSE,5년 만에 치르는 제례라 그런지 다들 흥분했나봐. 밤낮없이 대장간 문을 두들겨댄다니까!
1006002,1006002,"100602,sequence",,,QuestBubble,대장장이 브랜던,Npc,100006,,1003,Player,,FALSE,FALSE,누구는 신전에서 쓸 제례 물자 <B>재료</>가 바닥나서 골치가 아픈데...
1006003,1006003,"100602,sequence",,,QuestBubble,대장장이 브랜던,Npc,100006,,1002,Player,,FALSE,FALSE,"도울 거리? 어떻게 해결할진 아직 고민 중이니, 나중에 다시 들러줘."
1006004,1006004,"100603,sequence",,,QuestBubble,잡화상인 몰리,Npc,100007,,2102,Player,,FALSE,FALSE,"아이고, 개척자! 이제야 오는 거야? 하마터면 내가 먼저 찾아갈 뻔했다니까~"
1006005,1006005,"100603,sequence",,,QuestBubble,잡화상인 몰리,Npc,100007,,2001,Player,,FALSE,FALSE,"제례 시기에 손님이 몰린다는데, 물류량이 감당이 될까 걱정이야. 혹시 뭐 들은 거 없어? 손님은 얼마나 온대?"
1006006,1006006,"100603,sequence",,,QuestBubble,잡화상인 몰리,Npc,100007,,2002,Player,,FALSE,FALSE,...음. 자세한 얘기는 자네도 아직 못 들었구먼. 뭔가 알게 되면 돌아와서 꼭 알려줘야 해.
1006007,1006007,"100603,sequence",,,QuestBubble,잡화상인 몰리,Npc,100007,,2003,Player,,FALSE,FALSE,<B>음식</>이며 <B>물건</>이며 얼마나 모자랄지... 그래도 오는 사람들만큼은 다 잘 대접하고 싶은데~
1006008,1006008,"100604,sequence",,,QuestBubble,마구간지기 개런,Npc,100008,,1102,Player,,FALSE,FALSE,"하하하! 개척자, 오늘은 내가 기분 좋게 자네 이름을 부를 수 있겠구만!"
1006009,1006009,"100604,sequence",,,QuestBubble,마구간지기 개런,Npc,100008,,1103,Player,,FALSE,FALSE,제례 준비로 물자를 들여오면서 말들도 새로 들였어. 그동안 빌린 말로 여기저기 뛰어다니느라 수고가 많았어!
1006010,1006010,"100604,sequence",,,QuestBubble,마구간지기 개런,Npc,100008,,1003,Player,,FALSE,FALSE,고생한 자네한테 내가 직접 <B>말 한 필</> 선물하고 싶은데 받아주겠어? 그동안 마을 일 도우느라 정말 애썼네.
1006011,1006011,"100604,sequence",,,QuestBubble,마구간지기 개런,Npc,100008,,1002,Player,,FALSE,FALSE,"자, 이리 와서 둘러보게! 마음에 드는 놈으로 골라보라고!"
100608101,100608101,"100608,start",,,System,,None,,,,None,,FALSE,FALSE,가방(I)을 열어 말을 등록할 수 있습니다.
100608102,100608102,"100608,start",,,System,,None,,,,None,,FALSE,FALSE,등록한 말은 탈 것 목록(])에서 확인할 수 있습니다.
100608103,100608103,"100608,start",,,System,,None,,,,None,,FALSE,FALSE,탑승(B) 키를 눌러 말에 탑승할 수 있습니다.
100609901,100609901,"100609,end",,,Popup,모집 공고,None,,,,None,,FALSE,FALSE,<B>우편 수행자의 사원</>에서 제례 기간 중 우편 수행자 보조 인력을 모집합니다.
100609902,100609902,"100609,end",,,DialogueBox,모집 공고,None,,,,None,,FALSE,FALSE,자세한 내용은 우편 수행자의 사원에 문의 해주시기 바랍니다.
1006016,1006016,"100611,sequence",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2103,Npc,100010,TRUE,TRUE,진정해! 우선 잃어버린 우편 목록부터 하나씩 확인해 봐.
1006017,1006017,"100611,sequence",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1106,Npc,100009,TRUE,TRUE,오늘 정령들이 왜 이렇게 날뛰는 건지 모르겠어. 신전으로 갈 우편들이 없어졌잖아!
1006018,1006018,"100611,sequence",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2108,Npc,100010,TRUE,TRUE,제례 참석자 명단이나 중요한 문서들도 있었을 텐데... 이거 큰일 난 거 아냐?
1006019,1006019,"100611,sequence",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1105,Npc,100009,TRUE,TRUE,"그래! 그런 걸 잃어버렸다고 하면... 신관 일은커녕, 지금 이어가고 있는 수련마저 중단될지도 몰라."
1006020,1006020,"100611,sequence",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2001,Npc,100010,TRUE,TRUE,"인력 게시판에 구인은 올려뒀으니, 누군가 와주길 기다려보자."
1007000,1007000,"100702,start",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2103,Player,,TRUE,FALSE,"잠깐, 손님이 오셨어. 혹시 인력 게시판의 모집 공고를 보고 오신 게 아닐까?"
1007001,1007001,"100702,start",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1104,Player,,TRUE,FALSE,"살았다! 누이 여신님, 감사합니다. 지금 해결하기 어려운 <B>문제</>가 생겨서 정말 곤란한 상황이었어요."
1007002,1007002,"100702,start",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1106,Player,,TRUE,FALSE,"오늘 제가 누이 신전으로 우편을 배달하던 중, <B>고요의 숲</>에서 <B>정령들의 습격</>을 받았습니다."
1007003,1007003,"100702,start",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1107,Player,,TRUE,FALSE,"목숨은 건졌지만, 도망치면서 우편 가방을 떨어뜨리고 말았죠. 수행자가 우편물을 분실하다니..."
1007004,1007004,"100702,start",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2108,Player,,TRUE,FALSE,"더 큰 문제는, 그 안에 제례 전에 반드시 신전에 도착해야 하는 중요 서신까지 있었다는 점이에요"
1007005,1007005,"100702,start",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2003,Player,,TRUE,FALSE,이대로라면 제례 일정에 큰 차질이 생길지도 몰라요. 제발 도와주실 수 있을까요?
1007006,1007006,"100702,start",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1003,Player,,TRUE,FALSE,화가 난 정령들 사이를 조사해야 해서 위험할 수 있지만... 개척자님의 실력이라면 믿고 맡길 수 있어요!
1007007,1007007,"100702,start",,,QuestBubbleToBox,우편 수행자 슬레인,Npc,100009,,2002,Player,,TRUE,FALSE,우편 가방이 사라진 곳은 <B>고요의 숲</>이에요. 오르막길을 조금만 올라가면 바로 있어요.
1007008,1007008,"100702,start",,,QuestBubbleToBox,우편 수행자 칼던,Npc,100010,,1002,Player,,TRUE,FALSE,"아, 참! 메다드님도 돕겠다고 고요의 숲 안쪽으로 가셨으니 두 분이 만나실 수도 있겠네요!"
1008000,1008000,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1001,Player,,TRUE,TRUE,개척자! 자네도 우편 수행자들을 도우러 왔나?
1008001,1008001,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,TRUE,TRUE,마침 나도 기억을 더듬어 이전의 사건들을 훑어보던 중이었네. 도움 되는 정보가 있을지도 모르니 이야기를 공유하도록 하지.
1008002,1008002,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1002,Player,,TRUE,TRUE,"정령들이 사나워진 데에는 분명 100년 전 악마 전쟁, 즉 <B>이즈나 대학살</>이 관련되어 있을 거네."
1008003,1008003,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1001,Player,,TRUE,TRUE,"5년 전, 자네가 처음 이니스 섬에 왔을 때를 기억하나?"
1008004,1008004,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,TRUE,TRUE,여신의 슬픔에 동조한 몬스터들이 광폭해졌던 그 일 말이네. 지금 정령들이 난폭해지는 것도 같은 이유일 걸세.
1008005,1008005,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1002,Player,,TRUE,TRUE,"누이 여신이 이즈나 대학살을 떠올리며 겪는 슬픔, 그 감정에 정령들이 동조하고 있는 거야."
1008006,1008006,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1001,Player,,TRUE,TRUE,여신에게 100년 전 비극을 떠올리게 할 요소가 이니스 섬에 존재한다는 뜻이지.
1008007,1008007,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,TRUE,TRUE,아마... 이즈나인과 관련된 요소일 가능성이 높네.
1008008,1008008,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1002,Player,,TRUE,TRUE,실제로 다른 기억술사의 기록에서 이즈나인이 이니스 제례를 참석할 때마다 비슷한 동조 현상이 발생했다는 내용을 본 적이 있어.
1008009,1008009,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,TRUE,TRUE,"우편 수행자가 습격당한 일도 이즈나인들이 작성한 서신에서 풍기는 기운, 기억의 잔향과 같은 냄새가 정령들을 자극했을 가능성이 크다네."
1008010,1008010,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,,None,,FALSE,FALSE,"일단 <B>몬스터들을 진정</>시키고, <B>흩어진 우편물들을 회수</>해야 하네."
1008011,1008011,"100801,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,,None,,FALSE,FALSE,나는 안쪽에 있는 명상의 샘에서 이즈나의 기운을 정화할 준비를 하겠네. 우편 가방을 찾으면 곧장 내게 가져오게.
1008012,1008012,"100801,start",,,Monologue,메다드,Npc,100011,,,None,,FALSE,FALSE,명상의 샘에서 정화 준비를 해야겠어.
1008013,1008013,"100801,start",,,Monologue,메다드,Npc,100011,,,None,,FALSE,FALSE,이즈나의 기운이 너무 거칠군. 의도한 대로 잘 풀려야 할 텐데....
1008014,1008014,"100808,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1104,Player,,TRUE,TRUE,"윽, 가까이하니 우편물에 밴 이즈나의 냄새가 더 지독하군. 서둘러 정화하도록 하지."
1008015,1008015,"100808,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,TRUE,TRUE,"서신의 직인을 보니, 냄새의 근원은 이 문건이로군. 우편 수행자가 말한 대로 제례와 관련된 중요한 문서가 틀림없어."
1008016,1008016,"100808,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1002,Player,,TRUE,TRUE,내가 정화를 진행하는 동안 자네가 해줘야 할 일이 있네.
1008017,1008017,"100808,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1001,Player,,TRUE,TRUE,이 정도 혼란이 생기면 땅에 균열이 생겨 던전이 발생하곤 하지. 방금 그 전조를 느꼈어.
1008018,1008018,"100808,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,TRUE,TRUE,자네가 가서 던전의 기운을 정화해 주게. 아마 여신의 울분이 스며 있는 자리일 걸세.
1008019,1008019,"100810,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1003,Player,,FALSE,FALSE,이 우편물은 우리가 직접 <B>누이 신전</>에 가져다주는 것이 가장 안전하겠지.
1008020,1008020,"100810,start",,,QuestBubbleToQuestBox,메다드,Npc,100011,1,1002,Player,,FALSE,FALSE,나는 주변의 기운을 안정시키고 뒤따라가겠네. 자네는 먼저 신전 앞으로 가 있게.
1008021,1008021,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1003,Npc,100001,TRUE,TRUE,왕국의 직인이 찍힌 서신이군요. 이런 중요한 문서가 분실될 뻔하다니... 큰일 날 뻔했습니다.
1008022,1008022,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1002,Npc,100001,TRUE,TRUE,"그러면 잠시, 이 서신의 내용을 확인해 보겠습니다."
1008023,1008023,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1003,Npc,100001,TRUE,TRUE,...예상치 못한 내용이군요. 이번 제례에 이즈나 왕가의 <B>안드리온 1세</>께서 직접 참석하시겠다는 뜻을 밝히셨습니다.
1008024,1008024,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1001,Npc,100001,TRUE,TRUE,"서신이 발송된 날짜로 보아, 왕께서는 곧 이니스 섬에 도착하실 것 같습니다."
1008026,1008026,"100810,sequence",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1104,Npc,100005,TRUE,TRUE,이즈나 왕가의 주인이 직접 제례에 참여한다니... 지금이라도 출입을 막아야 하는 것은 아닐까요?
1008027,1008027,"100810,sequence",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1003,Npc,100005,TRUE,TRUE,이즈나인이 지닌 사기가 섬 전체에 위험을 불러올 수도 있습니다.
1008028,1008028,"100810,sequence",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1002,Npc,100005,TRUE,TRUE,게다가 안드리온 1세 본인에게도 어떤 위험이 닥칠지 알 수 없습니다. 지금으로서는 안전을 보장할 수 없어요.
1008029,1008029,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1003,Npc,100001,TRUE,TRUE,"메다드 님의 말씀에도 일리가 있지만, 이미 움직이기 시작한 왕의 행차를 막는 것은 현실적으로 어렵겠지요."
1008030,1008030,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1001,Npc,100001,TRUE,TRUE,현재 신전에서 할 수 있는 일이라면... 메다드 님이나 개척자님처럼 신뢰할 만한 <B>호위</>를 붙이는 것뿐입니다.
1008031,1008031,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1002,Npc,100001,TRUE,TRUE,부디 이즈나 왕의 호위를 맡아 주실 수 있겠습니까?
1008032,1008032,"100810,sequence",,,QuestBubbleToQuestBox,메다드,Npc,100001,1,1003,Npc,100005,TRUE,TRUE,대신관님의 판단을 따르겠습니다. 저와 개척자가 <B>이니스 부두</>로 가 손님을 맞이할 준비를 하겠습니다.
1008034,1008034,"100810,sequence",,,QuestBubbleToQuestBox,5월의 그왈흐,Npc,100005,5,1003,Npc,100001,TRUE,TRUE,안전하게 호위를 마치고... 두 분 모두 무사히 돌아오시길 기다리겠습니다.
1012099,1012099,,,,DialogueBox,수행원,None,,,,None,,,,"크, 큰일입니다! 섬에... <B>피 묻은 손</>이 침입했습니다!"
1013018,1013018,,,,QuestBubble,구조된 신관 (2) (여),None,,,,Player,,FALSE,FALSE,감사드립니다. 여신의 축복이 두 분께 깃들기를.
1013022,1013022,,,,QuestBubble,겁에 질린 수행원 (2) (남),Npc,100032,,,Player,,FALSE,FALSE,큰일났어요! 피 묻은 손이 마을까지 쳐들어왔습니다!
1013023,1013023,,,,QuestBubble,겁에 질린 수행원 (2) (남),Npc,100032,,,Player,,FALSE,FALSE,<B>달그늘 쉼터</>로 향하던 신관들 대부분이 벌써 포로로 끌려갔다고 합니다. 제발... 그분들을 도와주세요!
1013028,1013028,,,,QuestBubble,구조된 주민 (1) (남),Npc,100036,,,Player,,FALSE,FALSE,"허리가... 으, 그래도 아직 숨은 쉬어지는군."
1013029,1013029,,,,QuestBubble,구조된 주민 (2) (남),Npc,100039,,,Player,,FALSE,FALSE,"팔이... 움직이질 않는 것 같은데..., 그래도 고마워요."
1013030,1013030,,,,QuestBubble,구조된 주민 (3) (여),Npc,100034,,,Player,,FALSE,FALSE,덕분에 살았습니다... 정말 감사합니다.
91000000,91000000,,,,Bubble,타렌,None,,,,None,,,,잡은 물고기는 이따 돌아가서 쉼터 사람들이랑 나누려고요.
91000001,91000001,,,,Bubble,타렌,None,,,,None,,,,다행히 라운 관리인께서 낚시 허가를 해주셨죠.
91000002,91000002,,,,Bubble,타렌,None,,,,None,,,,"우편 수행자 사원에 전달해야 할 물건이 있었는데, 깜빡했네요. 신관님이 부탁하신 건데."
91000003,91000003,,,,Bubble,타렌,None,,,,None,,,,제례 기간이 되면 외부에서 사절단이 섬을 찾아와요. 섬 밖 사람들을 만날 수 있는 몇 안 되는 기회죠.
91000013,91000013,,,,Bubble,브린,Npc,100015,,1206,Player,,TRUE,TRUE,언제든 쉼터에 들러 편히 쉬다 가세요.
91000014,91000014,,,,Bubble,브린,Npc,100015,,1206,Player,,TRUE,TRUE,"깜짝 놀라셨죠? 여명의 길에 사는 놀들..., 이 시기엔 특히 더 사나워져요."
91000015,91000015,,,,Bubble,브린,Npc,100015,,1203,Player,,TRUE,TRUE,"쉼터에는 대신관님과 신관님들, 여신님의 신도들이 함께 지내고 있어요."
91000016,91000016,,,,Bubble,브린,Npc,100015,,1204,Player,,TRUE,TRUE,"요즘 섬의 생물들이 불안해하네요. 아아, 여신님... 섬을 지켜주소서."
91000017,91000017,,,,Bubble,브린,Npc,100015,,1203,Player,,TRUE,TRUE,"메다드 님? 명상의 샘 앞에서 수행하시던데, 집중력이 정말 대단하더라고요."
91000020,91000020,,,,Bubble,브랜던,None,,,,None,,,,어서 와! 무기 좀 봐줄까?
91000021,91000021,,,,Bubble,브랜던,None,,,,None,,,,자네가 처음 정착했을 때가 생각나는군. 도시 사람 티가 많이 났지.
91000022,91000022,,,,Bubble,브랜던,None,,,,None,,,,"그 장비, 슬슬 손 좀 봐야겠어... 수리비는 싸게 해주지!"
91000023,91000023,,,,Bubble,브랜던,None,,,,None,,,,내구도가 소진되면 장비는 남아 있어도 효과가 적용되진 않네. 주의하게.
91000030,91000030,,,,Bubble,개런,None,,,,None,,,,우리 말들이랑 놀아주지 않겠어?
91000031,91000031,,,,Bubble,개런,None,,,,None,,,,말들을 정성껏 다뤄줘. 인간과 오래 교감해온 동물이니까.
91000032,91000032,,,,Bubble,개런,None,,,,None,,,,새벽 내내 말들이 불안한지 계속 울더군. 여신님의 영향일까?
91000033,91000033,,,,Bubble,개런,None,,,,None,,,,말들 기운 좀 나라고 좋은 건초라도 구해와야겠어.
91000040,91000040,,,,Bubble,피오르,None,,,,None,,,,다음 배달 구역이 어디였더라...
91000041,91000041,,,,Bubble,피오르,None,,,,None,,,,"편지가 주인에게 닿는다는 믿음이 없다면, 이 일도 성립하지 않겠죠."
91000042,91000042,,,,Bubble,피오르,None,,,,None,,,,부엉이요? 이곳에서는 사용하지 않아요.
91000043,91000043,,,,Bubble,피오르,None,,,,None,,,,"배달원들 가운데엔, 정식 신관이 되기 위한 수련으로 이 일을 맡는 이들도 있어요."
