OID,Cid,Milestone,Comment,DescName,Desc,GroupCid,SkillLevel,SkillCid,LevelUpPoint,UpgradeStepCondition
750158,750158,Dev,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.3,광폭화 Lv.3,광폭화 Lv.3,750156,3,750158,1,0
750159,750159,Dev,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.4,광폭화 Lv.4,광폭화 Lv.4,750156,4,750159,1,0
750160,750160,Dev,3T 가죽 장갑(전리품_a)_속공 태세 Lv.1,속공 태세 Lv.1,속공 태세 Lv.1,750160,1,750160,1,0
750161,750161,Dev,3T 가죽 장갑(전리품_a)_속공 태세 Lv.2,속공 태세 Lv.2,속공 태세 Lv.2,750160,2,750161,1,0
750162,750162,Dev,3T 가죽 장갑(전리품_a)_속공 태세 Lv.3,속공 태세 Lv.3,속공 태세 Lv.3,750160,3,750162,1,0
750163,750163,Dev,3T 가죽 장갑(전리품_a)_속공 태세 Lv.4,속공 태세 Lv.4,속공 태세 Lv.4,750160,4,750163,1,0
750164,750164,Dev,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.1,사냥꾼 Lv.1,사냥꾼 Lv.1,750164,1,750164,1,0
750165,750165,Dev,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.2,사냥꾼 Lv.2,사냥꾼 Lv.2,750164,2,750165,1,0
750166,750166,Dev,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.3,사냥꾼 Lv.3,사냥꾼 Lv.3,750164,3,750166,1,0
750167,750167,Dev,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.4,사냥꾼 Lv.4,사냥꾼 Lv.4,750164,4,750167,1,0
750168,750168,Dev,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.1,정밀 연타 Lv.1,정밀 연타 Lv.1,750168,1,750168,1,0
750169,750169,Dev,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.2,정밀 연타 Lv.2,정밀 연타 Lv.2,750168,2,750169,1,0
750170,750170,Dev,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.3,정밀 연타 Lv.3,정밀 연타 Lv.3,750168,3,750170,1,0
750171,750171,Dev,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.4,정밀 연타 Lv.4,정밀 연타 Lv.4,750168,4,750171,1,0
750172,750172,Dev,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.1,생명력 Lv.1,생명력 Lv.1,750172,1,750172,1,0
750173,750173,Dev,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.2,생명력 Lv.2,생명력 Lv.2,750172,2,750173,1,0
750174,750174,Dev,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.3,생명력 Lv.3,생명력 Lv.3,750172,3,750174,1,0
750175,750175,Dev,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.4,생명력 Lv.4,생명력 Lv.4,750172,4,750175,1,0
750176,750176,Dev,3T 가죽 투구(던전코어_a)_학살 본능 Lv.1,학살 본능 Lv.1,학살 본능 Lv.1,750176,1,750176,1,0
750177,750177,Dev,3T 가죽 투구(던전코어_a)_학살 본능 Lv.2,학살 본능 Lv.2,학살 본능 Lv.2,750176,2,750177,1,0
750178,750178,Dev,3T 가죽 투구(던전코어_a)_학살 본능 Lv.3,학살 본능 Lv.3,학살 본능 Lv.3,750176,3,750178,1,0
750179,750179,Dev,3T 가죽 투구(던전코어_a)_학살 본능 Lv.4,학살 본능 Lv.4,학살 본능 Lv.4,750176,4,750179,1,0
750180,750180,Dev,3T 가죽 투구(던전코어_a)_공속 Lv.1,광속 Lv.1,광속 Lv.1,750180,1,750180,1,0
750181,750181,Dev,3T 가죽 투구(던전코어_a)_공속 Lv.2,광속 Lv.2,광속 Lv.2,750180,2,750181,1,0
750182,750182,Dev,3T 가죽 투구(던전코어_a)_공속 Lv.3,광속 Lv.3,광속 Lv.3,750180,3,750182,1,0
750183,750183,Dev,3T 가죽 투구(던전코어_a)_공속 Lv.4,광속 Lv.4,광속 Lv.4,750180,4,750183,1,0
750184,750184,Dev,3T 가죽 투구(드랍)_치명 본능 Lv.1,치명 본능 Lv.1,치명 본능 Lv.1,750184,1,750184,1,0
750185,750185,Dev,3T 가죽 투구(드랍)_치명 본능 Lv.2,치명 본능 Lv.2,치명 본능 Lv.2,750184,2,750185,1,0
750186,750186,Dev,3T 가죽 투구(드랍)_치명 본능 Lv.3,치명 본능 Lv.3,치명 본능 Lv.3,750184,3,750186,1,0
750187,750187,Dev,3T 가죽 투구(드랍)_치명 본능 Lv.4,치명 본능 Lv.4,치명 본능 Lv.4,750184,4,750187,1,0
750188,750188,Dev,3T 가죽 투구(드랍)_스킬 가속 Lv.1,가속 Lv.1,가속 Lv.1,750188,1,750188,1,0
750189,750189,Dev,3T 가죽 투구(드랍)_스킬 가속 Lv.2,가속 Lv.2,가속 Lv.2,750188,2,750189,1,0
750190,750190,Dev,3T 가죽 투구(드랍)_스킬 가속 Lv.3,가속 Lv.3,가속 Lv.3,750188,3,750190,1,0
750191,750191,Dev,3T 가죽 투구(드랍)_스킬 가속 Lv.4,가속 Lv.4,가속 Lv.4,750188,4,750191,1,0
750192,750192,Dev,3T 가죽 투구(전리품)_생존 본능 Lv.1,생존 본능 Lv.1,생존 본능 Lv.1,750192,1,750192,1,0
750193,750193,Dev,3T 가죽 투구(전리품)_생존 본능 Lv.2,생존 본능 Lv.2,생존 본능 Lv.2,750192,2,750193,1,0
750194,750194,Dev,3T 가죽 투구(전리품)_생존 본능 Lv.3,생존 본능 Lv.3,생존 본능 Lv.3,750192,3,750194,1,0
750195,750195,Dev,3T 가죽 투구(전리품)_생존 본능 Lv.4,생존 본능 Lv.4,생존 본능 Lv.4,750192,4,750195,1,0
750196,750196,Dev,3T 가죽 투구(전리품)_받는 피해 감소 Lv.1,강인함 Lv.1,강인함 Lv.1,750196,1,750196,1,0
750197,750197,Dev,3T 가죽 투구(전리품)_받는 피해 감소 Lv.2,강인함 Lv.2,강인함 Lv.2,750196,2,750197,1,0
750198,750198,Dev,3T 가죽 투구(전리품)_받는 피해 감소 Lv.3,강인함 Lv.3,강인함 Lv.3,750196,3,750198,1,0
750199,750199,Dev,3T 가죽 투구(전리품)_받는 피해 감소 Lv.4,강인함 Lv.4,강인함 Lv.4,750196,4,750199,1,0
750200,750200,Dev,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.1,정밀 타격 Lv.1,정밀 타격 Lv.1,750200,1,750200,1,0
750201,750201,Dev,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.2,정밀 타격 Lv.2,정밀 타격 Lv.2,750200,2,750201,1,0
750202,750202,Dev,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.3,정밀 타격 Lv.3,정밀 타격 Lv.3,750200,3,750202,1,0
750203,750203,Dev,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.4,정밀 타격 Lv.4,정밀 타격 Lv.4,750200,4,750203,1,0
750204,750204,Dev,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.1,가속 Lv.1,가속 Lv.1,750204,1,750204,1,0
750205,750205,Dev,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.2,가속 Lv.2,가속 Lv.2,750204,2,750205,1,0
750206,750206,Dev,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.3,가속 Lv.3,가속 Lv.3,750204,3,750206,1,0
750207,750207,Dev,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.4,가속 Lv.4,가속 Lv.4,750204,4,750207,1,0
750208,750208,Dev,3T 천 갑옷(드랍)_비전 감각 Lv.1,비전 감각 Lv.1,비전 감각 Lv.1,750208,1,750208,1,0
750209,750209,Dev,3T 천 갑옷(드랍)_비전 감각 Lv.2,비전 감각 Lv.2,비전 감각 Lv.2,750208,2,750209,1,0
750210,750210,Dev,3T 천 갑옷(드랍)_비전 감각 Lv.3,비전 감각 Lv.3,비전 감각 Lv.3,750208,3,750210,1,0
750211,750211,Dev,3T 천 갑옷(드랍)_비전 감각 Lv.4,비전 감각 Lv.4,비전 감각 Lv.4,750208,4,750211,1,0
750212,750212,Dev,3T 천 갑옷(드랍)_스킬 가속 Lv.1,가속 Lv.1,가속 Lv.1,750212,1,750212,1,0
750213,750213,Dev,3T 천 갑옷(드랍)_스킬 가속 Lv.2,가속 Lv.2,가속 Lv.2,750212,2,750213,1,0
750214,750214,Dev,3T 천 갑옷(드랍)_스킬 가속 Lv.3,가속 Lv.3,가속 Lv.3,750212,3,750214,1,0
750215,750215,Dev,3T 천 갑옷(드랍)_스킬 가속 Lv.4,가속 Lv.4,가속 Lv.4,750212,4,750215,1,0
750216,750216,Dev,3T 천 갑옷(전리품)_마력 순환 Lv.1,마력 순환 Lv.1,마력 순환 Lv.1,750216,1,750216,1,0
750217,750217,Dev,3T 천 갑옷(전리품)_마력 순환 Lv.2,마력 순환 Lv.2,마력 순환 Lv.2,750216,2,750217,1,0
750218,750218,Dev,3T 천 갑옷(전리품)_마력 순환 Lv.3,마력 순환 Lv.3,마력 순환 Lv.3,750216,3,750218,1,0
750219,750219,Dev,3T 천 갑옷(전리품)_마력 순환 Lv.4,마력 순환 Lv.4,마력 순환 Lv.4,750216,4,750219,1,0
750220,750220,Dev,3T 천 갑옷(전리품)_치유력 Lv.1,치유 증폭 Lv.1,치유 증폭 Lv.1,750220,1,750220,1,0
750221,750221,Dev,3T 천 갑옷(전리품)_치유력 Lv.2,치유 증폭 Lv.2,치유 증폭 Lv.2,750220,2,750221,1,0
750222,750222,Dev,3T 천 갑옷(전리품)_치유력 Lv.3,치유 증폭 Lv.3,치유 증폭 Lv.3,750220,3,750222,1,0
750223,750223,Dev,3T 천 갑옷(전리품)_치유력 Lv.4,치유 증폭 Lv.4,치유 증폭 Lv.4,750220,4,750223,1,0
750224,750224,Dev,3T 천 신발(던전코어_a)_정밀 타격 Lv.1,정밀 타격 Lv.1,정밀 타격 Lv.1,750224,1,750224,1,0
750225,750225,Dev,3T 천 신발(던전코어_a)_정밀 타격 Lv.2,정밀 타격 Lv.2,정밀 타격 Lv.2,750224,2,750225,1,0
750226,750226,Dev,3T 천 신발(던전코어_a)_정밀 타격 Lv.3,정밀 타격 Lv.3,정밀 타격 Lv.3,750224,3,750226,1,0
750227,750227,Dev,3T 천 신발(던전코어_a)_정밀 타격 Lv.4,정밀 타격 Lv.4,정밀 타격 Lv.4,750224,4,750227,1,0
750228,750228,Dev,3T 천 신발(던전코어_a)_스킬 가속 Lv.1,가속 Lv.1,가속 Lv.1,750228,1,750228,1,0
750229,750229,Dev,3T 천 신발(던전코어_a)_스킬 가속 Lv.2,가속 Lv.2,가속 Lv.2,750228,2,750229,1,0
750230,750230,Dev,3T 천 신발(던전코어_a)_스킬 가속 Lv.3,가속 Lv.3,가속 Lv.3,750228,3,750230,1,0
750231,750231,Dev,3T 천 신발(던전코어_a)_스킬 가속 Lv.4,가속 Lv.4,가속 Lv.4,750228,4,750231,1,0
750232,750232,Dev,3T 천 신발(드랍_a)_생명 순환 Lv.1,생명 순환 Lv.1,생명 순환 Lv.1,750232,1,750232,1,0
750233,750233,Dev,3T 천 신발(드랍_a)_생명 순환 Lv.2,생명 순환 Lv.2,생명 순환 Lv.2,750232,2,750233,1,0
750234,750234,Dev,3T 천 신발(드랍_a)_생명 순환 Lv.3,생명 순환 Lv.3,생명 순환 Lv.3,750232,3,750234,1,0
750235,750235,Dev,3T 천 신발(드랍_a)_생명 순환 Lv.4,생명 순환 Lv.4,생명 순환 Lv.4,750232,4,750235,1,0
750236,750236,Dev,3T 천 신발(드랍_a)_치유력 Lv.1,치유 증폭 Lv.1,치유 증폭 Lv.1,750236,1,750236,1,0
750237,750237,Dev,3T 천 신발(드랍_a)_치유력 Lv.2,치유 증폭 Lv.2,치유 증폭 Lv.2,750236,2,750237,1,0
750238,750238,Dev,3T 천 신발(드랍_a)_치유력 Lv.3,치유 증폭 Lv.3,치유 증폭 Lv.3,750236,3,750238,1,0
750239,750239,Dev,3T 천 신발(드랍_a)_치유력 Lv.4,치유 증폭 Lv.4,치유 증폭 Lv.4,750236,4,750239,1,0
750240,750240,Dev,3T 천 신발(드랍_b)_전투 회복 Lv.1,전투 회복 Lv.1,전투 회복 Lv.1,750240,1,750240,1,0
750241,750241,Dev,3T 천 신발(드랍_b)_전투 회복 Lv.2,전투 회복 Lv.2,전투 회복 Lv.2,750240,2,750241,1,0
750242,750242,Dev,3T 천 신발(드랍_b)_전투 회복 Lv.3,전투 회복 Lv.3,전투 회복 Lv.3,750240,3,750242,1,0
750243,750243,Dev,3T 천 신발(드랍_b)_전투 회복 Lv.4,전투 회복 Lv.4,전투 회복 Lv.4,750240,4,750243,1,0
750244,750244,Dev,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.1,사냥꾼 Lv.1,사냥꾼 Lv.1,750244,1,750244,1,0
750245,750245,Dev,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.2,사냥꾼 Lv.2,사냥꾼 Lv.2,750244,2,750245,1,0
750246,750246,Dev,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.3,사냥꾼 Lv.3,사냥꾼 Lv.3,750244,3,750246,1,0
750247,750247,Dev,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.4,사냥꾼 Lv.4,사냥꾼 Lv.4,750244,4,750247,1,0
750248,750248,Dev,3T 천 신발(드랍_c)_전투 가속 Lv.1,전투 가속 Lv.1,전투 가속 Lv.1,750248,1,750248,1,0
750249,750249,Dev,3T 천 신발(드랍_c)_전투 가속 Lv.2,전투 가속 Lv.2,전투 가속 Lv.2,750248,2,750249,1,0
750250,750250,Dev,3T 천 신발(드랍_c)_전투 가속 Lv.3,전투 가속 Lv.3,전투 가속 Lv.3,750248,3,750250,1,0
750251,750251,Dev,3T 천 신발(드랍_c)_전투 가속 Lv.4,전투 가속 Lv.4,전투 가속 Lv.4,750248,4,750251,1,0
750252,750252,Dev,3T 천 신발(드랍_c)_공속 Lv.1,광속 Lv.1,광속 Lv.1,750252,1,750252,1,0
750253,750253,Dev,3T 천 신발(드랍_c)_공속 Lv.2,광속 Lv.2,광속 Lv.2,750252,2,750253,1,0
750254,750254,Dev,3T 천 신발(드랍_c)_공속 Lv.3,광속 Lv.3,광속 Lv.3,750252,3,750254,1,0
750255,750255,Dev,3T 천 신발(드랍_c)_공속 Lv.4,광속 Lv.4,광속 Lv.4,750252,4,750255,1,0
750256,750256,Dev,3T 천 장갑(던전코어_a)_전투 숙련 Lv.1,전투 숙련 Lv.1,전투 숙련 Lv.1,750256,1,750256,1,0
750257,750257,Dev,3T 천 장갑(던전코어_a)_전투 숙련 Lv.2,전투 숙련 Lv.2,전투 숙련 Lv.2,750256,2,750257,1,0
750258,750258,Dev,3T 천 장갑(던전코어_a)_전투 숙련 Lv.3,전투 숙련 Lv.3,전투 숙련 Lv.3,750256,3,750258,1,0
750259,750259,Dev,3T 천 장갑(던전코어_a)_전투 숙련 Lv.4,전투 숙련 Lv.4,전투 숙련 Lv.4,750256,4,750259,1,0
750260,750260,Dev,3T 천 장갑(던전코어_a)_치명타 확률 Lv.1,정밀함 Lv.1,정밀함 Lv.1,750260,1,750260,1,0
750261,750261,Dev,3T 천 장갑(던전코어_a)_치명타 확률 Lv.2,정밀함 Lv.2,정밀함 Lv.2,750260,2,750261,1,0
750262,750262,Dev,3T 천 장갑(던전코어_a)_치명타 확률 Lv.3,정밀함 Lv.3,정밀함 Lv.3,750260,3,750262,1,0
750263,750263,Dev,3T 천 장갑(던전코어_a)_치명타 확률 Lv.4,정밀함 Lv.4,정밀함 Lv.4,750260,4,750263,1,0
750264,750264,Dev,3T 천 장갑(전리품_a)_마력 흡수 Lv.1,마력 흡수 Lv.1,마력 흡수 Lv.1,750264,1,750264,1,0
750265,750265,Dev,3T 천 장갑(전리품_a)_마력 흡수 Lv.2,마력 흡수 Lv.2,마력 흡수 Lv.2,750264,2,750265,1,0
750266,750266,Dev,3T 천 장갑(전리품_a)_마력 흡수 Lv.3,마력 흡수 Lv.3,마력 흡수 Lv.3,750264,3,750266,1,0
750267,750267,Dev,3T 천 장갑(전리품_a)_마력 흡수 Lv.4,마력 흡수 Lv.4,마력 흡수 Lv.4,750264,4,750267,1,0
750268,750268,Dev,3T 천 장갑(전리품_a)_최대 생명력 Lv.1,생명력 Lv.1,생명력 Lv.1,750268,1,750268,1,0
750269,750269,Dev,3T 천 장갑(전리품_a)_최대 생명력 Lv.2,생명력 Lv.2,생명력 Lv.2,750268,2,750269,1,0
750270,750270,Dev,3T 천 장갑(전리품_a)_최대 생명력 Lv.3,생명력 Lv.3,생명력 Lv.3,750268,3,750270,1,0
750271,750271,Dev,3T 천 장갑(전리품_a)_최대 생명력 Lv.4,생명력 Lv.4,생명력 Lv.4,750268,4,750271,1,0
750272,750272,Dev,3T 천 장갑(전리품_b)_비전 가속 Lv.1,비전 가속 Lv.1,비전 가속 Lv.1,750272,1,750272,1,0
750273,750273,Dev,3T 천 장갑(전리품_b)_비전 가속 Lv.2,비전 가속 Lv.2,비전 가속 Lv.2,750272,2,750273,1,0
750274,750274,Dev,3T 천 장갑(전리품_b)_비전 가속 Lv.3,비전 가속 Lv.3,비전 가속 Lv.3,750272,3,750274,1,0
750275,750275,Dev,3T 천 장갑(전리품_b)_비전 가속 Lv.4,비전 가속 Lv.4,비전 가속 Lv.4,750272,4,750275,1,0
750276,750276,Dev,3T 천 장갑(전리품_b)_치유력 Lv.1,치유 증폭 Lv.1,치유 증폭 Lv.1,750276,1,750276,1,0
750277,750277,Dev,3T 천 장갑(전리품_b)_치유력 Lv.2,치유 증폭 Lv.2,치유 증폭 Lv.2,750276,2,750277,1,0
750278,750278,Dev,3T 천 장갑(전리품_b)_치유력 Lv.3,치유 증폭 Lv.3,치유 증폭 Lv.3,750276,3,750278,1,0
750279,750279,Dev,3T 천 장갑(전리품_b)_치유력 Lv.4,치유 증폭 Lv.4,치유 증폭 Lv.4,750276,4,750279,1,0
750280,750280,Dev,3T 천 투구(던전코어_a)_마력 가속 Lv.1,마력 가속 Lv.1,마력 가속 Lv.1,750280,1,750280,1,0
750281,750281,Dev,3T 천 투구(던전코어_a)_마력 가속 Lv.2,마력 가속 Lv.2,마력 가속 Lv.2,750280,2,750281,1,0
750282,750282,Dev,3T 천 투구(던전코어_a)_마력 가속 Lv.3,마력 가속 Lv.3,마력 가속 Lv.3,750280,3,750282,1,0
750283,750283,Dev,3T 천 투구(던전코어_a)_마력 가속 Lv.4,마력 가속 Lv.4,마력 가속 Lv.4,750280,4,750283,1,0
750284,750284,Dev,3T 천 투구(던전코어_a)_공속 Lv.1,광속 Lv.1,광속 Lv.1,750284,1,750284,1,0
750285,750285,Dev,3T 천 투구(던전코어_a)_공속 Lv.2,광속 Lv.2,광속 Lv.2,750284,2,750285,1,0
750286,750286,Dev,3T 천 투구(던전코어_a)_공속 Lv.3,광속 Lv.3,광속 Lv.3,750284,3,750286,1,0
750287,750287,Dev,3T 천 투구(던전코어_a)_공속 Lv.4,광속 Lv.4,광속 Lv.4,750284,4,750287,1,0
750288,750288,Dev,3T 천 투구(드랍)_마력 회복 Lv.1,마력 회복 Lv.1,마력 회복 Lv.1,750288,1,750288,1,0
750289,750289,Dev,3T 천 투구(드랍)_마력 회복 Lv.2,마력 회복 Lv.2,마력 회복 Lv.2,750288,2,750289,1,0
750290,750290,Dev,3T 천 투구(드랍)_마력 회복 Lv.3,마력 회복 Lv.3,마력 회복 Lv.3,750288,3,750290,1,0
750291,750291,Dev,3T 천 투구(드랍)_마력 회복 Lv.4,마력 회복 Lv.4,마력 회복 Lv.4,750288,4,750291,1,0
750292,750292,Dev,3T 천 투구(드랍)_치유력 Lv.1,치유 증폭 Lv.1,치유 증폭 Lv.1,750292,1,750292,1,0
750293,750293,Dev,3T 천 투구(드랍)_치유력 Lv.2,치유 증폭 Lv.2,치유 증폭 Lv.2,750292,2,750293,1,0
750294,750294,Dev,3T 천 투구(드랍)_치유력 Lv.3,치유 증폭 Lv.3,치유 증폭 Lv.3,750292,3,750294,1,0
750295,750295,Dev,3T 천 투구(드랍)_치유력 Lv.4,치유 증폭 Lv.4,치유 증폭 Lv.4,750292,4,750295,1,0
750296,750296,Dev,3T 천 투구(전리품)_생명 순환 Lv.1,생명 순환 Lv.1,생명 순환 Lv.1,750296,1,750296,1,0
750297,750297,Dev,3T 천 투구(전리품)_생명 순환 Lv.2,생명 순환 Lv.2,생명 순환 Lv.2,750296,2,750297,1,0
750298,750298,Dev,3T 천 투구(전리품)_생명 순환 Lv.3,생명 순환 Lv.3,생명 순환 Lv.3,750296,3,750298,1,0
750299,750299,Dev,3T 천 투구(전리품)_생명 순환 Lv.4,생명 순환 Lv.4,생명 순환 Lv.4,750296,4,750299,1,0
750300,750300,Dev,3T 천 투구(전리품)_받는 피해 감소 Lv.1,강인함 Lv.1,강인함 Lv.1,750300,1,750300,1,0
750301,750301,Dev,3T 천 투구(전리품)_받는 피해 감소 Lv.2,강인함 Lv.2,강인함 Lv.2,750300,2,750301,1,0
750302,750302,Dev,3T 천 투구(전리품)_받는 피해 감소 Lv.3,강인함 Lv.3,강인함 Lv.3,750300,3,750302,1,0
750303,750303,Dev,3T 천 투구(전리품)_받는 피해 감소 Lv.4,강인함 Lv.4,강인함 Lv.4,750300,4,750303,1,0
750304,750304,Dev,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.1,전투 집중 Lv.1,전투 집중 Lv.1,750304,1,750304,1,0
750305,750305,Dev,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.2,전투 집중 Lv.2,전투 집중 Lv.2,750304,2,750305,1,0
750306,750306,Dev,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.3,전투 집중 Lv.3,전투 집중 Lv.3,750304,3,750306,1,0
750307,750307,Dev,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.4,전투 집중 Lv.4,전투 집중 Lv.4,750304,4,750307,1,0
750308,750308,Dev,3T 판금 갑옷(던전코어_a)_공속 Lv.1,광속 Lv.1,광속 Lv.1,750308,1,750308,1,0
750309,750309,Dev,3T 판금 갑옷(던전코어_a)_공속 Lv.2,광속 Lv.2,광속 Lv.2,750308,2,750309,1,0
750310,750310,Dev,3T 판금 갑옷(던전코어_a)_공속 Lv.3,광속 Lv.3,광속 Lv.3,750308,3,750310,1,0
750311,750311,Dev,3T 판금 갑옷(던전코어_a)_공속 Lv.4,광속 Lv.4,광속 Lv.4,750308,4,750311,1,0
750312,750312,Dev,3T 판금 갑옷(드랍)_냉혹함 Lv.1,냉혹함 Lv.1,냉혹함 Lv.1,750312,1,750312,1,0
750313,750313,Dev,3T 판금 갑옷(드랍)_냉혹함 Lv.2,냉혹함 Lv.2,냉혹함 Lv.2,750312,2,750313,1,0
750314,750314,Dev,3T 판금 갑옷(드랍)_냉혹함 Lv.3,냉혹함 Lv.3,냉혹함 Lv.3,750312,3,750314,1,0
750315,750315,Dev,3T 판금 갑옷(드랍)_냉혹함 Lv.4,냉혹함 Lv.4,냉혹함 Lv.4,750312,4,750315,1,0
750316,750316,Dev,3T 판금 갑옷(드랍)_치명타 피해 Lv.1,잔혹성 Lv.1,잔혹성 Lv.1,750316,1,750316,1,0
750317,750317,Dev,3T 판금 갑옷(드랍)_치명타 피해 Lv.2,잔혹성 Lv.2,잔혹성 Lv.2,750316,2,750317,1,0
750318,750318,Dev,3T 판금 갑옷(드랍)_치명타 피해 Lv.3,잔혹성 Lv.3,잔혹성 Lv.3,750316,3,750318,1,0
750319,750319,Dev,3T 판금 갑옷(드랍)_치명타 피해 Lv.4,잔혹성 Lv.4,잔혹성 Lv.4,750316,4,750319,1,0
750320,750320,Dev,3T 판금 갑옷(전리품)_불굴 Lv.1,불굴 Lv.1,불굴 Lv.1,750320,1,750320,1,0
750321,750321,Dev,3T 판금 갑옷(전리품)_불굴 Lv.2,불굴 Lv.2,불굴 Lv.2,750320,2,750321,1,0
750322,750322,Dev,3T 판금 갑옷(전리품)_불굴 Lv.3,불굴 Lv.3,불굴 Lv.3,750320,3,750322,1,0
750323,750323,Dev,3T 판금 갑옷(전리품)_불굴 Lv.4,불굴 Lv.4,불굴 Lv.4,750320,4,750323,1,0
750324,750324,Dev,3T 판금 갑옷(전리품)_방어력 Lv.1,수호 Lv.1,수호 Lv.1,750324,1,750324,1,0
750325,750325,Dev,3T 판금 갑옷(전리품)_방어력 Lv.2,수호 Lv.2,수호 Lv.2,750324,2,750325,1,0
750326,750326,Dev,3T 판금 갑옷(전리품)_방어력 Lv.3,수호 Lv.3,수호 Lv.3,750324,3,750326,1,0
750327,750327,Dev,3T 판금 갑옷(전리품)_방어력 Lv.4,수호 Lv.4,수호 Lv.4,750324,4,750327,1,0
750328,750328,Dev,3T 판금 신발(던전코어_a)_전투 집중 Lv.1,전투 집중 Lv.1,전투 집중 Lv.1,750328,1,750328,1,0
750329,750329,Dev,3T 판금 신발(던전코어_a)_전투 집중 Lv.2,전투 집중 Lv.2,전투 집중 Lv.2,750328,2,750329,1,0
750330,750330,Dev,3T 판금 신발(던전코어_a)_전투 집중 Lv.3,전투 집중 Lv.3,전투 집중 Lv.3,750328,3,750330,1,0
750331,750331,Dev,3T 판금 신발(던전코어_a)_전투 집중 Lv.4,전투 집중 Lv.4,전투 집중 Lv.4,750328,4,750331,1,0
750332,750332,Dev,3T 판금 신발(던전코어_a)_피해 증가 Lv.1,광폭화 Lv.1,광폭화 Lv.1,750332,1,750332,1,0
750333,750333,Dev,3T 판금 신발(던전코어_a)_피해 증가 Lv.2,광폭화 Lv.2,광폭화 Lv.2,750332,2,750333,1,0
750334,750334,Dev,3T 판금 신발(던전코어_a)_피해 증가 Lv.3,광폭화 Lv.3,광폭화 Lv.3,750332,3,750334,1,0
750335,750335,Dev,3T 판금 신발(던전코어_a)_피해 증가 Lv.4,광폭화 Lv.4,광폭화 Lv.4,750332,4,750335,1,0
750336,750336,Dev,3T 판금 신발(드랍_a)_재생 갑주 Lv.1,재생 갑주 Lv.1,재생 갑주 Lv.1,750336,1,750336,1,0
750337,750337,Dev,3T 판금 신발(드랍_a)_재생 갑주 Lv.2,재생 갑주 Lv.2,재생 갑주 Lv.2,750336,2,750337,1,0
750338,750338,Dev,3T 판금 신발(드랍_a)_재생 갑주 Lv.3,재생 갑주 Lv.3,재생 갑주 Lv.3,750336,3,750338,1,0
750339,750339,Dev,3T 판금 신발(드랍_a)_재생 갑주 Lv.4,재생 갑주 Lv.4,재생 갑주 Lv.4,750336,4,750339,1,0
750340,750340,Dev,3T 판금 신발(드랍_a)_최대 생명력 Lv.1,생명력 Lv.1,생명력 Lv.1,750340,1,750340,1,0
750341,750341,Dev,3T 판금 신발(드랍_a)_최대 생명력 Lv.2,생명력 Lv.2,생명력 Lv.2,750340,2,750341,1,0
750342,750342,Dev,3T 판금 신발(드랍_a)_최대 생명력 Lv.3,생명력 Lv.3,생명력 Lv.3,750340,3,750342,1,0
750343,750343,Dev,3T 판금 신발(드랍_a)_최대 생명력 Lv.4,생명력 Lv.4,생명력 Lv.4,750340,4,750343,1,0
750344,750344,Dev,3T 판금 신발(드랍_b)_수호 집중 Lv.1,수호 집중 Lv.1,수호 집중 Lv.1,750344,1,750344,1,0
750345,750345,Dev,3T 판금 신발(드랍_b)_수호 집중 Lv.2,수호 집중 Lv.2,수호 집중 Lv.2,750344,2,750345,1,0
750346,750346,Dev,3T 판금 신발(드랍_b)_수호 집중 Lv.3,수호 집중 Lv.3,수호 집중 Lv.3,750344,3,750346,1,0
750347,750347,Dev,3T 판금 신발(드랍_b)_수호 집중 Lv.4,수호 집중 Lv.4,수호 집중 Lv.4,750344,4,750347,1,0
750348,750348,Dev,3T 판금 신발(드랍_b)_PVE 피해 증가 Lv.1,사냥꾼 Lv.1,사냥꾼 Lv.1,750348,1,750348,1,0
