OID,Cid,Comment,DescName,Description,StatusTagConditionCids,ConditionStatType,ConditionStatValue,LevelConditionKind,MinLevel,MaxLevel,ConditionComparisonOperators,Chance,DurationMin,DurationMax,OverlapKind,IngradualStackDecay,NeedWeapon,RemainOnChange,FrameHold,Negative,TagCids,StatusVisible,StatusChangeEffectCids,RemovalEffectCids,FullStackCount,FullStackSwitchStatusChangeCid
300611,300611,2티어 활 Q 스킬_강화 평타 Lv.1,,,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[300611],FALSE,[300611],,,
300651,300651,2티어 활 W 스킬 Lv.1,천상의 그물 Lv.1,[느려짐] 이동 속도 감소,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,None,[141],TRUE,[300651],,,
300701,300701,2티어 활 E 스킬 Lv.1,재정비 도약 Lv.1,"5초 동안 
공격 속도 증가
방어력 증가",,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[300701],,,
300751,300751,2티어 활 R 스킬 Lv.1,금빛 성광 Lv.1,10초 동안 방어막이 부여되어 피해를 흡수합니다.,,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[300751],,,
400045,400045,빙결,빙결,1.5초 동안 속박 상태,[400051],None,0,None,0,999,None,1000,1500,1500,Overwrite,FALSE,None,TRUE,FALSE,Trap,[400050],TRUE,[400045],,,
400050,400050,젖음 표식(공용),젖음,몸이 젖어 느려집니다. ,[400051],None,0,None,0,999,None,1000,5000,5000,Stack,FALSE,None,TRUE,FALSE,Ordinary,,TRUE,[400050],,3,400045
400051,400051,다후타의 손짓 틱 대미지 Lv.1,,,,None,0,None,0,999,None,1000,4900,4900,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,,FALSE,[400051],,,
400052,400052,다후타의 손짓 틱 대미지 Lv.2,,,,None,0,None,0,999,None,1000,4900,4900,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,,FALSE,[400052],,,
400053,400053,다후타의 손짓 틱 대미지 Lv.3,,,,None,0,None,0,999,None,1000,4900,4900,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,,FALSE,[400053],,,
400054,400054,다후타의 손짓 틱 대미지 Lv.4,,,,None,0,None,0,999,None,1000,4900,4900,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,,FALSE,[400054],,,
400055,400055,다후타의 손짓 틱 대미지 Lv.5,,,,None,0,None,0,999,None,1000,4900,4900,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,,FALSE,[400055],,,
400101,400101,방울 방울(부유) Lv.1,방울 방울(부유) Lv.1,방울 방울(부유) Lv.1,,None,0,None,0,999,None,1000,8000,8000,Overwrite,FALSE,None,TRUE,FALSE,Floating,[115],TRUE,[400101],,,
400102,400102,방울 방울(부유) Lv.2,방울 방울(부유) Lv.2,방울 방울(부유) Lv.2,,None,0,None,0,999,None,1000,8500,8500,Overwrite,FALSE,None,TRUE,FALSE,Floating,[115],TRUE,[400102],,,
400103,400103,방울 방울(부유) Lv.3,방울 방울(부유) Lv.3,방울 방울(부유) Lv.3,,None,0,None,0,999,None,1000,9000,9000,Overwrite,FALSE,None,TRUE,FALSE,Floating,[115],TRUE,[400103],,,
400104,400104,방울 방울(부유) Lv.4,방울 방울(부유) Lv.4,방울 방울(부유) Lv.4,,None,0,None,0,999,None,1000,9500,9500,Overwrite,FALSE,None,TRUE,FALSE,Floating,[115],TRUE,[400104],,,
400105,400105,방울 방울(부유) Lv.5,방울 방울(부유) Lv.5,방울 방울(부유) Lv.5,,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,None,TRUE,FALSE,Floating,[115],TRUE,[400105],,,
400156,400156,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[400156],TRUE,[400156],[400156],,
400157,400157,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.2,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[400157],TRUE,[400157],[400157],,
400158,400158,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.3,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[400158],TRUE,[400158],[400158],,
400159,400159,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.4,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[400159],TRUE,[400159],[400159],,
400160,400160,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.5,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,심판의 낙뢰 사용했음(반응형 기술 조건 SC) Lv.1,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[400160],TRUE,[400160],[400160],,
400201,400201,불의 장막 lv.1,,,,None,0,None,0,999,None,1000,2900,2900,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[400201],,,
500000,500000,은신,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,"[117,100]",FALSE,[500000],,,
500001,500001,Q_내리꽂기 Lv.1,내리꽂기 Lv.1,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500001],TRUE,[500001],,,
500002,500002,Q_내리꽂기 Lv.2,내리꽂기 Lv.2,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500002],TRUE,[500002],,,
500003,500003,Q_내리꽂기 Lv.3,내리꽂기 Lv.3,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500003],TRUE,[500003],,,
500004,500004,Q_내리꽂기 Lv.4,내리꽂기 Lv.4,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500004],TRUE,[500004],,,
500005,500005,Q_내리꽂기 Lv.5,내리꽂기 Lv.5,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500005],TRUE,[500005],,,
500051,500051,은신 Lv.1,은신 Lv.1,"은신 상태가 되어 모습을 감춥니다.
해제 시 일정 시간동안 공격력 증가",,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[117,100]",TRUE,[500051],[500051],,
500052,500052,은신 Lv.2,은신 Lv.2,"은신 상태가 되어 모습을 감춥니다.
해제 시 일정 시간동안 공격력 증가",,None,0,None,0,999,None,1000,10500,10500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[117,100]",TRUE,[500052],[500052],,
500053,500053,은신 Lv.3,은신 Lv.3,"은신 상태가 되어 모습을 감춥니다.
해제 시 일정 시간동안 공격력 증가",,None,0,None,0,999,None,1000,11000,11000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[117,100]",TRUE,[500053],[500053],,
500054,500054,은신 Lv.4,은신 Lv.4,"은신 상태가 되어 모습을 감춥니다.
해제 시 일정 시간동안 공격력 증가",,None,0,None,0,999,None,1000,11500,11500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[117,100]",TRUE,[500054],[500054],,
500055,500055,은신 Lv.5,은신 Lv.5,"은신 상태가 되어 모습을 감춥니다.
해제 시 일정 시간동안 공격력 증가",,None,0,None,0,999,None,1000,12000,12000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[117,100]",TRUE,[500055],[500055],,
500056,500056,신속 Lv.1,신속 Lv.1,"일정 시간 동안 공격력, 이동 속도 증가",,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500056],,,
500057,500057,신속 Lv.2,신속 Lv.2,"일정 시간 동안 공격력, 이동 속도 증가",,None,0,None,0,999,None,1000,10500,10500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500057],,,
500058,500058,신속 Lv.3,신속 Lv.3,"일정 시간 동안 공격력, 이동 속도 증가",,None,0,None,0,999,None,1000,11000,11000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500058],,,
500059,500059,신속 Lv.4,신속 Lv.4,"일정 시간 동안 공격력, 이동 속도 증가",,None,0,None,0,999,None,1000,11500,11500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500059],,,
500060,500060,신속 Lv.5,신속 Lv.5,"일정 시간 동안 공격력, 이동 속도 증가",,None,0,None,0,999,None,1000,12000,12000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500060],,,
500151,500151,어둠의 일격 1타 사용했음,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500151],FALSE,[500151],[500151],,
500152,500152,어둠의 일격 1타 사용했음,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500151],FALSE,[500152],,,
500153,500153,어둠의 일격 1타 사용했음,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500151],FALSE,[500153],,,
500154,500154,어둠의 일격 1타 사용했음,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500151],FALSE,[500154],,,
500155,500155,어둠의 일격 1타 사용했음,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500151],FALSE,[500155],,,
500156,500156,"어둠의 일격 타격 시 체력 회복 
자신의 체력이 20% 이하일 때 적에게 피해를 입히면, 체력을 일정량 회복합니다. (재발동 대기시간: 10초)",,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,FALSE,[500156],,,
500157,500157,"어둠의 일격 타격 시 체력 회복 
자신의 체력이 20% 이하일 때 적에게 피해를 입히면, 체력을 일정량 회복합니다. (재발동 대기시간: 10초)",,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,FALSE,[500157],,,
500158,500158,"어둠의 일격 타격 시 체력 회복 
자신의 체력이 20% 이하일 때 적에게 피해를 입히면, 체력을 일정량 회복합니다. (재발동 대기시간: 10초)",,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,FALSE,[500158],,,
500159,500159,"어둠의 일격 타격 시 체력 회복 
자신의 체력이 20% 이하일 때 적에게 피해를 입히면, 체력을 일정량 회복합니다. (재발동 대기시간: 10초)",,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,FALSE,[500159],,,
500160,500160,"어둠의 일격 타격 시 체력 회복 
자신의 체력이 20% 이하일 때 적에게 피해를 입히면, 체력을 일정량 회복합니다. (재발동 대기시간: 10초)",,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,FALSE,[500160],,,
500251,500251,무기 연마 Lv.1,무기 연마 Lv.1,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500251],TRUE,[500251],,,
500252,500252,무기 연마 Lv.2,무기 연마 Lv.2,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500252],TRUE,[500252],,,
500253,500253,무기 연마 Lv.3,무기 연마 Lv.3,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500253],TRUE,[500253],,,
500254,500254,무기 연마 Lv.4,무기 연마 Lv.4,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500254],TRUE,[500254],,,
500255,500255,무기 연마 Lv.5,무기 연마 Lv.5,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500255],TRUE,[500255],,,
500301,500301,E_쌍수 달인 Lv.1,쌍수 달인 Lv.1,일반 공격 시 추가 피해를 부여하고 일정 체력을 회복합니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500301],,,
500302,500302,E_쌍수 달인 Lv.2,쌍수 달인 Lv.2,일반 공격 시 추가 피해를 부여하고 일정 체력을 회복합니다.,,None,0,None,0,999,None,1000,5500,5500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500302],,,
500303,500303,E_쌍수 달인 Lv.3,쌍수 달인 Lv.3,일반 공격 시 추가 피해를 부여하고 일정 체력을 회복합니다.,,None,0,None,0,999,None,1000,6000,6000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500303],,,
500304,500304,E_쌍수 달인 Lv.4,쌍수 달인 Lv.4,일반 공격 시 추가 피해를 부여하고 일정 체력을 회복합니다.,,None,0,None,0,999,None,1000,6500,6500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500304],,,
500305,500305,E_쌍수 달인 Lv.5,쌍수 달인 Lv.5,일반 공격 시 추가 피해를 부여하고 일정 체력을 회복합니다.,,None,0,None,0,999,None,1000,7000,7000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500305],,,
500306,500306,쌍수 달인_반응형 기술 Lv.1,추격 Lv.1,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500301]",TRUE,[500306],[500301],,
500307,500307,쌍수 달인_반응형 기술 Lv.2,추격 Lv.2,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,5500,5500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500302]",TRUE,[500307],[500302],,
500308,500308,쌍수 달인_반응형 기술 Lv.3,추격 Lv.3,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,6000,6000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500303]",TRUE,[500308],[500303],,
500309,500309,쌍수 달인_반응형 기술 Lv.4,추격 Lv.4,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,6500,6500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500304]",TRUE,[500309],[500304],,
500310,500310,쌍수 달인_반응형 기술 Lv.5,추격 Lv.5,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,7000,7000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500305]",TRUE,[500310],[500305],,
500351,500351,R_암살자의 분노 Lv.1,암살자의 분노 Lv.1,"암살자의 분노로 인해 신체 능력이 상승합니다.
- 치명타 확률 증가
- 치명타 대미지 증가
- 공격 속도 증가
- 이동 속도 증가",,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500351],,,
500352,500352,R_암살자의 분노 Lv.2,암살자의 분노 Lv.2,"암살자의 분노로 인해 신체 능력이 상승합니다.
- 치명타 확률 증가
- 치명타 대미지 증가
- 공격 속도 증가
- 이동 속도 증가",,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500352],,,
500353,500353,R_암살자의 분노 Lv.3,암살자의 분노 Lv.3,"암살자의 분노로 인해 신체 능력이 상승합니다.
- 치명타 확률 증가
- 치명타 대미지 증가
- 공격 속도 증가
- 이동 속도 증가",,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500353],,,
500354,500354,R_암살자의 분노 Lv.4,암살자의 분노 Lv.4,"암살자의 분노로 인해 신체 능력이 상승합니다.
- 치명타 확률 증가
- 치명타 대미지 증가
- 공격 속도 증가
- 이동 속도 증가",,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500354],,,
500355,500355,R_암살자의 분노 Lv.5,암살자의 분노 Lv.5,"암살자의 분노로 인해 신체 능력이 상승합니다.
- 치명타 확률 증가
- 치명타 대미지 증가
- 공격 속도 증가
- 이동 속도 증가",,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500355],,,
500356,500356,암살자의 분노 반응형 기술 Lv.1,추격 Lv.1,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500356]",TRUE,[500356],[500356],,
500357,500357,암살자의 분노 반응형 기술 Lv.2,추격 Lv.2,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,5500,5500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500357]",TRUE,[500357],[500357],,
500358,500358,암살자의 분노 반응형 기술 Lv.3,추격 Lv.3,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,6000,6000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500358]",TRUE,[500358],[500358],,
500359,500359,암살자의 분노 반응형 기술 Lv.4,추격 Lv.4,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,6500,6500,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500359]",TRUE,[500359],[500359],,
500360,500360,암살자의 분노 반응형 기술 Lv.5,추격 Lv.5,[반응형 기술] : 지정한 대상에게 돌진하여 피해를 입힙니다.,,None,0,None,0,999,None,1000,7000,7000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[100,500360]",TRUE,[500360],[500360],,
500451,500451,어둠의 일격 1타 사용했음,,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500451],FALSE,[500451],,,
500501,500501,단검 투척 패시브 Lv.1,,단검 투척으로 적중한 적의 체력이 20% 이하일 때 추가 피해를 입힙니다.,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,FALSE,[500501],,,
500551,500551,R_암살자의 분노 Lv.1,R_암살자의 분노 Lv.1,"암살자의 분노를 방출해서 주변에 대미지를 입히고 본인의 신체 능력이 비약적으로 상승합니다.

암살자의 분노 효과
- 일반 공격 시 대상 주변 광역 대미지",,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,"[500551,100]",TRUE,[500551],,,
500601,500601,피냄새 Lv.1,피냄새,날카로운 단검에 의해 상처를 입어 피냄새를 풍깁니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[500601],TRUE,[500601],,,
500651,500651,침묵의 일격 Lv.1,침묵의 일격 Lv.1,다음 일반 공격이 강화됩니다.,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[100],TRUE,[500651],[500651],,
500656,500656,침묵의 일격_봉쇄(스킬 사용 못함) Lv.1,침묵의 일격 Lv.1,[봉쇄] 기술 사용 불가,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,[105],TRUE,[500656],,,
500701,500701,사방의 비수_체력 20% 이하인 적을 때리면 추가 대미지 Lv.1,쌍수 달인 Lv.1,공격 시 추가 피해,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,TRUE,[500701],,,
500751,500751,유혈의 장막_느려짐 Lv.1,유혈의 장막 Lv.1,[느려짐] 이동 속도 감소,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,Dagger,TRUE,FALSE,None,,TRUE,[500751],,,
700000,700000,충격파 Lv.1,충격파 Lv.1,대상에 피해를 입히고 기절시킵니다.,,None,0,None,0,999,None,1000,500,500,Overwrite,FALSE,None,TRUE,FALSE,None,[101],FALSE,[700000],,,
700001,700001,충격파 Lv.2,충격파 Lv.2,대상에 피해를 입히고 기절시킵니다.,,None,0,None,0,999,None,1000,800,800,Overwrite,FALSE,None,TRUE,FALSE,None,[101],FALSE,[700001],,,
700002,700002,충격파 Lv.3,충격파 Lv.3,대상에 피해를 입히고 기절시킵니다.,,None,0,None,0,999,None,1000,1100,1100,Overwrite,FALSE,None,TRUE,FALSE,None,[101],FALSE,[700002],,,
700003,700003,충격파 Lv.4,충격파 Lv.4,대상에 피해를 입히고 기절시킵니다.,,None,0,None,0,999,None,1000,1500,1500,Overwrite,FALSE,None,TRUE,FALSE,None,[101],FALSE,[700003],,,
700010,700010,얼음 갑옷 Lv.1,얼음 갑옷 Lv.1,피격 시 공격자에게 느려짐 효과를 부여합니다.,,None,0,None,0,999,None,1000,10000,10000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],FALSE,[700010],,,
700019,700019,얼음 갑옷 Lv.1_느려짐,얼음 갑옷 Lv.1_느려짐,이속감소,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,[141],FALSE,[700019],,,
700030,700030,지면 강타 Lv.1_느려짐,지면 강타 Lv.1_느려짐,이속감소,,None,0,None,0,999,None,1000,3000,3000,Overwrite,FALSE,None,TRUE,FALSE,Ordinary,[141],FALSE,[700030],,,
700050,700050,광전사의 폭주 Lv.1,광전사의 폭주 Lv.1,공속 증가,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[700050],,,
700500,700500,반격치유 Lv.1 ,반격 치유 Lv.1,피격 시 체력을 회복합니다.,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[700500],,,
710000,710000,모두 치유 Lv.1,모두 치유 Lv.1,,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[710000],,,
710001,710001,모두 치유_힐 Lv.1,모두 치유_힐 Lv.1,,,None,0,None,0,999,None,1000,1000,1000,Overwrite,FALSE,None,TRUE,FALSE,None,,FALSE,[710001],,,
710010,710010,선조의 지팡이 Lv.1,선조의 지팡이 Lv.1,공격력 증가,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[710010],,,
710020,710020,주문 가속 Lv.1,주문 가속 Lv.1,기술 가속 증가,,None,0,None,0,999,None,1000,15000,15000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[710020],,,
720000,720000,유연한 몸놀림 Lv.1,유연한 몸놀림 Lv.1,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[720000],,,
720010,720010,집중 Lv.1,집중 Lv.1,,,None,0,None,0,999,None,1000,5000,5000,Overwrite,FALSE,None,TRUE,FALSE,None,[100],TRUE,[720010],,,
720020,720020,침묵 Lv.1,침묵 Lv.1,봉쇄,,None,0,None,0,999,None,1000,2000,2000,Overwrite,FALSE,None,TRUE,FALSE,None,[105],TRUE,[720020],,,
750000,750000,1T 가죽 갑옷(제작)_최대 생명력 Lv.1,생명력 Lv.1,최대 체력 75 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750000],,,
750001,750001,1T 가죽 갑옷(제작)_최대 생명력 Lv.2,생명력 Lv.2,최대 체력 85 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750001],,,
750002,750002,1T 가죽 신발(제작)_공격력 Lv.1,강타 Lv.1,공격력 5 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750002],,,
750003,750003,1T 가죽 신발(제작)_공격력 Lv.2,강타 Lv.2,공격력 6 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750003],,,
750004,750004,1T 가죽 장갑(제작)_공속 Lv.1,광속 Lv.1,공격 속도 2.0% 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750004],,,
750005,750005,1T 가죽 장갑(제작)_공속 Lv.2,광속 Lv.2,공격 속도 2.3% 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750005],,,
750006,750006,1T 가죽 투구(제작)_치명타 확률 Lv.1,정밀함 Lv.1,치명타 확률 1.2% 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750006],,,
750007,750007,1T 가죽 투구(제작)_치명타 확률 Lv.2,정밀함 Lv.2,치명타 확률 1.4% 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750007],,,
750008,750008,1T 천 갑옷(제작)_최대 마력 Lv.1,마력 저장 Lv.1,최대 마력 20 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750008],,,
750009,750009,1T 천 갑옷(제작)_최대 마력 Lv.2,마력 저장 Lv.2,최대 마력 24 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750009],,,
750010,750010,1T 천 신발(제작)_마력 자연 회복 Lv.1,마력 회복 Lv.1,마력 자연 회복 3 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750010],,,
750011,750011,1T 천 신발(제작)_마력 자연 회복 Lv.2,마력 회복 Lv.2,마력 자연 회복 4 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750011],,,
750012,750012,1T 천 장갑(제작)_공격력 Lv.1,강타 Lv.1,공격력 5 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750012],,,
750013,750013,1T 천 장갑(제작)_공격력 Lv.2,강타 Lv.2,공격력 6 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750013],,,
750014,750014,1T 천 투구(제작)_마력 자연 회복 Lv.1,마력 회복 Lv.1,마력 자연 회복 3 증가,,None,0,None,0,999,None,1000,0,0,Overwrite,FALSE,None,TRUE,FALSE,None,,TRUE,[750014],,,
