OID,Cid,Comment,StartDate,EndDate
700105,700105,,2024-01-31 09:00:01,2024-03-06 08:00:00
700106,700106,,2023-03-21 00:00:00,2024-01-31 09:00:00
700107,700107,,2024-02-28 09:00:00,2024-04-17 08:00:00
700108,700108,,2024-03-20 09:00:01,2024-05-01 08:00:00
700109,700109,,2023-03-21 00:00:00,2024-03-20 09:00:00
700110,700110,,2024-03-06 09:00:00,2024-03-20 08:00:00
700111,700111,,2024-02-28 09:00:00,2024-03-13 08:00:00
700112,700112,,2024-02-28 09:00:00,2024-03-20 08:00:00
700113,700113,,2024-03-13 09:00:00,2024-03-27 08:00:00
700114,700114,,2024-03-13 09:00:00,2024-04-03 08:00:00
700115,700115,,2024-03-20 09:00:00,2024-04-03 08:00:00
700116,700116,,2024-02-07 09:00:01,2024-02-24 09:00:00
700117,700117,,2023-03-21 00:00:00,2024-02-07 09:00:00
700118,700118,,2024-03-06 09:00:00,2024-04-03 08:00:00
700119,700119,,2024-03-20 09:00:00,2024-04-03 08:00:00
700120,700120,,2024-03-20 09:00:00,2024-04-10 08:00:00
700121,700121,,2024-03-27 09:00:00,2024-04-10 09:00:00
700122,700122,,2024-03-27 09:00:00,2024-04-17 08:00:00
700123,700123,,2024-04-10 09:00:00,2024-04-24 08:00:00
700124,700124,,2024-04-10 09:00:00,2024-04-24 08:00:00
700125,700125,,2024-04-10 09:00:00,2024-05-01 08:00:00
700126,700126,,2024-03-20 09:00:00,2024-04-03 08:00:00
102506,102506,,2023-10-25 09:00:00,2023-11-01 08:00:00
112201,112201,,2023-11-22 09:00:00,2023-11-29 08:00:00
11081114,11081114,,2023-11-08 09:00:00,2023-11-14 22:59:59
11241126,11241126,,2023-11-24 09:00:00,2023-11-26 22:59:59
112906,112906,,2023-11-29 09:00:00,2023-12-06 08:00:00
122001,122001,,2023-12-23 09:00:00,2023-12-26 23:59:59
122002,122002,,2023-12-20 09:00:00,2023-12-27 08:00:00
122003,122003,,2023-12-20 09:00:00,2024-01-10 08:00:00
112908,112908,,2023-11-29 09:00:00,2023-12-13 08:00:00
112909,112909,,2023-11-29 09:00:00,2024-02-14 08:00:00
112910,112910,,2023-11-29 09:00:00,2024-02-14 08:00:00
112911,112911,,2024-03-20 09:00:00,2024-05-29 08:00:00
112912,112912,,2024-03-20 09:00:00,2024-05-29 08:00:00
112913,112913,,2023-11-29 09:00:00,2024-02-14 08:00:00
112914,112914,,2023-11-29 09:00:00,2024-02-14 08:00:00
112915,112915,,2023-11-29 09:00:00,2024-02-14 08:00:00
112916,112916,,2023-11-29 09:00:00,2024-02-14 08:00:00
112917,112917,,2023-11-29 09:00:00,2024-02-14 08:00:00
112918,112918,,2023-11-29 09:00:00,2024-02-14 08:00:00
112919,112919,,2023-11-29 09:00:00,2024-02-14 08:00:00
112920,112920,,2023-11-29 09:00:00,2024-02-14 08:00:00
112921,112921,,2023-11-29 09:00:00,2024-02-14 08:00:00
112922,112922,,2023-11-29 09:00:00,2023-12-13 08:00:00
122701,122701,,2024-01-01 00:00:00,2024-01-03 07:59:59
4010301,4010301,,2024-01-10 09:00:00,2024-01-17 08:00:00
4011701,4011701,,2024-01-17 09:00:00,2024-01-24 08:00:00
123456789,123456789,,2023-12-02 08:00:00,2023-12-20 08:00:00
24011001,24011001,,2024-01-10 09:00:00,2024-01-24 08:00:00
24013102,24013102,,2024-01-31 09:00:00,2024-02-14 08:00:00
24013103,24013103,,2024-01-31 09:00:00,2024-02-07 08:00:00
24020701,24020701,,2024-02-07 09:00:00,2024-02-14 08:00:00
24021401,24021401,,2024-02-14 09:00:00,2024-02-21 08:00:00
24022101,24022101,,2024-02-21 09:00:00,2024-02-28 08:00:00
24013105,24013105,,2024-01-31 09:00:00,2024-02-14 08:00:00
24013106,24013106,,2024-01-31 09:00:00,2024-02-14 08:00:00
24013107,24013107,,2024-01-31 09:00:00,2024-02-14 08:00:00
24013108,24013108,,2024-02-03 00:00:00,2024-02-04 23:59:59
24013109,24013109,,2024-01-31 09:00:00,2024-02-14 08:00:00
24012401,24012401,,2024-01-24 09:00:00,2024-01-31 08:00:00
24021402,24021402,,2024-02-14 09:00:00,2024-02-21 08:00:00
24022807,24022807,,2024-02-28 09:00:00,2024-03-06 08:00:00
24032001,24032001,,2024-03-13 09:00:00,2024-03-20 08:00:00
24032004,24032004,,2024-03-20 09:00:00,2024-04-03 08:00:00
24032005,24032005,,2024-03-20 09:00:00,2024-04-03 08:00:00
24032006,24032006,,2024-03-20 09:00:00,2024-04-03 08:00:00
24032007,24032007,,2024-03-20 09:00:00,2024-04-03 08:00:00
24032008,24032008,,2024-03-20 09:00:00,2024-03-27 08:00:00
24032009,24032009,,2024-03-20 09:00:00,2024-04-03 08:00:00
24032010,24032010,,2024-03-20 09:00:00,2024-05-29 08:00:00
24032011,24032011,,2024-03-20 09:00:00,2024-04-03 08:00:00
24041701,24041701,,2024-04-17 09:00:00,2024-04-24 08:00:00
24041702,24041702,,2024-04-17 09:00:00,2024-04-24 08:00:00
24032015,24032015,,2024-03-20 09:00:00,2024-04-17 08:00:00
4010303,4010303,,2024-03-27 09:00:00,2024-04-03 08:00:00
4010302,4010302,,2024-04-03 09:00:00,2024-04-10 08:00:00
24032016,24032016,,2024-03-20 09:00:00,2024-04-03 08:00:00
24032017,24032017,,2024-03-20 09:00:00,2024-04-03 08:00:00
