OID,Cid,Comment,DescName,Mastery,ConditionType,ConditionValue,Permission,InteractionAnimName,InteractionDesc,InterruptionEffect,InteractionDuration,Dice,IsAlwaysDisplay
80040101,80040101,2T_잠긴 견고한 보물 상자 (열쇠로 열기),열쇠로 열기,501,Item,"[53030018,1]",Public,ChestOpen,열쇠로 여는 중...,Cancel,2000,,True
85000101,85000101,등받이 의자 앉기,앉기,,None,[],Public,SitChair,,None,-1,,True
85000102,85000102,등받이 의자 앉기,앉기,,Item,"[51030003,3]",Public,SitChair,,None,-1,,True
85000103,85000103,등받이 의자 앉기,앉기,,StatusChange,[71700101],Public,SitChair,,None,-1,,True
85010101,85010101,스툴 앉기,앉기,,None,[],Public,SitChair,,None,-1,,True
85020101,85020101,소파 앉기,앉기,,None,[],Public,SitChair,,None,-1,,True
85030101,85030101,침대 눕기,눕기,,None,[],Public,SleepBed,,None,-1,,True
85040101,85040101,야외 테이블 앉기,앉기,,None,[],Public,SitChair,,None,-1,,True
85050101,85050101,벤치 앉기,앉기,,None,[],Public,SitChair,,None,-1,,True
85060101,85060101,가로등1_켜기,켜기,,None,[],Public,OperateMid,,None,0,,True
85060201,85060201,가로등1_끄기,끄기,,None,[],Public,OperateMid,,None,0,,True
85070101,85070101,가로등2_켜기,켜기,,None,[],Public,OperateMid,,None,0,,True
85070201,85070201,가로등2_끄기,끄기,,None,[],Public,OperateMid,,None,0,,True
85080101,85080101,갓달린 전등_켜기,켜기,,None,[],Public,OperateMid,,None,0,,True
85080201,85080201,갓달린 전등_끄기,끄기,,None,[],Public,OperateMid,,None,0,,True
85090101,85090101,침실등_켜기,켜기,,None,[],Public,OperateMid,,None,0,,True
85090201,85090201,침실등_끄기,끄기,,None,[],Public,OperateMid,,None,0,,True
85110101,85110101,축음기_최초상태->켜짐1로,다른 노래 재생,,None,[],Public,OperateMid,,None,0,,True
85110201,85110201,축음기_켜짐1 -> 켜짐2,다른 노래 재생,,None,[],Public,OperateMid,,None,0,,True
85110301,85110301,축음기_켜짐2 -> 켜짐1,다른 노래 재생,,None,[],Public,OperateMid,,None,0,,True
90010202,90010202,목마른 아키움 나무 - 물 주기,물 주기,,None,[],Public,Sprinklewater,나무에 물을 주는 중...,Reset,2000,,True
90010402,90010402,결정이 열린 아키움 나무 -> 벌목,벌목,402,None,[],Public,Felling,아키움 나무 벌목 중...,Reset,3000,,True
90010502,90010502,벼락 맞은 아키움 나무 -> 벌목,벌목,402,None,[],Public,Felling,벼락 맞은 아키움 나무 벌목 중...,Reset,3000,,True
90020102,90020102,이니스 섬 특산품 획득,등짐 획득,,None,[],Public,OperateMid,등짐 획득 중...,Reset,0,,True
90030102,90030102,수상한 등짐 획득,등짐 획득,,None,[],Public,OperateMid,등짐 획득 중...,Reset,0,,True
90040101,90040101,테스트_등짐 생성 두다드 (등짐 생성 후 획득),등짐 생성 후 획득,,NonCargo,[],Public,OperateMid,등짐 생성 후 획득 중...,Reset,1000,,True
90050101,90050101,테스트_등짐 생성 두다드 (등짐 필드 생성),필드에 등짐 생성,,Cargo,[1],Public,OperateMid,필드에 등짐 생성 중...,Reset,1000,,True
99600101,99600101,99600100_비활성화 된 모닥불->99600200_이니스 섬 모닥불(1/3),불이 꺼진 모닥불,,Item,"[51010003,1]",Public,OperateLower,모닥불의 불씨 되살리는 중...,Reset,3000,,True
99600201,99600201,99600200_이니스 섬 모닥불(1/3)->99600300_이니스 섬 모닥불(2/3),이니스 섬 모닥불(1/3),,Item,"[51050003,1]",Public,OperateLower,화톳불을 설치하는 중...,Reset,5000,,True
99600301,99600301,99600300_이니스 섬 모닥불(2/3)->99600400_이니스 섬 모닥불(3/3),이니스 섬 모닥불(2/3),,Item,"[51050001,1]",Public,OperateMid,조리 기구 설치하는 중...,Reset,5000,,True
99600401,99600401,99600400_이니스 섬 모닥불(3/3)->99600500_활성화 된 모닥불,이니스 섬 모닥불(3/3),,Item,"[51050003,1]",Public,OperateLower,화톳불에 불 피우는 중...,Reset,5000,,True
99670101,99670101,99670100_모닥불_비활성화->99670200_모닥불_활성화,모닥불 피우기,,None,[],Public,IgniteEndSitLoop,모닥불의 불씨를 되살리는 중...,Reset,2000,,True
99670202,99670202,99670200_모닥불_활성화-바닥에 앉기,근처에 앉기,,None,[],Public,Sit120s,따뜻한 자리를 찾는 중...,Reset,-1,,True
9982011,9982011,소환 대기 중인 장치_인터렉션 대기 중,몬스터 소환하기,,None,[],Public,OperateMid,몬스터를 불러 들이는 중...,Reset,2000,,True
99840101,99840101,활성화 된 망자의 균열 -> 활성화 된 망자의 균열,망자의 균열 입장하기,,None,[],Public,OperateMid,망자의 균열에 입장하는 중...,Reset,2000,,True
99840201,99840201,활성화 된 망자의 균열 -> 활성화 된 망자의 균열,망자의 균열 입장하기,,None,[],Public,OperateMid,망자의 균열에 입장하는 중...,Reset,2000,,True
99890101,99890101,99890100_망원경_기본->99890200_망원경_카메라5,주변 둘러보기,,None,[],Public,OperateMid,주변 둘러보기...,Reset,3000,,True
99910201,99910201,99910200_봉인석 등장 완료->99910300_봉인석 인터렉션 가능,봉인 해제하기,,None,[],Public,OperateMid,봉인된 사슬을 해제하는 중...,Reset,5000,,True
99940102,99940102,불이 꺼진 모닥불 -> 전장의 모닥불(1/3),전장의 모닥불 건설 시작하기,501,Item,"[51040003,1]",Public,OperateMid,전장의 모닥불 건설 준비하기...,Reset,5000,,True
99940601,99940601,전장의 모닥불(1/3) -> 전장의 모닥불(2/3),전장의 화톳불 건설하기,,Item,"[51040003,1]",Public,OperateMid,전장의 화톳불 건설하는 중...,Reset,1000,,True
99940701,99940701,전장의 모닥불(2/3) -> 전장의 모닥불(3/3),전장용 조리 도구 배치하기,,Item,"[51050001,1]",Public,OperateMid,전장용 조리 도구 배치하는 중...,Reset,1000,,True
99940801,99940801,전장의 모닥불(3/3) -> 전장의 모닥불 완성,화톳불에 불 피우기,,None,[],Public,OperateMid,화톳불에 불 피우는 중...,Reset,3000,,True
99970101,99970101,함정 해제,함정 해제,501,None,[],Public,OperateLower,함정 해제 중...,Reset,3000,5010003,True
