OID,Cid,Comment,Category,SaveLoad,RemoveConditions,KeepDurationOnChange,StatusChangeGroupCids,UiCategory,DefaultStatusChangeInfoCid,VariationStatusChangeInfoCids
750131,750131,3T 가죽 신발(드랍_a)_투쟁 본능 Lv.4,Passive,FALSE,,FALSE,,None,750131,
750132,750132,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.1,Passive,FALSE,,FALSE,,None,750132,
750133,750133,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.2,Passive,FALSE,,FALSE,,None,750133,
750134,750134,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.3,Passive,FALSE,,FALSE,,None,750134,
750135,750135,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.4,Passive,FALSE,,FALSE,,None,750135,
750136,750136,3T 가죽 신발(드랍_b)_정밀 타격 Lv.1,Passive,FALSE,,FALSE,,None,750136,
750137,750137,3T 가죽 신발(드랍_b)_정밀 타격 Lv.2,Passive,FALSE,,FALSE,,None,750137,
750138,750138,3T 가죽 신발(드랍_b)_정밀 타격 Lv.3,Passive,FALSE,,FALSE,,None,750138,
750139,750139,3T 가죽 신발(드랍_b)_정밀 타격 Lv.4,Passive,FALSE,,FALSE,,None,750139,
750140,750140,3T 가죽 신발(드랍_b)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750140,
750141,750141,3T 가죽 신발(드랍_b)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750141,
750142,750142,3T 가죽 신발(드랍_b)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750142,
750143,750143,3T 가죽 신발(드랍_b)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750143,
750144,750144,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.1,Passive,FALSE,,FALSE,,None,750144,
750145,750145,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.2,Passive,FALSE,,FALSE,,None,750145,
750146,750146,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.3,Passive,FALSE,,FALSE,,None,750146,
750147,750147,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.4,Passive,FALSE,,FALSE,,None,750147,
750148,750148,3T 가죽 신발(드랍_c)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750148,
750149,750149,3T 가죽 신발(드랍_c)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750149,
750150,750150,3T 가죽 신발(드랍_c)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750150,
750151,750151,3T 가죽 신발(드랍_c)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750151,
750152,750152,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.1,Passive,FALSE,,FALSE,,None,750152,
750153,750153,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.2,Passive,FALSE,,FALSE,,None,750153,
750154,750154,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.3,Passive,FALSE,,FALSE,,None,750154,
750155,750155,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.4,Passive,FALSE,,FALSE,,None,750155,
750156,750156,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.1,Passive,FALSE,,FALSE,,None,750156,
750157,750157,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.2,Passive,FALSE,,FALSE,,None,750157,
750158,750158,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.3,Passive,FALSE,,FALSE,,None,750158,
750159,750159,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.4,Passive,FALSE,,FALSE,,None,750159,
750160,750160,3T 가죽 장갑(전리품_a)_속공 태세 Lv.1,Passive,FALSE,,FALSE,,None,750160,
750161,750161,3T 가죽 장갑(전리품_a)_속공 태세 Lv.2,Passive,FALSE,,FALSE,,None,750161,
750162,750162,3T 가죽 장갑(전리품_a)_속공 태세 Lv.3,Passive,FALSE,,FALSE,,None,750162,
750163,750163,3T 가죽 장갑(전리품_a)_속공 태세 Lv.4,Passive,FALSE,,FALSE,,None,750163,
750164,750164,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.1,Passive,FALSE,,FALSE,,None,750164,
750165,750165,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.2,Passive,FALSE,,FALSE,,None,750165,
750166,750166,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.3,Passive,FALSE,,FALSE,,None,750166,
750167,750167,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.4,Passive,FALSE,,FALSE,,None,750167,
750168,750168,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.1,Passive,FALSE,,FALSE,,None,750168,
750169,750169,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.2,Passive,FALSE,,FALSE,,None,750169,
750170,750170,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.3,Passive,FALSE,,FALSE,,None,750170,
750171,750171,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.4,Passive,FALSE,,FALSE,,None,750171,
750172,750172,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.1,Passive,FALSE,,FALSE,,None,750172,
750173,750173,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.2,Passive,FALSE,,FALSE,,None,750173,
750174,750174,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.3,Passive,FALSE,,FALSE,,None,750174,
750175,750175,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.4,Passive,FALSE,,FALSE,,None,750175,
750176,750176,3T 가죽 투구(던전코어_a)_학살 본능 Lv.1,Passive,FALSE,,FALSE,,None,750176,
750177,750177,3T 가죽 투구(던전코어_a)_학살 본능 Lv.2,Passive,FALSE,,FALSE,,None,750177,
750178,750178,3T 가죽 투구(던전코어_a)_학살 본능 Lv.3,Passive,FALSE,,FALSE,,None,750178,
750179,750179,3T 가죽 투구(던전코어_a)_학살 본능 Lv.4,Passive,FALSE,,FALSE,,None,750179,
750180,750180,3T 가죽 투구(던전코어_a)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750180,
750181,750181,3T 가죽 투구(던전코어_a)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750181,
750182,750182,3T 가죽 투구(던전코어_a)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750182,
750183,750183,3T 가죽 투구(던전코어_a)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750183,
750184,750184,3T 가죽 투구(드랍)_치명 본능 Lv.1,Passive,FALSE,,FALSE,,None,750184,
750185,750185,3T 가죽 투구(드랍)_치명 본능 Lv.2,Passive,FALSE,,FALSE,,None,750185,
750186,750186,3T 가죽 투구(드랍)_치명 본능 Lv.3,Passive,FALSE,,FALSE,,None,750186,
750187,750187,3T 가죽 투구(드랍)_치명 본능 Lv.4,Passive,FALSE,,FALSE,,None,750187,
750188,750188,3T 가죽 투구(드랍)_스킬 가속 Lv.1,Passive,FALSE,,FALSE,,None,750188,
750189,750189,3T 가죽 투구(드랍)_스킬 가속 Lv.2,Passive,FALSE,,FALSE,,None,750189,
750190,750190,3T 가죽 투구(드랍)_스킬 가속 Lv.3,Passive,FALSE,,FALSE,,None,750190,
750191,750191,3T 가죽 투구(드랍)_스킬 가속 Lv.4,Passive,FALSE,,FALSE,,None,750191,
750192,750192,3T 가죽 투구(전리품)_생존 본능 Lv.1,Passive,FALSE,,FALSE,,None,750192,
750193,750193,3T 가죽 투구(전리품)_생존 본능 Lv.2,Passive,FALSE,,FALSE,,None,750193,
750194,750194,3T 가죽 투구(전리품)_생존 본능 Lv.3,Passive,FALSE,,FALSE,,None,750194,
750195,750195,3T 가죽 투구(전리품)_생존 본능 Lv.4,Passive,FALSE,,FALSE,,None,750195,
750196,750196,3T 가죽 투구(전리품)_받는 피해 감소 Lv.1,Passive,FALSE,,FALSE,,None,750196,
750197,750197,3T 가죽 투구(전리품)_받는 피해 감소 Lv.2,Passive,FALSE,,FALSE,,None,750197,
750198,750198,3T 가죽 투구(전리품)_받는 피해 감소 Lv.3,Passive,FALSE,,FALSE,,None,750198,
750199,750199,3T 가죽 투구(전리품)_받는 피해 감소 Lv.4,Passive,FALSE,,FALSE,,None,750199,
750200,750200,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.1,Passive,FALSE,,FALSE,,None,750200,
750201,750201,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.2,Passive,FALSE,,FALSE,,None,750201,
750202,750202,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.3,Passive,FALSE,,FALSE,,None,750202,
750203,750203,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.4,Passive,FALSE,,FALSE,,None,750203,
750204,750204,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.1,Passive,FALSE,,FALSE,,None,750204,
750205,750205,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.2,Passive,FALSE,,FALSE,,None,750205,
750206,750206,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.3,Passive,FALSE,,FALSE,,None,750206,
750207,750207,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.4,Passive,FALSE,,FALSE,,None,750207,
750208,750208,3T 천 갑옷(드랍)_비전 감각 Lv.1,Passive,FALSE,,FALSE,,None,750208,
750209,750209,3T 천 갑옷(드랍)_비전 감각 Lv.2,Passive,FALSE,,FALSE,,None,750209,
750210,750210,3T 천 갑옷(드랍)_비전 감각 Lv.3,Passive,FALSE,,FALSE,,None,750210,
750211,750211,3T 천 갑옷(드랍)_비전 감각 Lv.4,Passive,FALSE,,FALSE,,None,750211,
750212,750212,3T 천 갑옷(드랍)_스킬 가속 Lv.1,Passive,FALSE,,FALSE,,None,750212,
750213,750213,3T 천 갑옷(드랍)_스킬 가속 Lv.2,Passive,FALSE,,FALSE,,None,750213,
750214,750214,3T 천 갑옷(드랍)_스킬 가속 Lv.3,Passive,FALSE,,FALSE,,None,750214,
750215,750215,3T 천 갑옷(드랍)_스킬 가속 Lv.4,Passive,FALSE,,FALSE,,None,750215,
750216,750216,3T 천 갑옷(전리품)_마력 순환 Lv.1,Passive,FALSE,,FALSE,,None,750216,
750217,750217,3T 천 갑옷(전리품)_마력 순환 Lv.2,Passive,FALSE,,FALSE,,None,750217,
750218,750218,3T 천 갑옷(전리품)_마력 순환 Lv.3,Passive,FALSE,,FALSE,,None,750218,
750219,750219,3T 천 갑옷(전리품)_마력 순환 Lv.4,Passive,FALSE,,FALSE,,None,750219,
750220,750220,3T 천 갑옷(전리품)_치유력 Lv.1,Passive,FALSE,,FALSE,,None,750220,
750221,750221,3T 천 갑옷(전리품)_치유력 Lv.2,Passive,FALSE,,FALSE,,None,750221,
750222,750222,3T 천 갑옷(전리품)_치유력 Lv.3,Passive,FALSE,,FALSE,,None,750222,
750223,750223,3T 천 갑옷(전리품)_치유력 Lv.4,Passive,FALSE,,FALSE,,None,750223,
750224,750224,3T 천 신발(던전코어_a)_정밀 타격 Lv.1,Passive,FALSE,,FALSE,,None,750224,
750225,750225,3T 천 신발(던전코어_a)_정밀 타격 Lv.2,Passive,FALSE,,FALSE,,None,750225,
750226,750226,3T 천 신발(던전코어_a)_정밀 타격 Lv.3,Passive,FALSE,,FALSE,,None,750226,
750227,750227,3T 천 신발(던전코어_a)_정밀 타격 Lv.4,Passive,FALSE,,FALSE,,None,750227,
750228,750228,3T 천 신발(던전코어_a)_스킬 가속 Lv.1,Passive,FALSE,,FALSE,,None,750228,
750229,750229,3T 천 신발(던전코어_a)_스킬 가속 Lv.2,Passive,FALSE,,FALSE,,None,750229,
750230,750230,3T 천 신발(던전코어_a)_스킬 가속 Lv.3,Passive,FALSE,,FALSE,,None,750230,
750231,750231,3T 천 신발(던전코어_a)_스킬 가속 Lv.4,Passive,FALSE,,FALSE,,None,750231,
750232,750232,3T 천 신발(드랍_a)_생명 순환 Lv.1,Passive,FALSE,,FALSE,,None,750232,
750233,750233,3T 천 신발(드랍_a)_생명 순환 Lv.2,Passive,FALSE,,FALSE,,None,750233,
750234,750234,3T 천 신발(드랍_a)_생명 순환 Lv.3,Passive,FALSE,,FALSE,,None,750234,
750235,750235,3T 천 신발(드랍_a)_생명 순환 Lv.4,Passive,FALSE,,FALSE,,None,750235,
750236,750236,3T 천 신발(드랍_a)_치유력 Lv.1,Passive,FALSE,,FALSE,,None,750236,
750237,750237,3T 천 신발(드랍_a)_치유력 Lv.2,Passive,FALSE,,FALSE,,None,750237,
750238,750238,3T 천 신발(드랍_a)_치유력 Lv.3,Passive,FALSE,,FALSE,,None,750238,
750239,750239,3T 천 신발(드랍_a)_치유력 Lv.4,Passive,FALSE,,FALSE,,None,750239,
750240,750240,3T 천 신발(드랍_b)_전투 회복 Lv.1,Passive,FALSE,,FALSE,,None,750240,
750241,750241,3T 천 신발(드랍_b)_전투 회복 Lv.2,Passive,FALSE,,FALSE,,None,750241,
750242,750242,3T 천 신발(드랍_b)_전투 회복 Lv.3,Passive,FALSE,,FALSE,,None,750242,
750243,750243,3T 천 신발(드랍_b)_전투 회복 Lv.4,Passive,FALSE,,FALSE,,None,750243,
750244,750244,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.1,Passive,FALSE,,FALSE,,None,750244,
750245,750245,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.2,Passive,FALSE,,FALSE,,None,750245,
750246,750246,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.3,Passive,FALSE,,FALSE,,None,750246,
750247,750247,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.4,Passive,FALSE,,FALSE,,None,750247,
750248,750248,3T 천 신발(드랍_c)_전투 가속 Lv.1,Passive,FALSE,,FALSE,,None,750248,
750249,750249,3T 천 신발(드랍_c)_전투 가속 Lv.2,Passive,FALSE,,FALSE,,None,750249,
750250,750250,3T 천 신발(드랍_c)_전투 가속 Lv.3,Passive,FALSE,,FALSE,,None,750250,
750251,750251,3T 천 신발(드랍_c)_전투 가속 Lv.4,Passive,FALSE,,FALSE,,None,750251,
750252,750252,3T 천 신발(드랍_c)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750252,
750253,750253,3T 천 신발(드랍_c)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750253,
750254,750254,3T 천 신발(드랍_c)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750254,
750255,750255,3T 천 신발(드랍_c)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750255,
750256,750256,3T 천 장갑(던전코어_a)_전투 숙련 Lv.1,Passive,FALSE,,FALSE,,None,750256,
750257,750257,3T 천 장갑(던전코어_a)_전투 숙련 Lv.2,Passive,FALSE,,FALSE,,None,750257,
750258,750258,3T 천 장갑(던전코어_a)_전투 숙련 Lv.3,Passive,FALSE,,FALSE,,None,750258,
750259,750259,3T 천 장갑(던전코어_a)_전투 숙련 Lv.4,Passive,FALSE,,FALSE,,None,750259,
750260,750260,3T 천 장갑(던전코어_a)_치명타 확률 Lv.1,Passive,FALSE,,FALSE,,None,750260,
750261,750261,3T 천 장갑(던전코어_a)_치명타 확률 Lv.2,Passive,FALSE,,FALSE,,None,750261,
750262,750262,3T 천 장갑(던전코어_a)_치명타 확률 Lv.3,Passive,FALSE,,FALSE,,None,750262,
750263,750263,3T 천 장갑(던전코어_a)_치명타 확률 Lv.4,Passive,FALSE,,FALSE,,None,750263,
750264,750264,3T 천 장갑(전리품_a)_마력 흡수 Lv.1,Passive,FALSE,,FALSE,,None,750264,
750265,750265,3T 천 장갑(전리품_a)_마력 흡수 Lv.2,Passive,FALSE,,FALSE,,None,750265,
750266,750266,3T 천 장갑(전리품_a)_마력 흡수 Lv.3,Passive,FALSE,,FALSE,,None,750266,
750267,750267,3T 천 장갑(전리품_a)_마력 흡수 Lv.4,Passive,FALSE,,FALSE,,None,750267,
750268,750268,3T 천 장갑(전리품_a)_최대 생명력 Lv.1,Passive,FALSE,,FALSE,,None,750268,
750269,750269,3T 천 장갑(전리품_a)_최대 생명력 Lv.2,Passive,FALSE,,FALSE,,None,750269,
750270,750270,3T 천 장갑(전리품_a)_최대 생명력 Lv.3,Passive,FALSE,,FALSE,,None,750270,
750271,750271,3T 천 장갑(전리품_a)_최대 생명력 Lv.4,Passive,FALSE,,FALSE,,None,750271,
750272,750272,3T 천 장갑(전리품_b)_비전 가속 Lv.1,Passive,FALSE,,FALSE,,None,750272,
750273,750273,3T 천 장갑(전리품_b)_비전 가속 Lv.2,Passive,FALSE,,FALSE,,None,750273,
750274,750274,3T 천 장갑(전리품_b)_비전 가속 Lv.3,Passive,FALSE,,FALSE,,None,750274,
750275,750275,3T 천 장갑(전리품_b)_비전 가속 Lv.4,Passive,FALSE,,FALSE,,None,750275,
750276,750276,3T 천 장갑(전리품_b)_치유력 Lv.1,Passive,FALSE,,FALSE,,None,750276,
750277,750277,3T 천 장갑(전리품_b)_치유력 Lv.2,Passive,FALSE,,FALSE,,None,750277,
750278,750278,3T 천 장갑(전리품_b)_치유력 Lv.3,Passive,FALSE,,FALSE,,None,750278,
750279,750279,3T 천 장갑(전리품_b)_치유력 Lv.4,Passive,FALSE,,FALSE,,None,750279,
750280,750280,3T 천 투구(던전코어_a)_마력 가속 Lv.1,Passive,FALSE,,FALSE,,None,750280,
750281,750281,3T 천 투구(던전코어_a)_마력 가속 Lv.2,Passive,FALSE,,FALSE,,None,750281,
750282,750282,3T 천 투구(던전코어_a)_마력 가속 Lv.3,Passive,FALSE,,FALSE,,None,750282,
750283,750283,3T 천 투구(던전코어_a)_마력 가속 Lv.4,Passive,FALSE,,FALSE,,None,750283,
750284,750284,3T 천 투구(던전코어_a)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750284,
750285,750285,3T 천 투구(던전코어_a)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750285,
750286,750286,3T 천 투구(던전코어_a)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750286,
750287,750287,3T 천 투구(던전코어_a)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750287,
750288,750288,3T 천 투구(드랍)_마력 회복 Lv.1,Passive,FALSE,,FALSE,,None,750288,
750289,750289,3T 천 투구(드랍)_마력 회복 Lv.2,Passive,FALSE,,FALSE,,None,750289,
750290,750290,3T 천 투구(드랍)_마력 회복 Lv.3,Passive,FALSE,,FALSE,,None,750290,
750291,750291,3T 천 투구(드랍)_마력 회복 Lv.4,Passive,FALSE,,FALSE,,None,750291,
750292,750292,3T 천 투구(드랍)_치유력 Lv.1,Passive,FALSE,,FALSE,,None,750292,
750293,750293,3T 천 투구(드랍)_치유력 Lv.2,Passive,FALSE,,FALSE,,None,750293,
750294,750294,3T 천 투구(드랍)_치유력 Lv.3,Passive,FALSE,,FALSE,,None,750294,
750295,750295,3T 천 투구(드랍)_치유력 Lv.4,Passive,FALSE,,FALSE,,None,750295,
750296,750296,3T 천 투구(전리품)_생명 순환 Lv.1,Passive,FALSE,,FALSE,,None,750296,
750297,750297,3T 천 투구(전리품)_생명 순환 Lv.2,Passive,FALSE,,FALSE,,None,750297,
750298,750298,3T 천 투구(전리품)_생명 순환 Lv.3,Passive,FALSE,,FALSE,,None,750298,
750299,750299,3T 천 투구(전리품)_생명 순환 Lv.4,Passive,FALSE,,FALSE,,None,750299,
750300,750300,3T 천 투구(전리품)_받는 피해 감소 Lv.1,Passive,FALSE,,FALSE,,None,750300,
750301,750301,3T 천 투구(전리품)_받는 피해 감소 Lv.2,Passive,FALSE,,FALSE,,None,750301,
750302,750302,3T 천 투구(전리품)_받는 피해 감소 Lv.3,Passive,FALSE,,FALSE,,None,750302,
750303,750303,3T 천 투구(전리품)_받는 피해 감소 Lv.4,Passive,FALSE,,FALSE,,None,750303,
750304,750304,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.1,Passive,FALSE,,FALSE,,None,750304,
750305,750305,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.2,Passive,FALSE,,FALSE,,None,750305,
750306,750306,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.3,Passive,FALSE,,FALSE,,None,750306,
750307,750307,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.4,Passive,FALSE,,FALSE,,None,750307,
750308,750308,3T 판금 갑옷(던전코어_a)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750308,
750309,750309,3T 판금 갑옷(던전코어_a)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750309,
750310,750310,3T 판금 갑옷(던전코어_a)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750310,
750311,750311,3T 판금 갑옷(던전코어_a)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750311,
750312,750312,3T 판금 갑옷(드랍)_냉혹함 Lv.1,Passive,FALSE,,FALSE,,None,750312,
750313,750313,3T 판금 갑옷(드랍)_냉혹함 Lv.2,Passive,FALSE,,FALSE,,None,750313,
750314,750314,3T 판금 갑옷(드랍)_냉혹함 Lv.3,Passive,FALSE,,FALSE,,None,750314,
750315,750315,3T 판금 갑옷(드랍)_냉혹함 Lv.4,Passive,FALSE,,FALSE,,None,750315,
750316,750316,3T 판금 갑옷(드랍)_치명타 피해 Lv.1,Passive,FALSE,,FALSE,,None,750316,
750317,750317,3T 판금 갑옷(드랍)_치명타 피해 Lv.2,Passive,FALSE,,FALSE,,None,750317,
750318,750318,3T 판금 갑옷(드랍)_치명타 피해 Lv.3,Passive,FALSE,,FALSE,,None,750318,
750319,750319,3T 판금 갑옷(드랍)_치명타 피해 Lv.4,Passive,FALSE,,FALSE,,None,750319,
750320,750320,3T 판금 갑옷(전리품)_불굴 Lv.1,Passive,FALSE,,FALSE,,None,750320,
750321,750321,3T 판금 갑옷(전리품)_불굴 Lv.2,Passive,FALSE,,FALSE,,None,750321,
750322,750322,3T 판금 갑옷(전리품)_불굴 Lv.3,Passive,FALSE,,FALSE,,None,750322,
750323,750323,3T 판금 갑옷(전리품)_불굴 Lv.4,Passive,FALSE,,FALSE,,None,750323,
750324,750324,3T 판금 갑옷(전리품)_방어력 Lv.1,Passive,FALSE,,FALSE,,None,750324,
750325,750325,3T 판금 갑옷(전리품)_방어력 Lv.2,Passive,FALSE,,FALSE,,None,750325,
750326,750326,3T 판금 갑옷(전리품)_방어력 Lv.3,Passive,FALSE,,FALSE,,None,750326,
750327,750327,3T 판금 갑옷(전리품)_방어력 Lv.4,Passive,FALSE,,FALSE,,None,750327,
750328,750328,3T 판금 신발(던전코어_a)_전투 집중 Lv.1,Passive,FALSE,,FALSE,,None,750328,
750329,750329,3T 판금 신발(던전코어_a)_전투 집중 Lv.2,Passive,FALSE,,FALSE,,None,750329,
750330,750330,3T 판금 신발(던전코어_a)_전투 집중 Lv.3,Passive,FALSE,,FALSE,,None,750330,
750331,750331,3T 판금 신발(던전코어_a)_전투 집중 Lv.4,Passive,FALSE,,FALSE,,None,750331,
750332,750332,3T 판금 신발(던전코어_a)_피해 증가 Lv.1,Passive,FALSE,,FALSE,,None,750332,
750333,750333,3T 판금 신발(던전코어_a)_피해 증가 Lv.2,Passive,FALSE,,FALSE,,None,750333,
750334,750334,3T 판금 신발(던전코어_a)_피해 증가 Lv.3,Passive,FALSE,,FALSE,,None,750334,
750335,750335,3T 판금 신발(던전코어_a)_피해 증가 Lv.4,Passive,FALSE,,FALSE,,None,750335,
750336,750336,3T 판금 신발(드랍_a)_재생 갑주 Lv.1,Passive,FALSE,,FALSE,,None,750336,
750337,750337,3T 판금 신발(드랍_a)_재생 갑주 Lv.2,Passive,FALSE,,FALSE,,None,750337,
750338,750338,3T 판금 신발(드랍_a)_재생 갑주 Lv.3,Passive,FALSE,,FALSE,,None,750338,
750339,750339,3T 판금 신발(드랍_a)_재생 갑주 Lv.4,Passive,FALSE,,FALSE,,None,750339,
750340,750340,3T 판금 신발(드랍_a)_최대 생명력 Lv.1,Passive,FALSE,,FALSE,,None,750340,
750341,750341,3T 판금 신발(드랍_a)_최대 생명력 Lv.2,Passive,FALSE,,FALSE,,None,750341,
750342,750342,3T 판금 신발(드랍_a)_최대 생명력 Lv.3,Passive,FALSE,,FALSE,,None,750342,
750343,750343,3T 판금 신발(드랍_a)_최대 생명력 Lv.4,Passive,FALSE,,FALSE,,None,750343,
750344,750344,3T 판금 신발(드랍_b)_수호 집중 Lv.1,Passive,FALSE,,FALSE,,None,750344,
750345,750345,3T 판금 신발(드랍_b)_수호 집중 Lv.2,Passive,FALSE,,FALSE,,None,750345,
750346,750346,3T 판금 신발(드랍_b)_수호 집중 Lv.3,Passive,FALSE,,FALSE,,None,750346,
750347,750347,3T 판금 신발(드랍_b)_수호 집중 Lv.4,Passive,FALSE,,FALSE,,None,750347,
750348,750348,3T 판금 신발(드랍_b)_PVE 피해 증가 Lv.1,Passive,FALSE,,FALSE,,None,750348,
750349,750349,3T 판금 신발(드랍_b)_PVE 피해 증가 Lv.2,Passive,FALSE,,FALSE,,None,750349,
750350,750350,3T 판금 신발(드랍_b)_PVE 피해 증가 Lv.3,Passive,FALSE,,FALSE,,None,750350,
750351,750351,3T 판금 신발(드랍_b)_PVE 피해 증가 Lv.4,Passive,FALSE,,FALSE,,None,750351,
750352,750352,3T 판금 신발(드랍_c)_폭주 가속 Lv.1,Passive,FALSE,,FALSE,,None,750352,
750353,750353,3T 판금 신발(드랍_c)_폭주 가속 Lv.2,Passive,FALSE,,FALSE,,None,750353,
750354,750354,3T 판금 신발(드랍_c)_폭주 가속 Lv.3,Passive,FALSE,,FALSE,,None,750354,
750355,750355,3T 판금 신발(드랍_c)_폭주 가속 Lv.4,Passive,FALSE,,FALSE,,None,750355,
750356,750356,3T 판금 신발(드랍_c)_공속 Lv.1,Passive,FALSE,,FALSE,,None,750356,
750357,750357,3T 판금 신발(드랍_c)_공속 Lv.2,Passive,FALSE,,FALSE,,None,750357,
750358,750358,3T 판금 신발(드랍_c)_공속 Lv.3,Passive,FALSE,,FALSE,,None,750358,
750359,750359,3T 판금 신발(드랍_c)_공속 Lv.4,Passive,FALSE,,FALSE,,None,750359,
750360,750360,3T 판금 장갑(던전코어_a)_활력 폭주 Lv.1,Passive,FALSE,,FALSE,,None,750360,
750361,750361,3T 판금 장갑(던전코어_a)_활력 폭주 Lv.2,Passive,FALSE,,FALSE,,None,750361,
750362,750362,3T 판금 장갑(던전코어_a)_활력 폭주 Lv.3,Passive,FALSE,,FALSE,,None,750362,
750363,750363,3T 판금 장갑(던전코어_a)_활력 폭주 Lv.4,Passive,FALSE,,FALSE,,None,750363,
750364,750364,3T 판금 장갑(던전코어_a)_치명타 확률 Lv.1,Passive,FALSE,,FALSE,,None,750364,
750365,750365,3T 판금 장갑(던전코어_a)_치명타 확률 Lv.2,Passive,FALSE,,FALSE,,None,750365,
750366,750366,3T 판금 장갑(던전코어_a)_치명타 확률 Lv.3,Passive,FALSE,,FALSE,,None,750366,
750367,750367,3T 판금 장갑(던전코어_a)_치명타 확률 Lv.4,Passive,FALSE,,FALSE,,None,750367,
750368,750368,3T 판금 장갑(전리품_a)_철벽 Lv.1,Passive,FALSE,,FALSE,,None,750368,
750369,750369,3T 판금 장갑(전리품_a)_철벽 Lv.2,Passive,FALSE,,FALSE,,None,750369,
750370,750370,3T 판금 장갑(전리품_a)_철벽 Lv.3,Passive,FALSE,,FALSE,,None,750370,
750371,750371,3T 판금 장갑(전리품_a)_철벽 Lv.4,Passive,FALSE,,FALSE,,None,750371,
750372,750372,3T 판금 장갑(전리품_a)_받는 치유량 Lv.1,Passive,FALSE,,FALSE,,None,750372,
750373,750373,3T 판금 장갑(전리품_a)_받는 치유량 Lv.2,Passive,FALSE,,FALSE,,None,750373,
750374,750374,3T 판금 장갑(전리품_a)_받는 치유량 Lv.3,Passive,FALSE,,FALSE,,None,750374,
750375,750375,3T 판금 장갑(전리품_a)_받는 치유량 Lv.4,Passive,FALSE,,FALSE,,None,750375,
750376,750376,3T 판금 장갑(전리품_b)_거인의 체력 Lv.1,Passive,FALSE,,FALSE,,None,750376,
