root_id,root_type,root_name,nodeId,comment,desc_name,description,equipment_category,status_tag_condition_cids,anim_name,anim_weapon_state,global_cooltime,cooltime,aim,range,effective_range,adjust_within_range,ray_cast_skill_option,rotate_time,rotate_limit,cost_h_p,cost_h_pper,cost_m_p,cost_m_pper,cost_item_type,cost_item_count,first_notify_apply_selection,apply_selections,linked_skill,show_casting_bar,durability_consume,skill_casting
200401,skill_root,폭주 Lv.1,2004010020018,,,,TwohandSword,[],None,None,0,0,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,2004010020019,[],,false,0,
200451,skill_root,분노의 일격 Lv.1,2004510020003,분노의 일격 Lv.1,분노의 일격 Lv.1,다음 일반 공격을 강화하여 강한 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Dagger,[],None,None,0,12000,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,2004510020004,[],,false,5,
200501,skill_root,대지 분쇄 Lv.1,2005010020003,대지 분쇄 Lv.1,대지 분쇄 Lv.1,검을 땅에 찍어 원형 범위에 대미지를 입힙니다.,TwohandSword,[],Nu_F_Twohand_Co_Skill_13_MO,Draw,300,20000,Self,0,0,Option,Immediately,0,false,0,0,50,0,0,0,2005010020004,[],,true,5,
200551,skill_root,공간 가르기 Lv.1,2005510020003,공간 가르기 Lv.1,공간 가르기 Lv.1,양손검을 두 번 강하게 휘둘러 부채꼴 범위와 직사각형 범위를 연달아 공격합니다.,TwohandSword,[],Nu_F_Twohand_Co_Skill_14_MO,Draw,0,45000,Direction,550,0,Option,Option,0,false,0,0,150,0,0,0,2005510020004,"[""2005510020007""]",,true,5,
200601,skill_root,2티어 양손검 Q 스킬 Lv.1,2006010020003,몰아치기 Lv.1,,,TwohandSword,[],None,None,0,8000,Self,0,0,Option,Option,0,false,0,0,10,0,0,0,2006010020004,[],,false,5,
200651,skill_root,찌르기 Lv.1,2006510020003,찌르기 Lv.1,,,TwohandSword,[],Nu_F_Twohand_Co_Skill_02_MO,Draw,0,12000,Direction,300,0,Option,Option,0,false,0,0,30,0,0,0,2006510020004,[],,true,5,
200701,skill_root,결투 돌입 Lv.1,2007010020003,결투 돌입 Lv.1,,,TwohandSword,[],Nu_F_Dagger_Co_Skill_04_MO,Draw,0,20000,Unit,500,0,Option,Option,0,false,0,0,50,0,0,0,2007010020004,[],,false,0,
200751,skill_root,섬광의 길 Lv.1,2007510020003,섬광의 길 Lv.1,,,TwohandSword,[],Nu_F_Staff_Co_Skill_02_MO,Draw,0,50000,Pos,1,0,Always,Option,0,false,0,0,150,0,0,0,2007510020004,[],,true,5,
300000,skill_root,충격 사격,3000000020003,충격 사격,충격 사격,,Bow,[],None,None,0,5000,Self,0,0,Option,Option,0,false,0,0,15,0,0,0,3000000020004,[],,false,2,
300001,skill_root,충격 사격 Lv.1,3000010020003,,,지정한 방향으로 충격 화살을 날려 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가,Staff,[],Nu_F_Staff_Co_Skill_01_MO,Draw,0,5000,Direction,1000,0,Option,Option,0,false,0,0,10,0,0,0,3000010020004,[],,true,5,
300002,skill_root,충격 사격 Lv.2,3000020020003,,,지정한 방향으로 충격 화살을 날려 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가,Staff,[],Nu_F_Staff_Co_Skill_01_MO,Draw,0,3000,Direction,1000,0,Option,Option,0,false,0,0,30,0,0,0,3000020020004,[],,true,5,
300003,skill_root,충격 사격 Lv.3,3000030020003,,,지정한 방향으로 충격 화살을 날려 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가,Staff,[],Nu_F_Staff_Co_Skill_01_MO,Draw,0,3000,Direction,1000,0,Option,Option,0,false,0,0,30,0,0,0,3000030020004,[],,true,5,
300004,skill_root,충격 사격 Lv.4,3000040020003,,,지정한 방향으로 충격 화살을 날려 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가,Staff,[],Nu_F_Staff_Co_Skill_01_MO,Draw,0,3000,Direction,1000,0,Option,Option,0,false,0,0,30,0,0,0,3000040020004,[],,true,5,
300005,skill_root,충격 사격 Lv.5,3000050020003,,,지정한 방향으로 충격 화살을 날려 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가,Staff,[],Nu_F_Staff_Co_Skill_01_MO,Draw,0,3000,Direction,1000,0,Option,Option,0,false,0,0,30,0,0,0,3000050020004,[],,true,5,
300051,skill_root,발묶음 Lv.1,3000510020003,발묶음 Lv.1,발묶음 Lv.1,덫 화살을 지정한 위치로 발사하여 피해를 입히고 속박을 부여합니다.\n\n속박 효과\n- 이동 관련 조작 불가\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가\n- 속박 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_02_MO,Draw,0,45000,Pos,600,0,Option,Option,0,false,0,0,180,0,0,0,3000510020004,[],,true,5,
300052,skill_root,발묶음 Lv.2,3000520020003,발묶음 Lv.2,발묶음 Lv.2,덫 화살을 지정한 위치로 발사하여 피해를 입히고 속박을 부여합니다.\n\n속박 효과\n- 이동 관련 조작 불가\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가\n- 속박 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_02_MO,Draw,0,30000,Pos,600,0,Option,Option,0,false,0,0,50,0,0,0,3000520020004,[],,true,5,
300053,skill_root,발묶음 Lv.3,3000530020003,발묶음 Lv.3,발묶음 Lv.3,덫 화살을 지정한 위치로 발사하여 피해를 입히고 속박을 부여합니다.\n\n속박 효과\n- 이동 관련 조작 불가\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가\n- 속박 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_02_MO,Draw,0,30000,Pos,600,0,Option,Option,0,false,0,0,50,0,0,0,3000530020004,[],,true,5,
300054,skill_root,발묶음 Lv.4,3000540020003,발묶음 Lv.4,발묶음 Lv.4,덫 화살을 지정한 위치로 발사하여 피해를 입히고 속박을 부여합니다.\n\n속박 효과\n- 이동 관련 조작 불가\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가\n- 속박 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_02_MO,Draw,0,30000,Pos,600,0,Option,Option,0,false,0,0,50,0,0,0,3000540020004,[],,true,5,
300055,skill_root,발묶음 Lv.5,3000550020003,발묶음 Lv.5,발묶음 Lv.5,덫 화살을 지정한 위치로 발사하여 피해를 입히고 속박을 부여합니다.\n\n속박 효과\n- 이동 관련 조작 불가\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가\n- 속박 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_02_MO,Draw,0,30000,Pos,600,0,Option,Option,0,false,0,0,50,0,0,0,3000550020004,[],,true,5,
300101,skill_root,불화살 소나기  Lv.1,3001010020003,불화살 소나기,불화살 소나기  Lv.1,마법 화살을 하늘에 쏴 불화살 소나기를 내려 지정한 범위에 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_03_MO,Draw,0,15000,Pos,700,0,Option,Option,0,false,0,0,30,0,0,0,3001010020004,"[""3001010020007"",""3001010020010"",""3001010020013"",""3001010020016""]",,true,5,
300102,skill_root,불화살 소나기  Lv.2,3001020020003,불화살 소나기,불화살 소나기  Lv.2,마법 화살을 하늘에 쏴 불화살 소나기를 내려 지정한 범위에 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_03_MO,Draw,0,15000,Pos,700,0,Option,Option,0,false,0,0,35,0,0,0,3001020020004,"[""3001020020007"",""3001020020010"",""3001020020013"",""3001020020016""]",,true,5,
300103,skill_root,불화살 소나기  Lv.3,3001030020003,불화살 소나기,불화살 소나기  Lv.3,마법 화살을 하늘에 쏴 불화살 소나기를 내려 지정한 범위에 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_03_MO,Draw,0,15000,Pos,700,0,Option,Option,0,false,0,0,40,0,0,0,3001030020004,"[""3001030020007"",""3001030020010"",""3001030020013"",""3001030020016""]",,true,5,
300104,skill_root,불화살 소나기  Lv.4,3001040020003,불화살 소나기,불화살 소나기  Lv.4,마법 화살을 하늘에 쏴 불화살 소나기를 내려 지정한 범위에 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_03_MO,Draw,0,15000,Pos,700,0,Option,Option,0,false,0,0,45,0,0,0,3001040020004,"[""3001040020007"",""3001040020010"",""3001040020013"",""3001040020016""]",,true,5,
300105,skill_root,불화살 소나기  Lv.5,3001050020003,불화살 소나기,불화살 소나기  Lv.5,마법 화살을 하늘에 쏴 불화살 소나기를 내려 지정한 범위에 피해를 입힙니다.\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_03_MO,Draw,0,15000,Pos,700,0,Option,Option,0,false,0,0,50,0,0,0,3001050020004,"[""3001050020007"",""3001050020010"",""3001050020013"",""3001050020016""]",,true,5,
300151,skill_root,급습 Lv.1,3001510020003,,급습 Lv.1,"지정한 위치로 순간 이동하며, 일정 시간 동안 공격 속도, 치명타율이 증가합니다.\n\n급습 효과 부여 중 적 처치 시 급습 기술의 재사용 대기 시간이 1초씩 감소합니다.\n\n레벨업 효과\n- 공격 속도 증가\n- 치명타율 증가\n- 재사용 대기시간 감소",None,[],common_flash_5t,None,0,20000,Pos,450,0,Always,Immediately,0,false,0,0,55,0,0,0,3001510020004,[],,false,0,
300152,skill_root,급습 Lv.2,3001520020003,,급습 Lv.1,"지정한 위치로 순간 이동하며, 일정 시간 동안 공격 속도, 치명타율이 증가합니다.\n\n급습 효과 부여 중 적 처치 시 급습 기술의 재사용 대기 시간이 1초씩 감소합니다.\n\n레벨업 효과\n- 공격 속도 증가\n- 치명타율 증가\n- 재사용 대기시간 감소",None,[],common_flash_5t,None,0,15000,Pos,450,0,Always,Immediately,0,false,0,0,30,0,0,0,3001520020004,[],,false,0,
300153,skill_root,급습 Lv.3,3001530020003,,급습 Lv.3,"지정한 위치로 순간 이동하며, 일정 시간 동안 공격 속도, 치명타율이 증가합니다.\n\n급습 효과 부여 중 적 처치 시 급습 기술의 재사용 대기 시간이 1초씩 감소합니다.\n\n레벨업 효과\n- 공격 속도 증가\n- 치명타율 증가\n- 재사용 대기시간 감소",None,[],common_flash_5t,None,0,15000,Pos,450,0,Always,Immediately,0,false,0,0,30,0,0,0,3001530020004,[],,false,0,
300154,skill_root,급습 Lv.4,3001540020003,,급습 Lv.4,"지정한 위치로 순간 이동하며, 일정 시간 동안 공격 속도, 치명타율이 증가합니다.\n\n급습 효과 부여 중 적 처치 시 급습 기술의 재사용 대기 시간이 1초씩 감소합니다.\n\n레벨업 효과\n- 공격 속도 증가\n- 치명타율 증가\n- 재사용 대기시간 감소",None,[],common_flash_5t,None,0,15000,Pos,450,0,Always,Immediately,0,false,0,0,30,0,0,0,3001540020004,[],,false,0,
300155,skill_root,급습 Lv.5,3001550020003,,급습 Lv.5,"지정한 위치로 순간 이동하며, 일정 시간 동안 공격 속도, 치명타율이 증가합니다.\n\n급습 효과 부여 중 적 처치 시 급습 기술의 재사용 대기 시간이 1초씩 감소합니다.\n\n레벨업 효과\n- 공격 속도 증가\n- 치명타율 증가\n- 재사용 대기시간 감소",None,[],common_flash_5t,None,0,15000,Pos,450,0,Always,Immediately,0,false,0,0,30,0,0,0,3001550020004,[],,false,0,
300200,skill_root,연쇄 : 느려짐을 기절로 변경,3002000020003,연쇄 : 느려짐을 기절로 변경,연쇄 : 느려짐을 기절로 변경,연쇄 : 느려짐을 기절로 변경,None,[],None,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3002000020004,[],,false,0,
300201,skill_root,저격 Lv.1,3002010020003,저격,저격 Lv.1,지정한 방향으로 관통 화살을 쏴 일직선 범위에 피해를 입힙니다.\n\n연쇄 효과\n- 느려짐 대상 공격 시 기절\n- 기절 대상 공격 시 추가 피해\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가,Bow,[],Nu_F_Bow_Co_Skill_10_MO,Draw,0,5000,Direction,800,0,Option,Option,0,false,0,0,30,0,0,0,3002010020004,[],,true,5,
300202,skill_root,저격 Lv.2,3002020020003,저격,저격 Lv.2,지정한 방향으로 관통 화살을 쏴 일직선 범위에 피해를 입힙니다.\n\n연쇄 효과\n- 느려짐 대상 공격 시 기절\n- 기절 대상 공격 시 추가 피해\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가,Bow,[],Nu_F_Bow_Co_Skill_10_MO,Draw,0,5000,Direction,800,0,Option,Option,0,false,0,0,30,0,0,0,3002020020004,[],,true,5,
300203,skill_root,저격 Lv.3,3002030020003,저격,저격 Lv.3,지정한 방향으로 관통 화살을 쏴 일직선 범위에 피해를 입힙니다.\n\n연쇄 효과\n- 느려짐 대상 공격 시 기절\n- 기절 대상 공격 시 추가 피해\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가,Bow,[],Nu_F_Bow_Co_Skill_10_MO,Draw,0,5000,Direction,800,0,Option,Option,0,false,0,0,30,0,0,0,3002030020004,[],,true,5,
300204,skill_root,저격 Lv.4,3002040020003,저격,저격 Lv.4,지정한 방향으로 관통 화살을 쏴 일직선 범위에 피해를 입힙니다.\n\n연쇄 효과\n- 느려짐 대상 공격 시 기절\n- 기절 대상 공격 시 추가 피해\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가,Bow,[],Nu_F_Bow_Co_Skill_10_MO,Draw,0,5000,Direction,800,0,Option,Option,0,false,0,0,30,0,0,0,3002040020004,[],,true,5,
300205,skill_root,저격 Lv.5,3002050020003,저격,저격 Lv.5,지정한 방향으로 관통 화살을 쏴 일직선 범위에 피해를 입힙니다.\n\n연쇄 효과\n- 느려짐 대상 공격 시 기절\n- 기절 대상 공격 시 추가 피해\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가,Bow,[],Nu_F_Bow_Co_Skill_10_MO,Draw,0,5000,Direction,800,0,Option,Option,0,false,0,0,30,0,0,0,3002050020004,[],,true,5,
300251,skill_root,방출 사격 Lv.1,3002510020003,방출 사격 Lv.1,방출 사격 Lv.1,부채꼴 범위에 다수의 화살을 쏴 적들에게 느려짐과 피해를 입히고 밀어냅니다.\n\n느려짐 효과\n- 이동 속도 감소\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_11_MO,Draw,0,12000,Direction,550,0,Option,Option,0,false,0,0,30,0,0,0,3002510020004,[],,true,5,
300252,skill_root,방출 사격 Lv.2,3002520020003,방출 사격 Lv.2,방출 사격 Lv.2,부채꼴 범위에 다수의 화살을 쏴 적들에게 느려짐과 피해를 입히고 밀어냅니다.\n\n느려짐 효과\n- 이동 속도 감소\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_11_MO,Draw,0,12000,Direction,550,0,Option,Option,0,false,0,0,35,0,0,0,3002520020004,[],,true,5,
300253,skill_root,방출 사격 Lv.3,3002530020003,방출 사격 Lv.3,방출 사격 Lv.3,부채꼴 범위에 다수의 화살을 쏴 적들에게 느려짐과 피해를 입히고 밀어냅니다.\n\n느려짐 효과\n- 이동 속도 감소\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_11_MO,Draw,0,12000,Direction,550,0,Option,Option,0,false,0,0,40,0,0,0,3002530020004,[],,true,5,
300254,skill_root,방출 사격 Lv.4,3002540020003,방출 사격 Lv.4,방출 사격 Lv.4,부채꼴 범위에 다수의 화살을 쏴 적들에게 느려짐과 피해를 입히고 밀어냅니다.\n\n느려짐 효과\n- 이동 속도 감소\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_11_MO,Draw,0,12000,Direction,550,0,Option,Option,0,false,0,0,45,0,0,0,3002540020004,[],,true,5,
300255,skill_root,방출 사격 Lv.5,3002550020003,방출 사격 Lv.5,방출 사격 Lv.5,부채꼴 범위에 다수의 화살을 쏴 적들에게 느려짐과 피해를 입히고 밀어냅니다.\n\n느려짐 효과\n- 이동 속도 감소\n\n레벨업 효과\n- 피해량 증가\n- 마나 소모량 증가,Bow,[],Nu_F_Bow_Co_Skill_11_MO,Draw,0,12000,Direction,550,0,Option,Option,0,false,0,0,50,0,0,0,3002550020004,[],,true,5,
300301,skill_root,연속 쏘기 Lv.1,3003010020003,,연속 쏘기 Lv.1,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,12000,Self,0,0,Option,Option,0,false,0,0,35,0,0,0,3003010020004,[],,false,2,
300302,skill_root,연속 쏘기 Lv.2,3003020020003,,연속 쏘기 Lv.2,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,10000,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003020020004,[],,false,2,
300303,skill_root,연속 쏘기 Lv.3,3003030020003,,연속 쏘기 Lv.3,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,10000,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003030020004,[],,false,2,
300304,skill_root,연속 쏘기 Lv.4,3003040020003,,연속 쏘기 Lv.4,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,10000,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003040020004,[],,false,2,
300305,skill_root,연속 쏘기 Lv.5,3003050020003,,연속 쏘기 Lv.5,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,10000,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003050020004,[],,false,2,
300306,skill_root,연속 쏘기 1타 Lv.1,3003060020003,,연속 쏘기 1타 Lv.1,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003060020004,[],,false,0,
300307,skill_root,연속 쏘기 2타 Lv.1,3003070020003,,연속 쏘기 2타 Lv.1,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003070020004,[],,false,0,
300308,skill_root,연속 쏘기 3타 Lv.1,3003080020003,,연속 쏘기 3타 Lv.1,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003080020004,[],,false,0,
300309,skill_root,연속 쏘기 1타 Lv.2,3003090020003,,연속 쏘기 1타 Lv.2,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003090020004,[],,false,0,
300310,skill_root,연속 쏘기 2타 Lv.2,3003100020003,,연속 쏘기 2타 Lv.2,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003100020004,[],,false,0,
300311,skill_root,연속 쏘기 3타 Lv.2,3003110020003,,연속 쏘기 3타 Lv.2,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003110020004,[],,false,0,
300312,skill_root,연속 쏘기 1타 Lv.3,3003120020003,,연속 쏘기 1타 Lv.3,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003120020004,[],,false,0,
300313,skill_root,연속 쏘기 2타 Lv.3,3003130020003,,연속 쏘기 2타 Lv.3,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003130020004,[],,false,0,
300314,skill_root,연속 쏘기 3타 Lv.3,3003140020003,,연속 쏘기 3타 Lv.3,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003140020004,[],,false,0,
300315,skill_root,연속 쏘기 1타 Lv.4,3003150020003,,연속 쏘기 1타 Lv.4,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003150020004,[],,false,0,
300316,skill_root,연속 쏘기 2타 Lv.4,3003160020003,,연속 쏘기 2타 Lv.4,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003160020004,[],,false,0,
300317,skill_root,연속 쏘기 3타 Lv.4,3003170020003,,연속 쏘기 3타 Lv.4,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003170020004,[],,false,0,
300318,skill_root,연속 쏘기 1타 Lv.5,3003180020003,,연속 쏘기 1타 Lv.5,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003180020004,[],,false,0,
300319,skill_root,연속 쏘기 2타 Lv.5,3003190020003,,연속 쏘기 2타 Lv.5,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003190020004,[],,false,0,
300320,skill_root,연속 쏘기 3타 Lv.5,3003200020003,,연속 쏘기 3타 Lv.5,,None,[],,None,0,0,Unit,0,0,Option,Option,0,false,0,0,0,0,0,0,3003200020004,[],,false,0,
300321,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.1,3003210020003,,연속 쏘기_처치 시 쿨 1초 감소 Lv.1,,Bow,[],,None,0,0,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,3003210020004,[],,false,0,
300322,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.2,3003220020003,,연속 쏘기_처치 시 쿨 1초 감소 Lv.2,,Bow,[],,None,0,0,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,3003220020004,[],,false,0,
300323,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.3,3003230020003,,연속 쏘기_처치 시 쿨 1초 감소 Lv.3,,Bow,[],,None,0,0,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,3003230020004,[],,false,0,
300324,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.4,3003240020003,,연속 쏘기_처치 시 쿨 1초 감소 Lv.4,,Bow,[],,None,0,0,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,3003240020004,[],,false,0,
300325,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.5,3003250020003,,연속 쏘기_처치 시 쿨 1초 감소 Lv.5,,Bow,[],,None,0,0,Self,0,0,Option,Option,0,false,0,0,0,0,0,0,3003250020004,[],,false,0,
300326,skill_root,급습으로 인한 연속 쏘기 Lv.1,3003260020003,,연속 쏘기 Lv.1,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,0,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003260020004,[],,false,2,
300327,skill_root,급습으로 인한 연속 쏘기 Lv.2,3003270020003,,,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,0,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003270020004,[],,false,2,
300328,skill_root,급습으로 인한 연속 쏘기 Lv.3,3003280020003,,,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,0,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003280020004,[],,false,2,
300329,skill_root,급습으로 인한 연속 쏘기 Lv.4,3003290020003,,,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,0,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003290020004,[],,false,2,
300330,skill_root,급습으로 인한 연속 쏘기 Lv.5,3003300020003,,,"일정 시간 동안 공격 속도, 치명타율, 이동 속도가 증가하고, 일반 공격 시 추가 공격을 가합니다.\n\n레벨업 효과\n- 피해량 증가\n- 이동 속도 증가\n- 재사용 대기시간 감소\n- 연속 쏘기 지속 시간 증가",Bow,[],Nu_F_Bow_Co_Skill_12_MO,Draw,0,0,Self,0,0,Option,Option,0,false,0,0,30,0,0,0,3003300020004,[],,false,2,
300351,skill_root,폭탄 화살 Lv.1,3003510020003,,폭탄 화살 Lv.1,지정한 방향으로 폭탄 화살을 날려 범위 피해를 입히고 기절을 부여합니다.\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가\n- 기절 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_13_MO,Draw,0,40000,Direction,1000,0,Option,Option,0,false,0,0,100,0,0,0,3003510020004,[],,false,5,
300352,skill_root,폭탄 화살 Lv.2,3003520020003,,폭탄 화살 Lv.2,지정한 방향으로 폭탄 화살을 날려 범위 피해를 입히고 기절을 부여합니다.\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가\n- 기절 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_13_MO,Draw,0,40000,Direction,1000,0,Option,Option,0,false,0,0,100,0,0,0,3003520020004,[],,false,5,
300353,skill_root,폭탄 화살 Lv.3,3003530020003,,폭탄 화살 Lv.3,지정한 방향으로 폭탄 화살을 날려 범위 피해를 입히고 기절을 부여합니다.\n\n기절 효과\n- 움직이거나 행동할 수 없음\n\n레벨업 효과\n- 피해량 증가\n- 기절 지속 시간 증가,Bow,[],Nu_F_Bow_Co_Skill_13_MO,Draw,0,40000,Direction,1000,0,Option,Option,0,false,0,0,100,0,0,0,3003530020004,[],,false,5,
