OID,Cid,Comment,String
1270,1270,,젖고픈
1271,1271,,젖까
1272,1272,,젖꺽쥐
1273,1273,,젖꺽지
1274,1274,,젖꼭쥐
1275,1275,,젖꼭지
1276,1276,,젖꼭찌
1277,1277,,젖도
1278,1278,,젖마나
1279,1279,,젖마난
1280,1280,,젖만한
1281,1281,,젖발사
1282,1282,,젖밥
1283,1283,,젖밥새귀
1284,1284,,젖빠지게
1285,1285,,젖뽕
1286,1286,,젖은팬티
1287,1287,,젖이다
1288,1288,,젖이하트네
1289,1289,,젖치기
1290,1290,,젖탱
1291,1291,,젖탱이
1292,1292,,젖통
1293,1293,,젖퉁
1294,1294,,젗같은
1295,1295,,젗까
1296,1296,,젗도
1297,1297,,젗밥
1298,1298,,젙같은
1299,1299,,졎꼭지
1300,1300,,졎꼭찌
1301,1301,,조가튼
1302,1302,,조가튼년
1303,1303,,조개나빨어
1304,1304,,조개맛똥꼬
1305,1305,,조건녀
1306,1306,,조까
1307,1307,,조까튼
1308,1308,,조따큰보지
1309,1309,,조빠지게
1310,1310,,조빱
1311,1311,,조센징
1312,1312,,조슬핥아
1313,1313,,조시나까잡숴
1314,1314,,조여주는구멍
1315,1315,,조옷까
1316,1316,,조홋까튼뇬
1317,1317,,족같
1318,1318,,족까
1319,1319,,족밥
1320,1320,,존나꼴리내
1321,1321,,존만
1322,1322,,존물
1323,1323,,졷만한
1324,1324,,졷밥
1325,1325,,졷쓰레기
1326,1326,,좁밥
1327,1327,,좃같은
1328,1328,,좃같은년
1329,1329,,좃까
1330,1330,,좃년아
1331,1331,,좃물
1332,1332,,좃빱
1333,1333,,종북
1334,1334,,좆
1335,1335,,좆같
1336,1336,,좆까
1337,1337,,좆또
1338,1338,,좆만
1339,1339,,좆물
1340,1340,,좆밥
1341,1341,,좇
1342,1342,,좇같
1343,1343,,좇같은
1344,1344,,좇같은년
1345,1345,,좇까
1346,1346,,좇꼴려
1347,1347,,좇꼴리
1348,1348,,좇대
1349,1349,,좇도
1350,1350,,좇물
1351,1351,,좇밥
1352,1352,,좇빨
1353,1353,,좉까는
1354,1354,,좉밥
1355,1355,,좋밥
1356,1356,,좋은보지
1357,1357,,좌빨
1358,1358,,좌지큰타이거
1359,1359,,좟같은뇬
1360,1360,,죠까
1361,1361,,죠까네
1362,1362,,죠빱
1363,1363,,죡구멍
1364,1364,,죳
1365,1365,,죳까
1366,1366,,죳도
1367,1367,,죳만
1368,1368,,죴
1369,1369,,죶같
1370,1370,,죶까
1371,1371,,죶밥
1372,1372,,죷
1373,1373,,죷까
1374,1374,,주민등록번호
1375,1375,,주절먹
1376,1376,,죽일년
1377,1377,,중딩보지
1378,1378,,중딩팬티
1379,1379,,중력절
1380,1380,,줫까
1381,1381,,줫밥
1382,1382,,줮밥
1383,1383,,쥐보지
1384,1384,,쥬지
1385,1385,,즂밥
1386,1386,,지랄
1387,1387,,지미랄
1388,1388,,지스팟
1389,1389,,질구녕
1390,1390,,질구멍
1391,1391,,질내4정
1392,1392,,질내사정
1393,1393,,질내정사
1394,1394,,질뇌사정
1395,1395,,질밖사정
1396,1396,,질사
1397,1397,,질사내정
1398,1398,,질싸
1399,1399,,질싸셔틀
1400,1400,,질쑤시개
1401,1401,,질안사정
1402,1402,,질외사정
1403,1403,,질질싸
1404,1404,,짜쥐
1405,1405,,짜쥐털
1406,1406,,짜즤
1407,1407,,짜지
1408,1408,,짜지털
1409,1409,,짝부랄
1410,1410,,짤게이
1411,1411,,짬지
1412,1412,,찢지마벗어줄게
1413,1413,,참젖
1414,1414,,창ㄴㅕ
1415,1415,,창남
1416,1416,,창녀
1417,1417,,창년
1418,1418,,창놈
1419,1419,,창뇬
1420,1420,,창려
1421,1421,,창련
1422,1422,,챵년
1423,1423,,처녀막
1424,1424,,첫후장
1425,1425,,체위동영상
1426,1426,,초딩보지
1427,1427,,초딩팬티
1428,1428,,초지보딩
1429,1429,,촹녀
1430,1430,,촹년
1431,1431,,출장마사지
1432,1432,,카섹
1433,1433,,캐좌지
1434,1434,,캠섹
1435,1435,,캠찍힌년
1436,1436,,커널링구스
1437,1437,,커니링구스
1438,1438,,커닐링거스
1439,1439,,커닐링구스
1440,1440,,커닐링스
1441,1441,,커닐링커스
1442,1442,,컴쎅스
1443,1443,,코카인
1444,1444,,콘돔빼지마임신해
1445,1445,,쿰척
1446,1446,,크리토리스
1447,1447,,크핑지보
1448,1448,,큰보지
1449,1449,,큰젖
1450,1450,,큰좇
1451,1451,,클라토리스
1452,1452,,클리토레스
1453,1453,,클리토리스
1454,1454,,탈라도
1455,1455,,탈치
1456,1456,,털민보지
1457,1457,,털보지
1458,1458,,파워성관계
1459,1459,,파이즈리
1460,1460,,파이쯔리
1461,1461,,패니스
1462,1462,,패도필리
1463,1463,,패왕색의섹기
1464,1464,,팬티끈적
1465,1465,,팬티사이끈적
1466,1466,,팬티속빤년
1467,1467,,팰라치오
1468,1468,,페니스
1469,1469,,페도
1470,1470,,펠라치오
1471,1471,,펨돔
1472,1472,,펨섭
1473,1473,,폐녀자
1474,1474,,포르노
1475,1475,,폰섹
1476,1476,,플레이보지
1477,1477,,피떡갈비
1478,1478,,피싸개
1479,1479,,피싸게
1480,1480,,피임
1481,1481,,핑크보지
1482,1482,,핑크빛보지
1483,1483,,핑크빛유두
1484,1484,,하아언조비카이
1485,1485,,한남
1486,1486,,한남유충
1487,1487,,한녀
1488,1488,,한년
1489,1489,,핥아줘
1490,1490,,핥을래
1491,1491,,함대주까
1492,1492,,함대줄래
1493,1493,,함빨자
1494,1494,,항문섹스
1495,1495,,핵대중
1496,1496,,핵슨상
1497,1497,,핵펭귄
1498,1498,,허벌
1499,1499,,허수애비
1500,1500,,헐렁한년
1501,1501,,헨타이
1502,1502,,헨타이망가
1503,1503,,호로개잡년
1504,1504,,호로개잡놈
1505,1505,,호로년
1506,1506,,호로새끼
1507,1507,,호로잡년
1508,1508,,호로잡놈
1509,1509,,혼모노
1510,1510,,홍어
1511,1511,,홍어냄새
1512,1512,,홍어년
1513,1513,,홍어새끼
1514,1514,,홍어세끼
1515,1515,,홍어애미
1516,1516,,홍어좆
1517,1517,,화냥년
1518,1518,,화상섹
1519,1519,,화양년
1520,1520,,환불대리
1521,1521,,환불대행
1522,1522,,황홀한구멍
1523,1523,,후장
1524,1524,,후쟝
1525,1525,,후좡
1526,1526,,후타나리
1527,1527,,흉자
1528,1528,,흑인고추
1529,1529,,히로뽕
1530,1530,,히로폰
1531,1531,,관잦
1532,1532,,관좆
1533,1533,,씹치남
1534,1534,,앱친
1535,1535,,앱티엠
