OID,Cid,Comment,DescName,IsShowTooltip,AssetType,SharingType,TriggerCids
90201002,90201002,오버랩 성공 후 2초간 연출 (타이머),,FALSE,90201001,Exclusive,[902010021]
90201003,90201003,소환 연출 진행 (타이머),,FALSE,90201002,Exclusive,[902010031]
90201004,90201004,몬스터 스폰 후 소멸 페이즈 전환 (타이머),,FALSE,90201003,Exclusive,[902010041]
90201005,90201005,소멸 페이즈에서 잠시 후 완전 소멸 (타이머),,FALSE,90201001,Exclusive,[902010051]
90201101,90201101,공격 속도 구슬 스폰 후 오버랩 타이머,,FALSE,90201101,Exclusive,"[902011012,902011011]"
90201102,90201102,연출을 위한 구슬 떠있는 페이즈 (타이머),,FALSE,90201101,Exclusive,[902011021]
90201103,90201103,소멸 전 1초 연출,,FALSE,90201101,Exclusive,[902011031]
90201201,90201201,이동 속도 구슬 스폰 후 오버랩 타이머,,FALSE,90201201,Exclusive,"[902012012,902012011]"
90201202,90201202,연출을 위한 구슬 떠있는 페이즈 (타이머),,FALSE,90201201,Exclusive,[902012021]
90201203,90201203,소멸 전 1초 연출,,FALSE,90201201,Exclusive,[902012031]
90201301,90201301,쿨탐 감소 구슬 스폰 후 오버랩 타이머,,FALSE,90201301,Exclusive,"[902013012,902013011]"
90201302,90201302,연출을 위한 구슬 떠있는 페이즈 (타이머),,FALSE,90201301,Exclusive,[902013021]
90201303,90201303,소멸 전 1초 연출,,FALSE,90201301,Exclusive,[902013031]
90201401,90201401,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902014011]
90201501,90201501,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902015011]
90201601,90201601,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902016011]
90201701,90201701,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902017011]
90201801,90201801,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902018011]
90201901,90201901,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902019011]
90202001,90202001,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902020011]
90202101,90202101,1웨이브 스폰 후 다음 웨이브 대기 상태로,,FALSE,90200601,Exclusive,[902021011]
90202102,90202102,대기 상태에서 2웨이브 페이즈로,,FALSE,90200601,Exclusive,[902021021]
90202103,90202103,2웨이브 스폰 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902021031]
90202201,90202201,1웨이브 스폰 후 다음 웨이브 대기 상태로,,FALSE,90200601,Exclusive,[902022011]
90202202,90202202,대기 상태에서 2웨이브 페이즈로,,FALSE,90200601,Exclusive,[902022021]
90202203,90202203,2웨이브 스폰 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902022031]
90202301,90202301,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902023011]
90202401,90202401,오버랩 스폰 성공 후 소멸 페이즈로,,FALSE,90200601,Exclusive,[902024011]
90202501,90202501,몬스터 처치 후 부숴지는 벽 (평소 상태),,FALSE,90202501,Exclusive,
90202502,90202502,몬스터가 처치되서 2초 뒤 파괴 예정,,FALSE,90202502,Exclusive,[902025021]
90202503,90202503,파괴 연출 후 5초 뒤 소멸,,FALSE,90202503,Exclusive,[902025031]
90202601,90202601,시전감소 구슬_오버랩 및 타이머,,FALSE,90202601,Exclusive,[902026012]
90202602,90202602,시전감소 구슬_스폰 후 소멸로,,FALSE,90202602,Exclusive,[902026021]
90202701,90202701,던전 연출용 두다드 대기 상태,,FALSE,90202701,Exclusive,
90202702,90202702,퀘스트 연출 (Q.9000031로 이동),,FALSE,90202702,Exclusive,
90202703,90202703,다음 퀘스트 스텝 때 비활성화,,FALSE,90202703,Exclusive,[902027031]
90202801,90202801,던전 연출용 두다드 대기 상태,,FALSE,90202801,Exclusive,
90202802,90202802,퀘스트 연출 (Q.9000071로 이동),,FALSE,90202802,Exclusive,[902028021]
90202803,90202803,다음 퀘스트 스텝 때 비활성화 후 소멸,,FALSE,90202803,Exclusive,[902028031]
90202901,90202901,던전 연출용 두다드 대기 상태,,FALSE,90202901,Exclusive,
90202902,90202902,퀘스트 연출 (Q.9000091로 이동),,FALSE,90202902,Exclusive,[902029021]
90202903,90202903,다음 퀘스트 스텝 때 비활성화 후 소멸,,FALSE,90202903,Exclusive,[902029031]
90203001,90203001,2구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90203002,90203002,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90203002,Exclusive,[902030021]
90203003,90203003,벽이 파괴되어 2구역 진입 가능,,FALSE,90203003,Exclusive,[902030031]
90203101,90203101,몬스터 스폰 대기 중 상태,,FALSE,7,Exclusive,
90203102,90203102,Q900008 스텝에서 1차 웨이브 소환 (10402321),,FALSE,7,Exclusive,[902031021]
90203103,90203103,"1차 웨이브 후 5초 뒤 2차 웨이브 소환 (10402320,10402703)",,FALSE,7,Exclusive,[902031031]
90203201,90203201,몬스터 스폰 대기 중 상태,,FALSE,7,Exclusive,
90203202,90203202,한번에 모두 소환,,FALSE,7,Exclusive,[902032021]
90203301,90203301,몬스터 스폰 대기 중 상태,,FALSE,7,Exclusive,
90203302,90203302,한번에 모두 소환,,FALSE,90203302,Exclusive,[902033021]
90203401,90203401,확률 페이즈로 넘어가는 중,,FALSE,7,Exclusive,[902034011]
90203402,90203402,강인 마법사가 있는 페이즈,,FALSE,7,Exclusive,[902034021]
90203403,90203403,생기 마법사가 있는 페이즈,,FALSE,7,Exclusive,[902034031]
90203404,90203404,근위병_해골 창병,,FALSE,7,Exclusive,[902034041]
90203405,90203405,근위병_해골창병_강인 마법사,,FALSE,7,Exclusive,[902034051]
90203406,90203406,근위병_해골창병_생기 마법사,,FALSE,7,Exclusive,[902034061]
90203407,90203407,근위병_해골창병_강인 마법사_생기 마법사,,FALSE,7,Exclusive,[902034071]
90203501,90203501,몬스터 스폰 대기 중 상태,,FALSE,7,Exclusive,
90203502,90203502,데로스 스폰,,FALSE,7,Exclusive,[902035021]
90203503,90203503,3초 뒤 부관 스폰,,FALSE,7,Exclusive,[902035031]
90203601,90203601,확률 페이즈로 넘어가는 중,,FALSE,7,Exclusive,[902036011]
90203602,90203602,잊혀진 해골 창병 등장_50%,,FALSE,7,Exclusive,[902036021]
90203603,90203603,잊혀진 해골 궁병 등장_50%,,FALSE,7,Exclusive,[902036031]
90203701,90203701,강인한 생명력 구슬 인터렉션,강인한 생명의 원천,TRUE,90203701,Exclusive,"[902037011,902037012]"
90203702,90203702,강인한 생명력 흡수 연출,,FALSE,90203702,Exclusive,[902037021]
90203801,90203801,샘솟는 마나샘 구슬 인터렉션,샘솟는 마나의 원천,TRUE,90203801,Exclusive,"[902038011,902038012]"
90203802,90203802,샘솟는 마나샘 흡수 연출,,FALSE,90203802,Exclusive,[902038021]
90203901,90203901,3구역 첫번째 스폰,,FALSE,7,Exclusive,
90203902,90203902,퀘스트 진행으로 스폰 대기,,FALSE,7,Exclusive,[902039021]
90203903,90203903,몬스터 스폰 후 소멸,,FALSE,7,Exclusive,[902039031]
90204001,90204001,3구역 두번째 스폰,,FALSE,7,Exclusive,
90204002,90204002,퀘스트 진행으로 스폰 대기,,FALSE,7,Exclusive,[902040021]
90204003,90204003,몬스터 스폰 후 소멸,,FALSE,7,Exclusive,[902040031]
90204101,90204101,3구역 세번째 스폰,,FALSE,7,Exclusive,
90204102,90204102,퀘스트 진행으로 스폰 대기,,FALSE,7,Exclusive,[902041021]
90204103,90204103,몬스터 스폰 후 소멸,,FALSE,7,Exclusive,[902041031]
90204201,90204201,폴라리우스 구역 주기적 스폰,,FALSE,7,Exclusive,[902042011]
90204202,90204202,강인한 생명력 구슬 스폰 페이즈,,FALSE,90203701,Exclusive,[902042021]
90204203,90204203,샘솟는 마나샘 구슬 스폰 페이즈,,FALSE,90203801,Exclusive,[902042031]
90204204,90204204,아무것도 없음_딜레이 발생 페이즈,,FALSE,7,Exclusive,[902042041]
90204205,90204205,강인한 생명력 흡수 연출,,FALSE,90203702,Exclusive,[902042051]
90204206,90204206,샘솟는 마나샘 흡수 연출,,FALSE,90203802,Exclusive,[902042061]
90204301,90204301,말카바돈 처치 후 보물 상자_닫힘 idle,잔재의 보물 상자,TRUE,90204301,Exclusive,[902043011]
90204302,90204302,말카바돈 처치 후 보물 상자_열림 연출,,FALSE,90204301,Exclusive,[902043021]
90204303,90204303,말카바돈 처치 후 보물 상자_열림 유지(5분),,FALSE,90204301,Exclusive,[902043031]
90204401,90204401,격노의 잔재 말카바돈 타임어택 시작_10분 타이머 및 인터렉션,모여드는 격노의 잔재,True,90204401,Exclusive,"[902044011,902044012]"
90204402,90204402,10분 이후부터 분노의 잔재 말카바돈 타이머 및 인터렉션,모여드는 분노의 잔재,True,90204401,Exclusive,"[902044021,902044022]"
90204403,90204403,격노 소환되는 중,,FALSE,90204401,Exclusive,[902044031]
90204404,90204404,분노 소환되는 중,,FALSE,90204401,Exclusive,[902044041]
90204501,90204501,말카바돈 처치 후 보물 상자_닫힘 idle,격노의 보물 상자,TRUE,90204501,Exclusive,[902045011]
90204502,90204502,말카바돈 처치 후 보물 상자_열림 연출,,FALSE,90204501,Exclusive,[902045021]
90204503,90204503,말카바돈 처치 후 보물 상자_열림 유지(5분),,FALSE,90204501,Exclusive,[902045031]
90204601,90204601,다음 구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90204602,90204602,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90204602,Exclusive,[902046021]
90204603,90204603,벽이 파괴되어 다음 구역 진입 가능,,FALSE,90203003,Exclusive,[902046031]
90204701,90204701,다음 구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90204702,90204702,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90204702,Exclusive,[902047021]
90204703,90204703,벽이 파괴되어 다음 구역 진입 가능,,FALSE,90203003,Exclusive,[902047031]
90204801,90204801,다음 구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90204802,90204802,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90204802,Exclusive,[902048021]
90204803,90204803,벽이 파괴되어 다음 구역 진입 가능,,FALSE,90203003,Exclusive,[902048031]
90204901,90204901,연출 대기 상태,,FALSE,7,Exclusive,
90204902,90204902,Q900007스텝 시작때 활성화,,FALSE,90204902,Exclusive,[902049021]
90204903,90204903,Q900008 스텝 시작 시 종료,,FALSE,7,Exclusive,[902049031]
90205001,90205001,다음 구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90205002,90205002,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90205002,Exclusive,[902050021]
90205003,90205003,벽이 파괴되어 다음 구역 진입 가능,,FALSE,90203003,Exclusive,[902050031]
90205101,90205101,다음 구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90205102,90205102,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90205102,Exclusive,[902051021]
90205103,90205103,벽이 파괴되어 다음 구역 진입 가능,,FALSE,90203003,Exclusive,[902051031]
90205201,90205201,다음 구역으로 넘어가지 못하는 상태,,FALSE,90203001,Exclusive,
90205202,90205202,균열이 시작되는 상태 (퀘스트를 위한 타이머),,FALSE,90205202,Exclusive,[902052021]
90205203,90205203,벽이 파괴되어 다음 구역 진입 가능,,FALSE,90203003,Exclusive,[902052031]
59901,59901,테스트 등짐 제작대,등짐 제작대,FALSE,29000101,Exclusive,[5990101]
99001,99001,망균 1~7T 중보방 문 (닫힘idle),거대한 문,FALSE,99001,Exclusive,[990011]
99002,99002,망균 1~7T 중보방 문 (열리는중),거대한 문,FALSE,99002,Exclusive,[990021]
99003,99003,망균 1~7T 중보방 문 (열림idle),거대한 문,FALSE,99003,Exclusive,
99101,99101,망자의 균열 1T,망자의 균열 1T,TRUE,998401,Exclusive,[991011]
99201,99201,망자의 균열 2T,망자의 균열 2T,TRUE,998401,Exclusive,[992011]
99301,99301,망자의 균열 3T,망자의 균열 3T,TRUE,998401,Exclusive,[993011]
99401,99401,망자의 균열 4T,망자의 균열 4T,TRUE,998401,Exclusive,[994011]
99501,99501,망자의 균열 5T,망자의 균열 5T,TRUE,998401,Exclusive,[995011]
99601,99601,망자의 균열 6T,망자의 균열 6T,TRUE,998401,Exclusive,[996011]
99701,99701,망자의 균열 7T,망자의 균열 7T,TRUE,998401,Exclusive,[997011]
99801,99801,M11 파티 던전,잊혀진 망령의 제단(4인),TRUE,998402,Exclusive,[998011]
800001,800001,1T 장신구_보물 상자_닫힘 idle,잠겨있는 보물 상자,TRUE,60100001,Exclusive,"[80000101,80000102]"
800002,800002,1T 장신구_보물 상자_열림 연출,,FALSE,60100001,Exclusive,[80000201]
800003,800003,1T 장신구_보물 상자_열림 유지(56초),열린 보물 상자,TRUE,60100001,Exclusive,[80000301]
800004,800004,1T 장신구_보물 상자_자물쇠 고장(1분),자물쇠가 고장난 보물 상자,TRUE,60100001,Exclusive,[80000401]
800005,800005,1T 장신구_보물 상자_실패 쿨타임(5초),아직 열 수 없는 보물 상자,TRUE,60100001,Exclusive,[80000501]
800101,800101,놀존 장신구_보물 상자_닫힘 idle,잠겨있는 보물 상자,TRUE,60100001,Exclusive,"[80010101,80010102]"
800102,800102,놀존 장신구_보물 상자_(성공)열림 연출,,FALSE,60100001,Exclusive,[80010201]
800103,800103,놀존 장신구_보물 상자_(대성공)열림 연출,,FALSE,60100001,Exclusive,[80010201]
800104,800104,놀존 장신구_보물 상자_열림 유지(56초),열린 보물 상자,TRUE,60100001,Exclusive,[80010301]
800105,800105,놀존 장신구_보물 상자_자물쇠 고장(1분),자물쇠가 고장난 보물 상자,TRUE,60100001,Exclusive,[80010401]
800106,800106,놀존 장신구_보물 상자_실패 쿨타임(5초),아직 열 수 없는 보물 상자,TRUE,60100001,Exclusive,[80010501]
800201,800201,오크존 장신구_보물 상자_닫힘 idle,잠겨있는 보물 상자,TRUE,60100001,Exclusive,"[80020101,80020102]"
800202,800202,오크존 장신구_보물 상자_(성공)열림 연출,,FALSE,60100001,Exclusive,[80020201]
800203,800203,오크존 장신구_보물 상자_(대성공)열림 연출,,FALSE,60100001,Exclusive,[80020201]
800204,800204,오크존 장신구_보물 상자_열림 유지(쿨타임),열린 보물 상자,TRUE,60100001,Exclusive,[80020301]
800205,800205,오크존 장신구_보물 상자_자물쇠 고장(1분 쿨타임),자물쇠가 고장난 보물 상자,TRUE,60100001,Exclusive,[80020401]
800206,800206,오크존 장신구_보물 상자_실패 쿨타임(5초),아직 열 수 없는 보물 상자,TRUE,60100001,Exclusive,[80020501]
800301,800301,1T 망토_보물 상자_닫힘 idle,잠겨있는 견고한 보물 상자,TRUE,800301,Exclusive,[80030101]
800302,800302,1T 망토_보물 상자_열림 연출,,FALSE,800301,Exclusive,[80030201]
800303,800303,1T 망토_보물 상자_열림 유지(57초 쿨타임),열린 견고한 보물 상자,TRUE,800301,Exclusive,[80030301]
800401,800401,2T 망토_보물 상자_닫힘 idle,잠겨있는 견고한 보물 상자,TRUE,800301,Exclusive,[80040101]
800402,800402,2T 망토_보물 상자_열림 연출,,FALSE,800301,Exclusive,[80040201]
800403,800403,2T 망토_보물 상자_열림 유지(57초 쿨타임),열린 견고한 보물 상자,TRUE,800301,Exclusive,[80040301]
850001,850001,등받이 의자,등받이 의자,TRUE,850001,Exclusive,"[85000101,85000102,85000103]"
850101,850101,스툴,스툴,TRUE,850101,Exclusive,[85010101]
850201,850201,소파,소파,TRUE,850201,Exclusive,[85020101]
850301,850301,침대,침대,TRUE,850301,Exclusive,[85030101]
850401,850401,야외 테이블,야외 테이블,TRUE,850401,Exclusive,[85040101]
850501,850501,벤치,벤치,TRUE,850501,Exclusive,[85050101]
850601,850601,가로등1_Off,가로등,TRUE,850601,Exclusive,[85060101]
850602,850602,가로등1_On,가로등,TRUE,850602,Exclusive,[85060201]
850701,850701,가로등2_Off,가로등,TRUE,850701,Exclusive,[85070101]
850702,850702,가로등2_On,가로등,TRUE,850702,Exclusive,[85070201]
850801,850801,갓달린 전등_Off,갓 달린 전등,TRUE,850801,Exclusive,[85080101]
850802,850802,갓달린 전등_On,갓 달린 전등,TRUE,850802,Exclusive,[85080201]
850901,850901,침실등_Off,가스등,TRUE,850901,Exclusive,[85090101]
850902,850902,침실등_On,가스등,TRUE,850902,Exclusive,[85090201]
851101,851101,축음기_최초상태,축음기,TRUE,851101,Exclusive,[85110101]
851102,851102,축음기_켜져있는 상태_1,축음기,TRUE,851102,Exclusive,[85110201]
851103,851103,축음기_켜져있는 상태_2,축음기,TRUE,851102,Exclusive,[85110301]
900101,900101,아키움 나무_묘목,아키움 나무 묘목,TRUE,900101,Exclusive,[90010101]
900102,900102,아키움 나무_목마른 성목,목마른 아키움 나무,TRUE,900102,Exclusive,"[90010201,90010202]"
900103,900103,아키움 나무_생기있는 성목,생기 있는 아키움 나무,TRUE,900103,Exclusive,[90010301]
900104,900104,아키움 나무_결정이 열린 나무,결정이 열린 아키움 나무,TRUE,900104,Exclusive,"[90010401,90010402]"
900105,900105,아키움 나무_벼락 맞은 나무,벼락 맞은 아키움 나무,TRUE,900105,Exclusive,"[90010501,90010502]"
900106,900106,아키움 나무_벼락 맞는 나무 (벼락 연출),,TRUE,900106,Exclusive,[90010601]
900107,900107,아키움 나무_배치용 프리뷰,아키움 나무 묘목,FALSE,900107,Exclusive,
900201,900201,이니스 섬 특산품,이니스 섬 특산품,TRUE,900201,Exclusive,[90020102]
900301,900301,수상한 등짐,수상한 등짐,TRUE,900301,Exclusive,[90030102]
900401,900401,테스트_등짐 생성 후 획득,테스트_등짐 생성 후 획득,TRUE,900103,Exclusive,[90040101]
900501,900501,테스트_등짐 필드 생성,테스트_등짐 필드 생성,TRUE,997301,Exclusive,[90050101]
996001,996001,비활성화 된 모닥불,꺼진 모닥불,TRUE,999401,Exclusive,[99600101]
996002,996002,이니스 섬 모닥불(1/3),건설을 시작한 모닥불,TRUE,999403,Exclusive,[99600201]
996003,996003,이니스 섬 모닥불(2/3),화톳불이 설치된 모닥불,TRUE,999405,Shared,[99600301]
996004,996004,이니스 섬 모닥불(3/3),완성 직전의 모닥불,TRUE,999406,Shared,[99600401]
996005,996005,활성화 된 모닥불,타오르는 이니스 섬 모닥불,TRUE,999407,Shared,[99600501]
996006,996006,모닥불 비활성화 유지,사그라든 모닥불,TRUE,999403,Shared,[99600601]
996701,996701,모닥불_비활성화,꺼진 모닥불,FALSE,996701,Exclusive,[99670101]
996702,996702,모닥불_활성화,타오르는 모닥불,TRUE,996702,Shared,"[99670201,99670202]"
996703,996703,모닥불_비활성화 전,사그라든 모닥불,TRUE,996703,Exclusive,[99670301]
998201,998201,몬스터 소환하기 전_Condition 구현용,소환 대기 중인 장치,TRUE,996701,Shared,[9982011]
998202,998202,몬스터 소환 확인 페이즈,소환이 완료된 장치,TRUE,996702,Shared,[9982021]
998301,998301,회복 성소 대기 중_Condition 구현용,활성화 대기중인 성소,TRUE,90200301,Shared,
998302,998302,회복 성소 활성화 확인 페이즈,활성화 된 성소,TRUE,90200302,Shared,[9983021]
998401,998401,활성화 된 망자의 균열,활성화 된 망자의 균열,TRUE,998401,Exclusive,[99840101]
998402,998402,활성화 된 망자의 균열,활성화 된 망자의 균열,TRUE,998401,Exclusive,[99840201]
998501,998501,깨어난 망자의 균열 (파티),깨어난 망자의 균열 (파티),TRUE,998402,Exclusive,[9985011]
998601,998601,깨어난 망자의 균열 (오픈),깨어난 망자의 균열 (오픈),TRUE,998403,Exclusive,[9986011]
998701,998701,깨어난 망자의 균열 (고정 1인),깨어난 망자의 균열 (고정 1인),TRUE,998401,Exclusive,[9987011]
998901,998901,망원경_기본,,TRUE,998901,Exclusive,[99890101]
998902,998902,망원경_카메라5,,FALSE,998902,Exclusive,[99890201]
999101,999101,봉인석 올라오는 중,봉인석 등장,FALSE,999101,Exclusive,[99910101]
999102,999102,인터렉션 가능,심연이 깃든 사슬의 봉인석,TRUE,999102,Exclusive,[99910201]
999103,999103,스칼니토스 등장 연출,해방된 사슬의 봉인석,TRUE,999103,Exclusive,[99910301]
999104,999104,등장 후 봉인석 파괴,,FALSE,999104,Exclusive,[99910401]
999401,999401,불이 꺼진 모닥불,꺼진 모닥불,FALSE,999401,Exclusive,[99940102]
999402,999402,은은한 모닥불,은은한 모닥불,TRUE,999402,Exclusive,[99940201]
999403,999403,전장의 모닥불(1/3),건설을 시작한 전장의 모닥불,TRUE,999403,Shared,[99940601]
999404,999404,불씨만 남은 은은한 모닥불,불씨만 남은 모닥불,TRUE,999404,Exclusive,[99940401]
999405,999405,불씨만 남은 따뜻한 모닥불,불씨만 남은 따뜻한 모닥불,TRUE,999404,Exclusive,[99940501]
999406,999406,전장의 모닥불(2/3),건설 중인 전장의 모닥불,TRUE,999405,Shared,[99940701]
999407,999407,전장의 모닥불(3/3),완성 직전 전장의 모닥불,TRUE,999406,Shared,[99940801]
999408,999408,완성된 전장의 모닥불,전장의 모닥불,TRUE,999407,Shared,[99940301]
999701,999701,함정상자 Idle,작동중인 함정,TRUE,999701,Exclusive,"[99970101,99970102,99970103,99970104,99970105,99970106]"
999702,999702,함정상자 열리는중,,TRUE,999702,Exclusive,[99970201]
999703,999703,함정 상자 열림 유지,해제된 함정,FALSE,999703,Exclusive,[99970301]
999704,999704,함정 터짐,,FALSE,999704,Exclusive,[99970401]
