root_id,root_type,root_name,nodeId,comment,skill_damage,skill_heal,skill_mana,skill_leap,status_change_cids,remove_status_change_cids,skill_areas,skill_summons,projectiles,reset_cooldown_ids,totem_ids,field_object_ids,special_feature_category,channeling,f_x_name
300103,skill_root,불화살 소나기  Lv.3,3001030020017,화살 소나기,"[""3001030020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300103,skill_effect_root,,3001030030002,불화살 소나기_Lv.3,"[""3001030030003""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300104,skill_root,불화살 소나기  Lv.4,3001040020005,화살 소나기,"[""3001040020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300104,skill_root,불화살 소나기  Lv.4,3001040020008,화살 소나기,"[""3001040020009""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300104,skill_root,불화살 소나기  Lv.4,3001040020011,화살 소나기,"[""3001040020012""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300104,skill_root,불화살 소나기  Lv.4,3001040020014,화살 소나기,"[""3001040020015""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300104,skill_root,불화살 소나기  Lv.4,3001040020017,화살 소나기,"[""3001040020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300104,skill_effect_root,,3001040030002,불화살 소나기_Lv.4,"[""3001040030003""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300105,skill_root,불화살 소나기  Lv.5,3001050020005,화살 소나기,"[""3001050020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300105,skill_root,불화살 소나기  Lv.5,3001050020008,화살 소나기,"[""3001050020009""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300105,skill_root,불화살 소나기  Lv.5,3001050020011,화살 소나기,"[""3001050020012""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300105,skill_root,불화살 소나기  Lv.5,3001050020014,화살 소나기,"[""3001050020015""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300105,skill_root,불화살 소나기  Lv.5,3001050020017,화살 소나기,"[""3001050020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300105,skill_effect_root,,3001050030002,불화살 소나기_Lv.5,"[""3001050030003""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300151,skill_root,급습 Lv.1,3001510020005,,[],[],[],"[""3001510020006""]",[300151],"[300301,300302,300303,300304,300305]",[],[],[],[],[],[],Leap,,
300152,skill_root,급습 Lv.2,3001520020005,,[],[],[],"[""3001520020006""]",[300152],"[300301,300302,300303,300304,300305]",[],[],[],[],[],[],Leap,,
300153,skill_root,급습 Lv.3,3001530020005,,[],[],[],"[""3001530020006""]",[300153],"[300301,300302,300303,300304,300305]",[],[],[],[],[],[],Leap,,
300154,skill_root,급습 Lv.4,3001540020005,,[],[],[],"[""3001540020006""]",[300154],"[300301,300302,300303,300304,300305]",[],[],[],[],[],[],Leap,,
300155,skill_root,급습 Lv.5,3001550020005,,[],[],[],"[""3001550020006""]",[300155],"[300301,300302,300303,300304,300305]",[],[],[],[],[],[],Leap,,
300200,skill_root,연쇄 : 느려짐을 기절로 변경,3002000020005,연쇄 : 느려짐을 기절로 변경,[],[],[],[],[3],[],[],[],[],[],[],[],None,,
300201,skill_root,저격 Lv.1,3002010020005,,"[""3002010020006"",""3002010020007""]",[],[],[],[],[300201],[],[],[],[],[],[],None,,
300202,skill_root,저격 Lv.2,3002020020005,,"[""3002020020006"",""3002020020007""]",[],[],[],[],[300201],[],[],[],[],[],[],None,,
300203,skill_root,저격 Lv.3,3002030020005,,"[""3002030020006"",""3002030020007""]",[],[],[],[],[300201],[],[],[],[],[],[],None,,
300204,skill_root,저격 Lv.4,3002040020005,,"[""3002040020006"",""3002040020007""]",[],[],[],[],[300201],[],[],[],[],[],[],None,,
300205,skill_root,저격 Lv.5,3002050020005,,"[""3002050020006"",""3002050020007""]",[],[],[],[],[300201],[],[],[],[],[],[],None,,
300251,skill_root,방출 사격 Lv.1,3002510020005,,"[""3002510020006""]",[],[],"[""3002510020007""]",[300251],[],[],[],[],[],[],[],Push,,
300252,skill_root,방출 사격 Lv.2,3002520020005,,"[""3002520020006""]",[],[],"[""3002520020007""]",[300252],[],[],[],[],[],[],[],Push,,
300253,skill_root,방출 사격 Lv.3,3002530020005,,"[""3002530020006""]",[],[],"[""3002530020007""]",[300253],[],[],[],[],[],[],[],Push,,
300254,skill_root,방출 사격 Lv.4,3002540020005,,"[""3002540020006""]",[],[],"[""3002540020007""]",[300254],[],[],[],[],[],[],[],Push,,
300255,skill_root,방출 사격 Lv.5,3002550020005,,"[""3002550020006""]",[],[],"[""3002550020007""]",[300255],[],[],[],[],[],[],[],Push,,
300301,skill_root,연속 쏘기 Lv.1,3003010020005,,[],[],[],[],[300301],[],[],[],[],[],[],[],None,,
300302,skill_root,연속 쏘기 Lv.2,3003020020005,,[],[],[],[],[300302],[],[],[],[],[],[],[],None,,
300303,skill_root,연속 쏘기 Lv.3,3003030020005,,[],[],[],[],[300303],[],[],[],[],[],[],[],None,,
300304,skill_root,연속 쏘기 Lv.4,3003040020005,,[],[],[],[],[300304],[],[],[],[],[],[],[],None,,
300305,skill_root,연속 쏘기 Lv.5,3003050020005,,[],[],[],[],[300305],[],[],[],[],[],[],[],None,,
300306,skill_root,연속 쏘기 1타 Lv.1,3003060020006,,"[""3003060020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300307,skill_root,연속 쏘기 2타 Lv.1,3003070020006,,"[""3003070020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300308,skill_root,연속 쏘기 3타 Lv.1,3003080020006,,"[""3003080020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300309,skill_root,연속 쏘기 1타 Lv.2,3003090020006,,"[""3003090020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300310,skill_root,연속 쏘기 2타 Lv.2,3003100020006,,"[""3003100020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300311,skill_root,연속 쏘기 3타 Lv.2,3003110020006,,"[""3003110020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300312,skill_root,연속 쏘기 1타 Lv.3,3003120020006,,"[""3003120020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300313,skill_root,연속 쏘기 2타 Lv.3,3003130020006,,"[""3003130020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300314,skill_root,연속 쏘기 3타 Lv.3,3003140020006,,"[""3003140020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300315,skill_root,연속 쏘기 1타 Lv.4,3003150020006,,"[""3003150020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300316,skill_root,연속 쏘기 2타 Lv.4,3003160020006,,"[""3003160020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300317,skill_root,연속 쏘기 3타 Lv.4,3003170020006,,"[""3003170020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300318,skill_root,연속 쏘기 1타 Lv.5,3003180020006,,"[""3003180020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300319,skill_root,연속 쏘기 2타 Lv.5,3003190020006,,"[""3003190020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300320,skill_root,연속 쏘기 3타 Lv.5,3003200020006,,"[""3003200020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300321,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.1,3003210020005,,[],[],[],[],[],[],[],[],[],[300301],[],[],None,,
300322,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.2,3003220020005,,[],[],[],[],[],[],[],[],[],[300302],[],[],None,,
300323,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.3,3003230020005,,[],[],[],[],[],[],[],[],[],[300303],[],[],None,,
300324,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.4,3003240020005,,[],[],[],[],[],[],[],[],[],[300304],[],[],None,,
300325,skill_root,연속 쏘기_처치 시 쿨 1초 감소 Lv.5,3003250020005,,[],[],[],[],[],[],[],[],[],[300305],[],[],None,,
300326,skill_root,급습으로 인한 연속 쏘기 Lv.1,3003260020005,,[],[],[],[],[300301],[],[],[],[],[],[],[],None,,
300327,skill_root,급습으로 인한 연속 쏘기 Lv.2,3003270020005,,[],[],[],[],[300302],[],[],[],[],[],[],[],None,,
300328,skill_root,급습으로 인한 연속 쏘기 Lv.3,3003280020005,,[],[],[],[],[300303],[],[],[],[],[],[],[],None,,
300329,skill_root,급습으로 인한 연속 쏘기 Lv.4,3003290020005,,[],[],[],[],[300304],[],[],[],[],[],[],[],None,,
300330,skill_root,급습으로 인한 연속 쏘기 Lv.5,3003300020005,,[],[],[],[],[300305],[],[],[],[],[],[],[],None,,
300351,skill_root,폭탄 화살 Lv.1,3003510020005,,[],[],[],[],[],[],[],[],"[""3003510020006""]",[],[],[],None,,
300351,skill_root,폭탄 화살 Lv.1,3003510020009,,"[""3003510020010""]",[],[],[],[300351],[],[],[],[],[],[],[],None,,
300351,skill_root,폭탄 화살 Lv.1,3003510020012,,"[""3003510020013""]",[],[],[],[300351],[],[],[],[],[],[],[],None,,
300352,skill_root,폭탄 화살 Lv.2,3003520020005,,[],[],[],[],[],[],[],[],"[""3003520020006""]",[],[],[],None,,
300352,skill_root,폭탄 화살 Lv.2,3003520020009,,"[""3003520020010""]",[],[],[],[300352],[],[],[],[],[],[],[],None,,
300352,skill_root,폭탄 화살 Lv.2,3003520020012,,"[""3003520020013""]",[],[],[],[300352],[],[],[],[],[],[],[],None,,
300353,skill_root,폭탄 화살 Lv.3,3003530020005,,[],[],[],[],[],[],[],[],"[""3003530020006""]",[],[],[],None,,
300353,skill_root,폭탄 화살 Lv.3,3003530020009,,"[""3003530020010""]",[],[],[],[300353],[],[],[],[],[],[],[],None,,
300353,skill_root,폭탄 화살 Lv.3,3003530020012,,"[""3003530020013""]",[],[],[],[300353],[],[],[],[],[],[],[],None,,
300354,skill_root,폭탄 화살 Lv.4,3003540020005,,[],[],[],[],[],[],[],[],"[""3003540020006""]",[],[],[],None,,
300354,skill_root,폭탄 화살 Lv.4,3003540020009,,"[""3003540020010""]",[],[],[],[300354],[],[],[],[],[],[],[],None,,
300354,skill_root,폭탄 화살 Lv.4,3003540020012,,"[""3003540020013""]",[],[],[],[300354],[],[],[],[],[],[],[],None,,
300355,skill_root,폭탄 화살 Lv.5,3003550020005,,[],[],[],[],[],[],[],[],"[""3003550020006""]",[],[],[],None,,
300355,skill_root,폭탄 화살 Lv.5,3003550020009,,"[""3003550020010""]",[],[],[],[300355],[],[],[],[],[],[],[],None,,
300355,skill_root,폭탄 화살 Lv.5,3003550020012,,"[""3003550020013""]",[],[],[],[300355],[],[],[],[],[],[],[],None,,
300401,skill_root,저격 Lv.1,3004010020005,,"[""3004010020006"",""3004010020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300451,skill_root,부채 사격 Lv.1,3004510020005,,"[""3004510020006""]",[],[],[],[300251],[],[],[],[],[],[],[],None,,
300501,skill_root,불화살 소나기 Lv.1,3005010020005,화살 소나기,"[""3005010020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300501,skill_root,불화살 소나기 Lv.1,3005010020008,화살 소나기,"[""3005010020009""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300501,skill_root,불화살 소나기 Lv.1,3005010020011,화살 소나기,"[""3005010020012""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300501,skill_root,불화살 소나기 Lv.1,3005010020014,화살 소나기,"[""3005010020015""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300501,skill_root,불화살 소나기 Lv.1,3005010020017,화살 소나기,"[""3005010020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300551,skill_root,폭탄 화살 Lv.1,3005510020005,,[],[],[],[],[],[],[],[],"[""3005510020006""]",[],[],[],None,,
300551,skill_root,폭탄 화살 Lv.1,3005510020009,,"[""3005510020010""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300551,skill_root,폭탄 화살 Lv.1,3005510020012,,"[""3005510020013""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300601,skill_root,섬광 화살 Lv.1,3006010020005,섬광 화살 피해,"[""3006010020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300601,skill_root,섬광 화살 Lv.1,3006010020008,섬광의 기운 버프 적용,[],[],[],[],[300601],[],[],[],[],[],[],[],None,,
300601,skill_root,섬광 화살 Lv.1,3006010020009,,[],[],[],[],[300611],[],[],[],[],[],[],[],ResetNormalCooldown,,
300611,skill_root,섬광 화살_강화 평타 Lv.1,3006110020006,2티어 활 Q 스킬_강화 평타 Lv.1,"[""3006110020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300611,skill_root,섬광 화살_강화 평타 Lv.1,3006110020008,,[],[],[],[],[],[300611],[],[],[],[],[],[],None,,
300651,skill_root,천상의 그물 Lv.1,3006510020005,,[],[],[],[],[],[],[],[],"[""3006510020006""]",[],[],[],None,,
300651,skill_root,천상의 그물 Lv.1,3006510020009,천상의 그물 Lv.1,"[""3006510020010""]",[],[],[],[300651],[],[],[],[],[],[],[],None,,NS_2T_Bow_LightArrow_Hit
300701,skill_root,재정비 도약 Lv.1,3007010020005,,[],[],[],"[""3007010020006""]",[300701],[],[],[],[],[],[],[],Leap,,
300701,skill_root,재정비 도약 Lv.1,3007010020007,,[],[],[],[],[300701],[],[],[],[],[300601],[],[],ResetNormalCooldown,,
300751,skill_root,금빛 성광 Lv.1,3007510020005,,"[""3007510020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
300751,skill_root,금빛 성광 Lv.1,3007510020008,,[],[],[],[],[300751],[],[],[],[],[],[],[],None,,
400000,skill_root,얼음 화살_테스트 Lv.1,4000000020005,얼음 화살,[],[],[],[],[],[],[],[],"[""4000000020006""]",[],[],[],None,,
400000,skill_root,얼음 화살_테스트 Lv.1,4000000020009,얼음 화살 대미지,"[""4000000020010""]",[],[],[],[400050],[],[],[],[],[],[],[],None,,
400001,skill_root,얼음 화살 Lv.1,4000010020005,얼음 화살,[],[],[],[],[],[],[],[],"[""4000010020006""]",[],[],[],None,,
400001,skill_root,얼음 화살 Lv.1,4000010020009,얼음 화살 대미지,"[""4000010020010"",""4000010020011""]",[],[],[],[400050],[],[],[],[],[],[],[],None,,
400002,skill_root,얼음 화살 Lv.2,4000020020005,얼음 화살,[],[],[],[],[],[],[],[],"[""4000020020006""]",[],[],[],None,,
400002,skill_root,얼음 화살 Lv.2,4000020020009,얼음 화살 대미지 + 젖음 표식 대상 속박,"[""4000020020010"",""4000020020011""]",[],[],[],[400050],[],[],[],[],[],[],[],None,,
400003,skill_root,얼음 화살 Lv.3,4000030020005,얼음 화살,[],[],[],[],[],[],[],[],"[""4000030020006""]",[],[],[],None,,
400003,skill_root,얼음 화살 Lv.3,4000030020009,얼음 화살 대미지 + 젖음 표식 대상 속박,"[""4000030020010"",""4000030020011""]",[],[],[],[400050],[],[],[],[],[],[],[],None,,
400004,skill_root,얼음 화살 Lv.4,4000040020005,얼음 화살,[],[],[],[],[],[],[],[],"[""4000040020006""]",[],[],[],None,,
400004,skill_root,얼음 화살 Lv.4,4000040020009,얼음 화살 대미지 + 젖음 표식 대상 속박,"[""4000040020010"",""4000040020011""]",[],[],[],[400050],[],[],[],[],[],[],[],None,,
400005,skill_root,얼음 화살 Lv.5,4000050020005,얼음 사자(얼음 화살 만렙),[],[],[],[],[],[],[],[],"[""4000050020006""]",[],[],[],None,,
400005,skill_root,얼음 화살 Lv.5,4000050020009,얼음 사자(얼음 화살 만렙) 대미지 + 젖음 표식 대상 속박,"[""4000050020010"",""4000050020011""]",[],[],[],[400050],[],[],[],[],[],[],[],None,,
400045,skill_root,빙결,4000450020005,빙결,[],[],[],[],[400045],[],[],[],[],[],[],[],None,,
400051,skill_root,다후타의 손짓 Lv.1,4000510020005,다후타의 손짓,[],[],[],[],[],[],"[""4000510020006""]",[],[],[],[],[],None,,
400051,skill_effect_root,다후타의 손짓 틱 대미지  Lv.1,4000510030002,,"[""4000510030003""]",[],[],[],[400050],[400106],[],[],[],[],[],[],None,,
400052,skill_root,다후타의 손짓 Lv.2,4000520020005,다후타의 손짓,[],[],[],[],[],[],"[""4000520020006""]",[],[],[],[],[],None,,
400052,skill_effect_root,다후타의 손짓 틱 대미지  Lv.2,4000520030002,,"[""4000520030003""]",[],[],[],[400050],[400106],[],[],[],[],[],[],None,,
400053,skill_root,다후타의 손짓 Lv.3,4000530020005,다후타의 손짓,[],[],[],[],[],[],"[""4000530020006""]",[],[],[],[],[],None,,
400053,skill_effect_root,다후타의 손짓 틱 대미지  Lv.3,4000530030002,,"[""4000530030003""]",[],[],[],[400050],[400106],[],[],[],[],[],[],None,,
400054,skill_root,다후타의 손짓 Lv.4,4000540020005,다후타의 손짓,[],[],[],[],[],[],"[""4000540020006""]",[],[],[],[],[],None,,
400054,skill_effect_root,다후타의 손짓 틱 대미지  Lv.4,4000540030002,,"[""4000540030003""]",[],[],[],[400050],[400106],[],[],[],[],[],[],None,,
400055,skill_root,다후타의 손짓 Lv.5,4000550020005,다후타의 손짓,[],[],[],[],[],[],"[""4000550020006""]",[],[],[],[],[],None,,
400055,skill_effect_root,다후타의 손짓 틱 대미지  Lv.5,4000550030002,,"[""4000550030003""]",[],[],[],[400050],[400106],[],[],[],[],[],[],None,,
400101,skill_root,방울방울  Lv.1,4001010020005,방울 방울 (부유),[],[],[],[],[400101],[],[],[],[],[],[],[],None,,
400101,skill_root,방울방울  Lv.1,4001010020006,,"[""4001010020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400102,skill_root,방울방울  Lv.2,4001020020005,방울 방울 (부유),[],[],[],[],[400102],[],[],[],[],[],[],[],None,,
400102,skill_root,방울방울  Lv.2,4001020020006,,"[""4001020020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400103,skill_root,방울방울  Lv.3,4001030020005,방울 방울 (부유),[],[],[],[],[400103],[],[],[],[],[],[],[],None,,
400103,skill_root,방울방울  Lv.3,4001030020006,,"[""4001030020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400104,skill_root,방울방울  Lv.4,4001040020005,방울 방울 (부유),[],[],[],[],[400104],[],[],[],[],[],[],[],None,,
400104,skill_root,방울방울  Lv.4,4001040020006,,"[""4001040020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400105,skill_root,방울방울  Lv.5,4001050020005,방울 방울 (부유),[],[],[],[],[400105],[],[],[],[],[],[],[],None,,
400105,skill_root,방울방울  Lv.5,4001050020006,,"[""4001050020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400106,skill_root,방울 방울 맞으면 해제 Lv.1,4001060020005,,[],[],[],[],[],[400106],[],[],[],[],[],[],None,,
400106,skill_root,방울 방울 맞으면 해제 Lv.1,4001060020006,,"[""4001060020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400107,skill_root,방울 방울 맞으면 해제 Lv.2,4001070020005,,"[""4001070020006""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
400108,skill_root,방울 방울 맞으면 해제 Lv.3,4001080020005,,"[""4001080020006""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
400109,skill_root,방울 방울 맞으면 해제 Lv.4,4001090020005,,"[""4001090020006""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
400110,skill_root,방울 방울 맞으면 해제 Lv.5,4001100020005,,"[""4001100020006""]",[],[],[],[],[400106],[],[],[],[],[],[],None,,
400151,skill_root,심판의 낙뢰 Lv.1,4001510020005,,"[""4001510020006"",""4001510020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400151,skill_root,심판의 낙뢰 Lv.1,4001510020008,심판의 낙뢰 사용했음,[],[],[],[],[400156],[],[],[],[],[],[],[],None,,
400151,skill_root,심판의 낙뢰 Lv.1,4001510020011,,[],[],[],"[""4001510020012""]",[],[],[],[],[],[],[],[],Leap,,
400151,skill_root,심판의 낙뢰 Lv.1,4001510020016,,"[""4001510020017"",""4001510020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400151,skill_root,심판의 낙뢰 Lv.1,4001510020019,,[],[],[],[],[],[400156],[],[],[],[],[],[],None,,
400152,skill_root,심판의 낙뢰 Lv.2,4001520020005,,"[""4001520020006"",""4001520020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400152,skill_root,심판의 낙뢰 Lv.2,4001520020008,심판의 낙뢰 사용했음,[],[],[],[],[400157],[],[],[],[],[],[],[],None,,
400152,skill_root,심판의 낙뢰 Lv.2,4001520020011,,[],[],[],"[""4001520020012""]",[],[],[],[],[],[],[],[],Leap,,
400152,skill_root,심판의 낙뢰 Lv.2,4001520020016,,"[""4001520020017"",""4001520020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400153,skill_root,심판의 낙뢰 Lv.3,4001530020005,,"[""4001530020006"",""4001530020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400153,skill_root,심판의 낙뢰 Lv.3,4001530020008,심판의 낙뢰 사용했음,[],[],[],[],[400158],[],[],[],[],[],[],[],None,,
400153,skill_root,심판의 낙뢰 Lv.3,4001530020011,,[],[],[],"[""4001530020012""]",[],[],[],[],[],[],[],[],Leap,,
400153,skill_root,심판의 낙뢰 Lv.3,4001530020016,,"[""4001530020017"",""4001530020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400154,skill_root,심판의 낙뢰 Lv.4,4001540020005,,"[""4001540020006"",""4001540020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400154,skill_root,심판의 낙뢰 Lv.4,4001540020008,심판의 낙뢰 사용했음,[],[],[],[],[400159],[],[],[],[],[],[],[],None,,
400154,skill_root,심판의 낙뢰 Lv.4,4001540020011,,[],[],[],"[""4001540020012""]",[],[],[],[],[],[],[],[],Leap,,
400154,skill_root,심판의 낙뢰 Lv.4,4001540020016,,"[""4001540020017"",""4001540020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400155,skill_root,심판의 낙뢰 Lv.5,4001550020005,,"[""4001550020006"",""4001550020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400155,skill_root,심판의 낙뢰 Lv.5,4001550020008,심판의 낙뢰 사용했음,[],[],[],[],[400160],[],[],[],[],[],[],[],None,,
400155,skill_root,심판의 낙뢰 Lv.5,4001550020011,,[],[],[],"[""4001550020012""]",[],[],[],[],[],[],[],[],Leap,,
400155,skill_root,심판의 낙뢰 Lv.5,4001550020016,,"[""4001550020017"",""4001550020018""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400201,skill_root,화염 장막 Lv.1,4002010020005,,[],[],[],[],[],[],"[""4002010020006""]",[],[],[],[],[],None,,
400201,skill_effect_root,화염 장막 Lv.1,4002010030002,불의 장막 lv.1,"[""4002010030003""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400251,skill_root,불의 비 Lv.1,4002510020005,,"[""4002510020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400251,skill_root,불의 비 Lv.1,4002510020008,,"[""4002510020009""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400251,skill_root,불의 비 Lv.1,4002510020011,,"[""4002510020012""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400251,skill_root,불의 비 Lv.1,4002510020014,,"[""4002510020015""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400301,skill_root,화염 폭발 Lv.1,4003010020006,,"[""4003010020007""]",[],[],[],[],[],[],[],[],[],[],[],None,,
400351,skill_root,별똥별 Lv.1,4003510020005,,"[""4003510020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500201,skill_root,Q_질풍 가르기 Lv.1,5002010020005,,[],[],[],"[""5002010020006""]",[],[],[],[],[],[],[],[],Leap,,
500201,skill_root,Q_질풍 가르기 Lv.1,5002010020010,,"[""5002010020011""]",[],[],[],[111],[],[],[],[],[],[],[],None,,
500202,skill_root,Q_질풍 가르기 Lv.2,5002020020005,,[],[],[],"[""5002020020006""]",[],[],[],[],[],[],[],[],Leap,,
500202,skill_root,Q_질풍 가르기 Lv.2,5002020020010,,"[""5002020020011""]",[],[],[],[112],[],[],[],[],[],[],[],None,,
500203,skill_root,Q_질풍 가르기 Lv.3,5002030020005,,[],[],[],"[""5002030020006""]",[],[],[],[],[],[],[],[],Leap,,
500203,skill_root,Q_질풍 가르기 Lv.3,5002030020010,,"[""5002030020011""]",[],[],[],[113],[],[],[],[],[],[],[],None,,
500204,skill_root,Q_질풍 가르기 Lv.4,5002040020005,,[],[],[],"[""5002040020006""]",[],[],[],[],[],[],[],[],Leap,,
500204,skill_root,Q_질풍 가르기 Lv.4,5002040020010,,"[""5002040020011""]",[],[],[],[114],[],[],[],[],[],[],[],None,,
500205,skill_root,Q_질풍 가르기 Lv.5,5002050020005,,[],[],[],"[""5002050020006""]",[],[],[],[],[],[],[],[],Leap,,
500205,skill_root,Q_질풍 가르기 Lv.5,5002050020010,,"[""5002050020011""]",[],[],[],[115],[],[],[],[],[],[],[],None,,
500251,skill_root,W_무기 연마 Lv.1,5002510020005,,[],[],[],[],[500251],[],[],[],[],[],[],[],ResetNormalCooldown,,
500252,skill_root,W_무기 연마 Lv.2,5002520020005,,[],[],[],[],[500252],[],[],[],[],[],[],[],ResetNormalCooldown,,
500253,skill_root,W_무기 연마 Lv.3,5002530020005,,[],[],[],[],[500253],[],[],[],[],[],[],[],ResetNormalCooldown,,
500254,skill_root,W_무기 연마 Lv.4,5002540020005,,[],[],[],[],[500254],[],[],[],[],[],[],[],ResetNormalCooldown,,
500255,skill_root,W_무기 연마 Lv.5,5002550020005,,[],[],[],[],[500255],[],[],[],[],[],[],[],ResetNormalCooldown,,
500301,skill_root,E_쌍수 달인 Lv.1,5003010020005,,[],[],[],[],[500301],[],[],[],[],[],[],[],None,,
500302,skill_root,E_쌍수 달인 Lv.2,5003020020005,,[],[],[],[],[500302],[],[],[],[],[],[],[],None,,
500303,skill_root,E_쌍수 달인 Lv.3,5003030020005,,[],[],[],[],[500303],[],[],[],[],[],[],[],None,,
500304,skill_root,E_쌍수 달인 Lv.4,5003040020005,,[],[],[],[],[500304],[],[],[],[],[],[],[],None,,
500305,skill_root,E_쌍수 달인 Lv.5,5003050020005,,[],[],[],[],[500305],[],[],[],[],[],[],[],None,,
500306,skill_root,E_쌍수 달인_추가 피해 Lv.1,5003060020005,,"[""5003060020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500307,skill_root,E_쌍수 달인_추가 피해 Lv.2,5003070020005,,"[""5003070020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500308,skill_root,E_쌍수 달인_추가 피해 Lv.3,5003080020005,,"[""5003080020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500309,skill_root,E_쌍수 달인_추가 피해 Lv.4,5003090020005,,"[""5003090020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500310,skill_root,E_쌍수 달인_추가 피해 Lv.5,5003100020005,,"[""5003100020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500351,skill_root,R_암살자의 분노 Lv1,5003510020005,,"[""5003510020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500351,skill_root,R_암살자의 분노 Lv1,5003510020007,,[],[],[],[],[500356],[],[],[],[],[],[],[],None,,
500351,skill_root,R_암살자의 분노 Lv1,5003510020010,,"[""5003510020011""]",[],[],"[""5003510020012""]",[],[],[],[],[],[],[],[],Leap,,
500351,skill_root,R_암살자의 분노 Lv1,5003510020013,,[],[],[],[],[],[500356],[],[],[],[],[],[],None,,
500352,skill_root,R_암살자의 분노 Lv2,5003520020005,,"[""5003520020006""]",[],[],[],[],[],[],[],[],[],[],[],None,,
500352,skill_root,R_암살자의 분노 Lv2,5003520020007,,[],[],[],[],[500357],[],[],[],[],[],[],[],None,,
