OID,Cid,Comment,DescName,MaxStack
21217,21217,,직업 소환권 - 비밀의 조율사 (귀속),99999
21218,21218,,직업 소환권 - 수호의 환술사 (귀속),99999
21219,21219,,직업 소환권 - 밤의 정령사 (귀속),99999
21220,21220,,직업 소환권 - 안개의 주술사 (귀속),99999
21301,21301,,직업 소환권 - 맹세의 기사 (귀속),99999
21302,21302,,직업 소환권 - 정령의 심판자 (귀속),99999
21303,21303,,직업 소환권 - 신념의 대적자 (귀속),99999
21304,21304,,직업 소환권 - 언약의 수호자 (귀속),99999
21305,21305,,직업 소환권 - 악명의 검투사 (귀속),99999
21306,21306,,직업 소환권 - 마수 검희 (귀속),99999
21307,21307,,직업 소환권 - 백전의 용병 (귀속),99999
21308,21308,,직업 소환권 - 속죄의 무법자 (귀속),99999
21309,21309,,직업 소환권 - 신기루의 약탈자 (귀속),99999
21310,21310,,직업 소환권 - 자연의 암살자 (귀속),99999
21311,21311,,직업 소환권 - 어둠의 무희 (귀속),99999
21312,21312,,직업 소환권 - 진노의 싸움꾼 (귀속),99999
21313,21313,,직업 소환권 - 바람의 궁수 (귀속),99999
21314,21314,,직업 소환권 - 자연의 추적자 (귀속),99999
21315,21315,,직업 소환권 - 비밀의 감시자 (귀속),99999
21316,21316,,직업 소환권 - 마수 사냥꾼 (귀속),99999
21317,21317,,직업 소환권 - 심연의 조율사 (귀속),99999
21318,21318,,직업 소환권 - 원리의 환술사 (귀속),99999
21319,21319,,직업 소환권 - 어둠의 정령사 (귀속),99999
21320,21320,,직업 소환권 - 환영의 주술사 (귀속),99999
21321,21321,,직업 소환권 - 치안관 (귀속),99999
21322,21322,,직업 소환권 - 통제자 (귀속),99999
21323,21323,,직업 소환권 - 숲의 수호자 (귀속),99999
21324,21324,,직업 소환권 - 검은 기사 (귀속),99999
21325,21325,,직업 소환권 - 용사 (귀속),99999
21326,21326,,직업 소환권 - 원령전사 (귀속),99999
21327,21327,,직업 소환권 - 밤의 수호자 (귀속),99999
21328,21328,,직업 소환권 - 흑마검사 (귀속),99999
21329,21329,,직업 소환권 - 공허 추적자 (귀속),99999
21330,21330,,직업 소환권 - 이단 심문관 (귀속),99999
21331,21331,,직업 소환권 - 암흑 유랑가 (귀속),99999
21332,21332,,직업 소환권 - 그림자 살수 (귀속),99999
21333,21333,,직업 소환권 - 전문 용병 (귀속),99999
21334,21334,,직업 소환권 - 금고 약탈자 (귀속),99999
21335,21335,,직업 소환권 - 사선의 궁수 (귀속),99999
21336,21336,,직업 소환권 - 장막의 궁사 (귀속),99999
21337,21337,,직업 소환권 - 전투 마법사 (귀속),99999
21338,21338,,직업 소환권 - 선인 (귀속),99999
21339,21339,,직업 소환권 - 비전술사 (귀속),99999
21340,21340,,직업 소환권 - 흑마법사 (귀속),99999
21341,21341,,직업 소환권 - 침묵의 수호자 (귀속),99999
21342,21342,,직업 소환권 - 귀족 투사 (귀속),99999
21343,21343,,직업 소환권 - 조화의 투사 (귀속),99999
21344,21344,,직업 소환권 - 노련한 싸움꾼 (귀속),99999
21345,21345,,직업 소환권 - 마물 암살자 (귀속),99999
21346,21346,,직업 소환권 - 마수 추적자 (귀속),99999
21347,21347,,직업 소환권 - 암살단 궁사 (귀속),99999
21348,21348,,직업 소환권 - 마법의 각성자 (귀속),99999
21349,21349,,직업 소환권 - 태고의 서기 (귀속),99999
21350,21350,,직업 소환권 - 어둠 사신 (귀속),99999
21351,21351,,직업 소환권 - 근위 대장 (귀속),99999
21352,21352,,직업 소환권 - 전쟁 전술가 (귀속),99999
21353,21353,,직업 소환권 - 수호 악령 (귀속),99999
21354,21354,,직업 소환권 - 망자의 손 (귀속),99999
21355,21355,,직업 소환권 - 야인 (귀속),99999
21356,21356,,직업 소환권 - 마수사 (귀속),99999
21357,21357,,직업 소환권 - 길잡이 (귀속),99999
21358,21358,,직업 소환권 - 죽음 추적자 (귀속),99999
21359,21359,,직업 소환권 - 은둔자 (귀속),99999
21360,21360,,직업 소환권 - 그림자 유랑가 (귀속),99999
21361,21361,,직업 소환권 - 영혼 환술사 (귀속),99999
21362,21362,,직업 소환권 - 첩보 자객 (귀속),99999
21363,21363,,직업 소환권 - 암살 궁수 (귀속),99999
21364,21364,,직업 소환권 - 잿빛 살수 (귀속),99999
21365,21365,,직업 소환권 - 심연의 명사수 (귀속),99999
21366,21366,,직업 소환권 - 정신 파괴자 (귀속),99999
21367,21367,,직업 소환권 - 자연술사 (귀속),99999
21368,21368,,직업 소환권 - 정령 수호자 (귀속),99999
21369,21369,,직업 소환권 - 신목의 기사 (귀속),99999
21370,21370,,직업 소환권 - 강철 수호자 (귀속),99999
21371,21371,,직업 소환권 - 여명의 검사 (귀속),99999
21372,21372,,직업 소환권 - 정령의 검사 (귀속),99999
21373,21373,,직업 소환권 - 하얀 숲 추적자 (귀속),99999
21374,21374,,직업 소환권 - 신비의 도적 (귀속),99999
21375,21375,,직업 소환권 - 은신의 사수 (귀속),99999
21376,21376,,직업 소환권 - 신속의 순찰자 (귀속),99999
21377,21377,,직업 소환권 - 영혼술사 (귀속),99999
21378,21378,,직업 소환권 - 금서의 관리자 (귀속),99999
21379,21379,,직업 소환권 - 어둠 포식자 (귀속),99999
21380,21380,,직업 소환권 - 어둠 칼날 (귀속),99999
21381,21381,,직업 소환권 - 그림자 검 (귀속),99999
21382,21382,,직업 소환권 - 전쟁 교란꾼 (귀속),99999
21383,21383,,직업 소환권 - 백마법사 (귀속),99999
21384,21384,,직업 소환권 - 숲의 심판자 (귀속),99999
21385,21385,,직업 소환권 - 죄의 순례자 (귀속),99999
21386,21386,,직업 소환권 - 마성의 검사 (귀속),99999
21387,21387,,직업 소환권 - 무쇠 돌격자 (귀속),99999
21388,21388,,직업 소환권 - 어둠의 암살자 (귀속),99999
21389,21389,,직업 소환권 - 하얀 숲 암살자 (귀속),99999
21390,21390,,직업 소환권 - 숲의 그림자 (귀속),99999
21391,21391,,직업 소환권 - 묵언의 파수꾼 (귀속),99999
21392,21392,,직업 소환권 - 차원 주술사 (귀속),99999
21393,21393,,직업 소환권 - 기의 선각자 (귀속),99999
21394,21394,,직업 소환권 - 이렌 위어드윈드 (귀속),99999
21395,21395,,직업 소환권 - 바스타론 (귀속),99999
21401,21401,,직업 소환권 - 로무스 자마 (귀속),99999
21402,21402,,직업 소환권 - 현인 아이단 (귀속),99999
21403,21403,,직업 소환권 - 후안 트리스테 (귀속),99999
21404,21404,,직업 소환권 - 라간 에피드 (귀속),99999
21405,21405,,직업 소환권 - 티베리온 (귀속),99999
21406,21406,,직업 소환권 - 현인 솔로몬 (귀속),99999
21407,21407,,직업 소환권 - 외눈의 다로스 (귀속),99999
21408,21408,,직업 소환권 - 캐시 에스더 (귀속),99999
21409,21409,,직업 소환권 - 레일리아 (귀속),99999
21410,21410,,직업 소환권 - 페레단 (귀속),99999
21411,21411,,직업 소환권 - 마그나 (귀속),99999
21412,21412,,직업 소환권 - 다로 팔로스 (귀속),99999
21413,21413,,직업 소환권 - 이지스 (귀속),99999
21414,21414,,직업 소환권 - 마리안 노르예트 (귀속),99999
21415,21415,,직업 소환권 - 슈렌카 (귀속),99999
21416,21416,,직업 소환권 - 아르겐 마이아 (귀속),99999
21417,21417,,직업 소환권 - 푸른 깃털 (귀속),99999
21418,21418,,직업 소환권 - 로무스 하르마 (귀속),99999
21419,21419,,직업 소환권 - 나즈리야 (귀속),99999
21420,21420,,직업 소환권 - 마그너 (귀속),99999
21421,21421,,직업 소환권 - 집정관 카론 (귀속),99999
21422,21422,,직업 소환권 - 신념의 기사 (귀속),99999
21423,21423,,직업 소환권 - 영혼의 심판자 (귀속),99999
21424,21424,,직업 소환권 - 불굴의 대적자 (귀속),99999
21425,21425,,직업 소환권 - 명예의 수호자 (귀속),99999
21426,21426,,직업 소환권 - 찬미의 검투사 (귀속),99999
21427,21427,,직업 소환권 - 환수 검희 (귀속),99999
21428,21428,,직업 소환권 - 불굴의 용병 (귀속),99999
21429,21429,,직업 소환권 - 불패의 무법자 (귀속),99999
21430,21430,,직업 소환권 - 환상의 약탈자 (귀속),99999
21431,21431,,직업 소환권 - 영혼의 암살자 (귀속),99999
21432,21432,,직업 소환권 - 칠흑의 무희 (귀속),99999
21433,21433,,직업 소환권 - 열화의 싸움꾼 (귀속),99999
21434,21434,,직업 소환권 - 하늘의 궁수 (귀속),99999
21435,21435,,직업 소환권 - 영혼의 추적자 (귀속),99999
21436,21436,,직업 소환권 - 밤의 감시자 (귀속),99999
21437,21437,,직업 소환권 - 환수 사냥꾼 (귀속),99999
21438,21438,,직업 소환권 - 혼돈의 조율사 (귀속),99999
21439,21439,,직업 소환권 - 기원의 환술사 (귀속),99999
21440,21440,,직업 소환권 - 암흑의 정령사 (귀속),99999
21441,21441,,직업 소환권 - 세상의 주술사 (귀속),99999
21501,21501,,직업 소환권 - 진 에버나이트 (귀속),99999
21502,21502,,직업 소환권 - 아란제비아 (귀속),99999
21503,21503,,직업 소환권 - 멜리사라 (귀속),99999
21504,21504,,직업 소환권 - 타양 (귀속),99999
21505,21505,,직업 소환권 - 키프로사 (귀속),99999
21506,21506,,직업 소환권 - 올로 (귀속),99999
21507,21507,,직업 소환권 - 아만토스 (귀속),99999
21508,21508,,직업 소환권 - 고바논 장군 (귀속),99999
21509,21509,,직업 소환권 - 아시나 린 (귀속),99999
21510,21510,,직업 소환권 - 잔 라이아 (귀속),99999
21511,21511,,직업 소환권 - 영원의 기사 (귀속),99999
21512,21512,,직업 소환권 - 악의 심판자 (귀속),99999
21513,21513,,직업 소환권 - 무적의 대적자 (귀속),99999
21514,21514,,직업 소환권 - 불멸의 수호자 (귀속),99999
21515,21515,,직업 소환권 - 영광의 검투사 (귀속),99999
21516,21516,,직업 소환권 - 운명의 검희 (귀속),99999
21517,21517,,직업 소환권 - 철혈의 용병 (귀속),99999
21518,21518,,직업 소환권 - 멸살의 무법자 (귀속),99999
21519,21519,,직업 소환권 - 꿈의 약탈자 (귀속),99999
21520,21520,,직업 소환권 - 무한의 암살자 (귀속),99999
21521,21521,,직업 소환권 - 혼돈의 무희 (귀속),99999
21522,21522,,직업 소환권 - 업화의 싸움꾼 (귀속),99999
21523,21523,,직업 소환권 - 태양의 궁수 (귀속),99999
21524,21524,,직업 소환권 - 신의 추적자 (귀속),99999
21525,21525,,직업 소환권 - 악의 감시자 (귀속),99999
21526,21526,,직업 소환권 - 무한의 사냥꾼 (귀속),99999
21527,21527,,직업 소환권 - 흐름의 조율사 (귀속),99999
21528,21528,,직업 소환권 - 이치의 환술사 (귀속),99999
21529,21529,,직업 소환권 - 칠흑의 정령사 (귀속),99999
21530,21530,,직업 소환권 - 기원의 주술사 (귀속),99999
21601,21601,,직업 소환권 - 징벌 대적자 (귀속),99999
21602,21602,,직업 소환권 - 검은 징벌자 (귀속),99999
21603,21603,,직업 소환권 - 자연의 심판자 (귀속),99999
21604,21604,,직업 소환권 - 무법 칼잡이 (귀속),99999
21605,21605,,직업 소환권 - 환락의 주술사 (귀속),99999
21606,21606,,직업 소환권 - 그림자 기사 (귀속),99999
21607,21607,,직업 소환권 - 조화의 궁사 (귀속),99999
21608,21608,,직업 소환권 - 신비의 자객 (귀속),99999
21609,21609,,직업 소환권 - 시모네 트리스테 (귀속),99999
21610,21610,,직업 소환권 - 비고 노르예트 (귀속),99999
21611,21611,,직업 소환권 - 월랑 (귀속),99999
21612,21612,,직업 소환권 - 이녹  (귀속),99999
21613,21613,,직업 소환권 - 바람의 검투사 (귀속),99999
21614,21614,,직업 소환권 - 별빛의 인도자 (귀속),99999
21615,21615,,직업 소환권 - 돌부리 추적자 (귀속),99999
21616,21616,,직업 소환권 - 기약의 정화자 (귀속),99999
21617,21617,,직업 소환권 - 비문의 암살자 (귀속),99999
21618,21618,,직업 소환권 - 잊혀진 보호자 (귀속),99999
21619,21619,,직업 소환권 - 은빛 송곳니 (귀속),99999
21620,21620,,직업 소환권 - 모래의 약탈자 (귀속),99999
21621,21621,,직업 소환권 - 리어티 위어드윈드 (귀속),99999
21622,21622,,직업 소환권 - 아시나 하나 (귀속),99999
21623,21623,,직업 소환권 - 룬 다르타 (귀속),99999
21624,21624,,직업 소환권 - 나이마 (귀속),99999
22030,22030,,영웅 직업 소환권 II (1회) (귀속),99999
22031,22031,,상급 영웅 한손검 - 로무스 하르마 소환권 (귀속),99999
22032,22032,,상급 영웅 양손검 - 나즈리야 소환권 (귀속),99999
22033,22033,,상급 영웅 단검 - 마그너 소환권 (귀속),99999
22034,22034,,상급 영웅 단검 - 룬 다르타 소환권 (귀속),99999
22035,22035,,상급 영웅 활 - 월랑 소환권 (귀속),99999
22036,22036,,상급 영웅 지팡이 - 집정관 카론 소환권 (귀속),99999
22037,22037,,상급 영웅 총 - 벨라트 소환권 (귀속),99999
22038,22038,,상급 영웅 마도서 - 아나 이실루 소환권 (귀속),99999
22101,22101,,그로아 소환권 - 비밀의 버섯 (귀속),99999
22102,22102,,그로아 소환권 - 심술쟁이 캐스버 (귀속),99999
22103,22103,,그로아 소환권 - 여린 페피 (귀속),99999
22104,22104,,그로아 소환권 - 아기 모오 (귀속),99999
22105,22105,,그로아 소환권 - 새싹 피오네 (귀속),99999
22106,22106,,그로아 소환권 - 조용한 캣닛 (귀속),99999
22107,22107,,그로아 소환권 - 사고뭉치 야타 (귀속),99999
22108,22108,,그로아 소환권 - 어린 칼라니 (귀속),99999
22201,22201,,그로아 소환권 - 떠벌이 버섯군 (귀속),99999
22202,22202,,그로아 소환권 - 참나무 페피 (귀속),99999
22203,22203,,그로아 소환권 - 암석 엘람 (귀속),99999
22204,22204,,그로아 소환권 - 어린 팝피리스 (귀속),99999
22205,22205,,그로아 소환권 - 물방울 나이아스 (귀속),99999
22206,22206,,그로아 소환권 - 금빛 자망 (귀속),99999
22207,22207,,그로아 소환권 - 일꾼 바바 (귀속),99999
22208,22208,,그로아 소환권 - 충실한 마브 (귀속),99999
22209,22209,,그로아 소환권 - 과묵한 칼라니 (귀속),99999
22301,22301,,그로아 소환권 - 몽롱한 캐스버 (귀속),99999
22302,22302,,그로아 소환권 - 자연의 친구 엘람 (귀속),99999
22303,22303,,그로아 소환권 - 정원사 팝피리스 (귀속),99999
22304,22304,,그로아 소환권 - 물결의 나이아스 (귀속),99999
22305,22305,,그로아 소환권 - 따스한 빛 에루무 (귀속),99999
22306,22306,,그로아 소환권 - 탐색꾼 둠바 (귀속),99999
22307,22307,,그로아 소환권 - 시종 캣닛 (귀속),99999
22308,22308,,그로아 소환권 - 저승 칼라니 (귀속),99999
22309,22309,,그로아 소환권 - 엉뚱한 칼라니 (귀속),99999
22310,22310,,그로아 소환권 - 불꽃의 님브 (귀속),99999
22311,22311,,그로아 소환권 - 영물 레비아탄 (귀속),99999
22312,22312,,그로아 소환권 - 보송한 포푸푸 (귀속),99999
22313,22313,,그로아 소환권 - 지혜의 탐닉자 (귀속),99999
22314,22314,,그로아 소환권 - 푸르른 얌피 (귀속),99999
22315,22315,,그로아 소환권 - 재주많은 야타 (귀속),99999
22316,22316,,그로아 소환권 - 울창한 페피 (귀속),99999
22317,22317,,그로아 소환권 - 꽃의 보호자 피오네 (귀속),99999
22318,22318,,그로아 소환권 - 느림보 모오 (귀속),99999
22319,22319,,그로아 소환권 - 안내자 팝피리스 (귀속),99999
22320,22320,,그로아 소환권 - 말썽꾸러기 캐스버 (귀속),99999
22321,22321,,그로아 소환권 - 수수께끼의 버섯 (귀속),99999
22322,22322,,그로아 소환권 - 감시자 오벌 (귀속),99999
22323,22323,,그로아 소환권 - 엉뚱한 바오 (귀속),99999
22324,22324,,그로아 소환권 - 느긋한 랄피 (귀속),99999
22325,22325,,그로아 소환권 - 정령 엘란 (귀속),99999
22326,22326,,그로아 소환권 - 견습공 람버트 (귀속),99999
22401,22401,,그로아 소환권 - 영특한 버섯돌이 (귀속),99999
22402,22402,,그로아 소환권 - 황금불 캐스버 (귀속),99999
22403,22403,,그로아 소환권 - 숲의 친구 페피 (귀속),99999
22404,22404,,그로아 소환권 - 발화석 엘람 (귀속),99999
22405,22405,,그로아 소환권 - 숲의 종자 팝피리스 (귀속),99999
22406,22406,,그로아 소환권 - 탐사 대장 둠바루 (귀속),99999
22407,22407,,그로아 소환권 - 재주꾼 모오 (귀속),99999
22408,22408,,그로아 소환권 - 꽃의 요정 피오네 (귀속),99999
22409,22409,,그로아 소환권 - 달의 사자 캣닛 (귀속),99999
22410,22410,,그로아 소환권 - 홍염의 칼라니 (귀속),99999
22411,22411,,그로아 소환권 - 마술사 나이아스 (귀속),99999
22412,22412,,그로아 소환권 - 푸른 별빛 아지스 (귀속),99999
22413,22413,,그로아 소환권 - 저승불 칼라니 (귀속),99999
22414,22414,,그로아 소환권 - 영특한 야타 (귀속),99999
22415,22415,,그로아 소환권 - 지식관 올바스 (귀속),99999
22416,22416,,그로아 소환권 - 수호령 마심 (귀속),99999
22417,22417,,그로아 소환권 - 요정령 에테스 (귀속),99999
22418,22418,,그로아 소환권 - 발명가 마바두드 (귀속),99999
22501,22501,,그로아 소환권 - 환수 레비아탄 (귀속),99999
22502,22502,,그로아 소환권 - 검붉은 바르스 (귀속),99999
22503,22503,,그로아 소환권 - 신비의 라무르 (귀속),99999
22504,22504,,그로아 소환권 - 안탈론 (귀속),99999
22505,22505,,그로아 소환권 - 마정령 알룬드 (귀속),99999
23101,23101,,탈것 소환권 - 여행용 말 (귀속),99999
23102,23102,,탈것 소환권 - 엉뚱한 야타 (귀속),99999
23103,23103,,탈것 소환권 - 훈련용 천산갑 (귀속),99999
23104,23104,,탈것 소환권 - 길들인 멧돼지 (귀속),99999
23105,23105,,탈것 소환권 - 짐꾼 당나귀 (귀속),99999
23106,23106,,탈것 소환권 - 이동용 토끼 (귀속),99999
23107,23107,,탈것 소환권 - 숲의 엘크 (귀속),99999
23108,23108,,탈것 소환권 - 사육된 눈사자 (귀속),99999
23201,23201,,탈것 소환권 - 용맹한 필리오 (귀속),99999
23202,23202,,탈것 소환권 - 재빠른 랑고 (귀속),99999
23203,23203,,탈것 소환권 - 충직한 단론 (귀속),99999
23204,23204,,탈것 소환권 - 은백의 르칸 (귀속),99999
23205,23205,,탈것 소환권 - 가죽 갑옷 딩고 (귀속),99999
23206,23206,,탈것 소환권 - 붉은 눈 마카반 (귀속),99999
23207,23207,,탈것 소환권 - 갈색 주마 (귀속),99999
23208,23208,,탈것 소환권 - 신비의 털 비스토 (귀속),99999
23209,23209,,탈것 소환권 - 날렵한 루단 (귀속),99999
23301,23301,,탈것 소환권 - 검은 바람 갈로 (귀속),99999
23302,23302,,탈것 소환권 - 요마 라스가 (귀속),99999
23303,23303,,탈것 소환권 - 백색 야수 카론 (귀속),99999
23304,23304,,탈것 소환권 - 섬광의 주드라 (귀속),99999
23305,23305,,탈것 소환권 - 순백의 하리만 (귀속),99999
23306,23306,,탈것 소환권 - 강철 뿔 바오잔 (귀속),99999
23307,23307,,탈것 소환권 - 칠흑의 툼바라 (귀속),99999
23308,23308,,탈것 소환권 - 푸른 눈 하리하마 (귀속),99999
23309,23309,,탈것 소환권 - 친절한 라망 (귀속),99999
23310,23310,,탈것 소환권 - 녹빛 가호 발라루 (귀속),99999
23311,23311,,탈것 소환권 - 붉은 트로돈 (귀속),99999
23312,23312,,탈것 소환권 - 붉은 깃의 이오르 (귀속),99999
23313,23313,,탈것 소환권 - 용맹한 베로스 (귀속),99999
23314,23314,,탈것 소환권 - 철갑옷 무무카 (귀속),99999
23315,23315,,탈것 소환권 - 돌기무늬 룸바브 (귀속),99999
23316,23316,,탈것 소환권 - 강철 킬라만 (귀속),99999
23317,23317,,탈것 소환권 - 용맹한 루스카 (귀속),99999
23318,23318,,탈것 소환권 - 이글거리는 라시만 (귀속),99999
23319,23319,,탈것 소환권 - 영특한 기아낙 (귀속),99999
23320,23320,,탈것 소환권 - 방랑하는 로푸스 (귀속),99999
23321,23321,,탈것 소환권 - 수호자 라아마 (귀속),99999
23322,23322,,탈것 소환권 - 포효하는 아이거 (귀속),99999
23323,23323,,탈것 소환권 - 아늑한 실라 (귀속),99999
23324,23324,,탈것 소환권 - 느긋한 톰버 (귀속),99999
23325,23325,,탈것 소환권 - 용맹한 바르칸 (귀속),99999
23326,23326,,탈것 소환권 - 마법 빗자루 말로우 (귀속),99999
23401,23401,,탈것 소환권 - 흑사자 아스온 (귀속),99999
23402,23402,,탈것 소환권 - 푸른 눈의 라잔 (귀속),99999
23403,23403,,탈것 소환권 - 은백의 그라오 (귀속),99999
23404,23404,,탈것 소환권 - 푸른 꼬리 히요마 (귀속),99999
23405,23405,,탈것 소환권 - 천둥질주 (귀속),99999
23406,23406,,탈것 소환권 - 추적자 주드라 (귀속),99999
23407,23407,,탈것 소환권 - 난폭한 혼드라 (귀속),99999
23408,23408,,탈것 소환권 - 질주하는 하르사 (귀속),99999
23409,23409,,탈것 소환권 - 무쇠 뿔 갈포스 (귀속),99999
23410,23410,,탈것 소환권 - 환수 아리온 (귀속),99999
23411,23411,,탈것 소환권 - 안내인 자마토 (귀속),99999
23412,23412,,탈것 소환권 - 환영의 뿔 바둠 (귀속),99999
23413,23413,,탈것 소환권 - 병기 기요틴 (귀속),99999
23414,23414,,탈것 소환권 - 화염의 마르타 (귀속),99999
23415,23415,,탈것 소환권 - 격노의 팔디오스 (귀속),99999
23416,23416,,탈것 소환권 - 심판의 가루드 (귀속),99999
23417,23417,,탈것 소환권 - 산들바람 벤두카 (귀속),99999
23501,23501,,탈것 소환권 - 은빛 발굽 아르시안 (귀속),99999
23502,23502,,탈것 소환권 - 붉은 분노 발로크 (귀속),99999
23503,23503,,탈것 소환권 - 광기 어린 크루시르 (귀속),99999
23504,23504,,탈것 소환권 - 신수 아포툴로스 (귀속),99999
23505,23505,,탈것 소환권 - 검붉은 뿔 갈론 (귀속),99999
23506,23506,,탈것 소환권 - 영혼의 뿔 아브라엘 (귀속),99999
30101,30101,,피투성이 군대의 하급 보물상자 (귀속),99999
30102,30102,,피투성이 군대의 중급 보물상자 (귀속),99999
30103,30103,,피투성이 군대의 상급 보물상자 (귀속),99999
30111,30111,,피투성이 군대의 하급 델피나드 별의 상자 (귀속),99999
30112,30112,,피투성이 군대의 하급 인장 상자 (귀속),99999
30113,30113,,피투성이 군대의 하급 소모품 상자 (귀속),99999
30114,30114,,피투성이 군대의 하급 도면 상자 (귀속),99999
30121,30121,,피투성이 군대의 중급 델피나드 별의 상자 (귀속),99999
30122,30122,,피투성이 군대의 중급 인장 상자 (귀속),99999
30123,30123,,피투성이 군대의 중급 소모품 상자 (귀속),99999
30124,30124,,피투성이 군대의 중급 도면 상자 (귀속),99999
30131,30131,,피투성이 군대의 상급 델피나드 별의 상자 (귀속),99999
30132,30132,,피투성이 군대의 상급 인장 상자 (귀속),99999
30133,30133,,피투성이 군대의 상급 소모품 상자 (귀속),99999
30134,30134,,피투성이 군대의 상급 도면 상자 (귀속),99999
30201,30201,,모병관의 전리품 상자 (귀속),99999
30202,30202,,모병관의 고급 전리품 상자 (귀속),99999
30211,30211,,모병관의 중급 델피나드의 별 상자 (귀속),99999
30212,30212,,모병관의 중급 델피나드의 유물 상자 (귀속),99999
30213,30213,,모병관의 중급 소모품 상자 (귀속),99999
30214,30214,,모병관의 중급 도면 상자 (귀속),99999
30221,30221,,모병관의 상급 델피나드의 별 상자 (귀속),99999
30222,30222,,모병관의 상급 델피나드의 유물 상자 (귀속),99999
30223,30223,,모병관의 상급 소모품 상자 (귀속),99999
30224,30224,,모병관의 상급 도면 상자 (귀속),99999
31030,31030,,희귀 그로아 소환권 II (1회) (귀속),99999
31101,31101,,노예 마물 아간의 귀중품 상자 (귀속),99999
31102,31102,,노예 마물 아간의 공훈 상자 (귀속),99999
31201,31201,,검은 날개 오푸스의 귀중품 상자 (귀속),99999
31202,31202,,검은 날개 오푸스의 공훈 상자 (귀속),99999
31301,31301,,부귀의 선박 오르돔의 귀중품 상자 (귀속),99999
31302,31302,,부귀의 선박 오르돔의 공훈 상자 (귀속),99999
32030,32030,,영웅 그로아 소환권 II (1회) (귀속),99999
40101,40101,,피투성이 군대의 부식된 무기 조각,99999
40102,40102,,돌격대장의 갑옷 파편,99999
40103,40103,,피투성이 군대 악마개의 송곳니,99999
40104,40104,,부숴진 돌격대장의 방패,99999
40105,40105,,안탈론의 저주받은 주술서,99999
40106,40106,,안탈론의 마력핵,99999
40107,40107,,소실된 욕망의 금서,99999
40108,40108,,잊혀진 공간의 금서,99999
40109,40109,,봉인된 시간의 금서,99999
40201,40201,,배덕자의 신 사본 (귀속),1
40202,40202,,원대륙의 비극 사본 (귀속),1
40301,40301,,영광의 증표 컬렉션 (귀속),99999
40302,40302,,영광의 탐험가 증표 (귀속),99999
40303,40303,,50일의 추억 컬렉션 (귀속),99999
40304,40304,,승리의 성배 (귀속),99999
40305,40305,,보은의 증표 (귀속),99999
40306,40306,,모험가의 증표 (귀속),99999
40307,40307,,대행자의 고급 상자 (귀속),99999
40308,40308,,용의 유물 (귀속),99999
40309,40309,,성장의 마석 (귀속),99999
40310,40310,,용의 왕관 (귀속),99999
40500,40500,,다루의 증서 (귀속),99999
40501,40501,,다루의 비밀 증서 (귀속),99999
40502,40502,,대행자의 위엄 (귀속),99999
40503,40503,,대행자의 존엄 (귀속),99999
40504,40504,,행복의 성배 (귀속),99999
40505,40505,,대행자의 보은 (귀속),99999
40506,40506,,100일의 축복 (귀속),99999
40507,40507,,행운의 증표,99999
40508,40508,,다루의 비밀 적재함 (귀속),99999
40509,40509,,전장의 뿔피리 (귀속),99999
40510,40510,,만월의 증표 (귀속),99999
40511,40511,,200일의 축복 (귀속),99999
40512,40512,,찬란한 자의 기록서 (귀속),99999
40513,40513,,달콤한 초콜릿 (귀속),99999
40514,40514,,300일의 축복 (귀속),99999
40515,40515,,1주년 기념 주화 (귀속),99999
40516,40516,,커다란 사탕 (귀속),99999
40517,40517,,행운의 증표 (귀속),99999
40518,40518,,축복받은 행운의 증표 (귀속),99999
41030,41030,,희귀 탈것 소환권 II (1회) (귀속),99999
42030,42030,,영웅 탈것 소환권 II (1회) (귀속),99999
50001,50001,,전술교범 - 순간 이동 (상점),1
50002,50002,,전술교범 - 재생력 강화 Ⅰ (상점),1
50003,50003,,전술교범 - 방어 증폭 Ⅰ (상점),1
50004,50004,,전술교범 - 생명력 증가 (상점),1
50005,50005,,전술교범 - 활력 증가 (상점),1
50006,50006,,전술교범 - 집중력 강화 Ⅰ (상점),1
50007,50007,,전술교범 - 근접 위력 강화 Ⅰ (상점),1
50008,50008,,전술교범 - 원거리 위력 강화 Ⅰ (상점),1
50009,50009,,전술교범 - 마법 위력 강화 Ⅰ (상점),1
50010,50010,,전술교범 - 공격력 강화 Ⅰ (상점),1
50011,50011,,전술교범 - 근접 제어 Ⅰ (상점),1
50012,50012,,전술교범 - 원거리 제어 Ⅰ (상점),1
50013,50013,,전술교범 - 마법 제어 Ⅰ (상점),1
50014,50014,,전술교범 - 방어 증폭 Ⅱ (상점),1
50015,50015,,전술교범 - 급소 방어 (상점),1
50016,50016,,전술교범 - 급소 공격 Ⅰ (상점),1
50017,50017,,전술교범 - 소지 무게 증가 (상점),1
50018,50018,,전술교범 - 막기 기술 증가 Ⅰ (상점),1
50019,50019,,전술교범 - 기술 방어 강화 (상점),1
50020,50020,,전술교범 - 재생력 강화 Ⅱ (상점),1
50021,50021,,전술교범 - 병기 강화 (상점),1
50022,50022,,전술교범 - 근접 위력 강화 Ⅱ (상점),1
50023,50023,,전술교범 - 원거리 위력 강화 Ⅱ (상점),1
50024,50024,,전술교범 - 마법 위력 강화 Ⅱ (상점),1
50025,50025,,전술교범 - 급소 공격 Ⅱ (상점),1
50026,50026,,전술교범 - 근접 제어 Ⅱ (상점),1
50027,50027,,전술교범 - 원거리 제어 Ⅱ (상점),1
