OID,Cid,Milestone,Comment,EquipmentCategory,Kind,ItemBaseStatModifiedCids,ItemGradeInfoCid,ItemEnhanceInfoCid,ItemEnchantInfoCid,ItemAdditionalOptionCids,IsDeathPenaltyLoss,MaxDurability,UiDurabilityPer,RepairPrice,WearGroup,WeaponNormalSkillCid,ItemSkillSlots
11099027,11099027,Dev,수면,TwohandSword,Weapon,[1101],1100,,101,,TRUE,10000,10,5,11099027,3,[99000019]
11099028,11099028,Dev,부쉬 은신,TwohandSword,Weapon,[1101],1100,,101,,TRUE,10000,10,5,11099028,3,[99000020]
11099029,11099029,Dev,스탯 복수 설정 양손검 1T,TwohandSword,Weapon,"[1101,1201,101,301]",1100,10100,101,,TRUE,10000,10,5,11099029,2,"[200401,200451,200501]"
11099030,11099030,Dev,스탯 복수 설정 양손검 3T,TwohandSword,Weapon,"[1103,1203,201,340]",1300,10300,101,,TRUE,10000,10,5,11099030,2,"[200401,200451,200501,200551]"
12010001,12010001,Dev,1T 판금 투구(기본템),PlateHelm,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010001,,[750022]
12010002,12010002,Dev,1T 가죽 투구(기본템),LeatherHelm,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010002,,[750006]
12010003,12010003,Dev,1T 천 투구(기본템),ClothHelm,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010003,,[750014]
12010004,12010004,Dev,1T 판금 갑옷(기본템),PlateArmor,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010004,,[750016]
12010005,12010005,Dev,1T 가죽 갑옷(기본템),LeatherArmor,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010005,,[750000]
12010006,12010006,Dev,1T 천 갑옷(기본템),ClothArmor,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010006,,[750008]
12010007,12010007,Dev,1T 판금 장갑(기본템),PlateGloves,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010007,,[750020]
12010008,12010008,Dev,1T 가죽 장갑(기본템),LeatherGloves,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010008,,[750004]
12010009,12010009,Dev,1T 천 장갑(기본템),ClothGloves,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010009,,[750012]
12010010,12010010,Dev,1T 판금 신발(기본템),PlateShoes,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010010,,[750018]
12010011,12010011,Dev,1T 가죽 신발(기본템),LeatherShoes,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010011,,[750002]
12010012,12010012,Dev,1T 천 신발(기본템),ClothShoes,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010012,,[750010]
12010501,12010501,Dev,1T 판금 투구(기본템)_SR,PlateHelm,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010001,,"[750022,700600]"
12010502,12010502,Dev,1T 가죽 투구(기본템)_SR,LeatherHelm,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010002,,"[750006,710600]"
12010503,12010503,Dev,1T 천 투구(기본템)_SR,ClothHelm,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010003,,"[750014,720600]"
12010504,12010504,Dev,1T 판금 갑옷(기본템)_SR,PlateArmor,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010004,,"[750016,700500]"
12010505,12010505,Dev,1T 가죽 갑옷(기본템)_SR,LeatherArmor,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010005,,"[750000,710500]"
12010506,12010506,Dev,1T 천 갑옷(기본템)_SR,ClothArmor,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010006,,"[750008,720500]"
12010507,12010507,Dev,1T 판금 장갑(기본템)_SR,PlateGloves,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010007,,"[750020,700700]"
12010508,12010508,Dev,1T 가죽 장갑(기본템)_SR,LeatherGloves,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010008,,"[750004,710700]"
12010509,12010509,Dev,1T 천 장갑(기본템)_SR,ClothGloves,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010009,,"[750012,720700]"
12010510,12010510,Dev,1T 판금 신발(기본템)_SR,PlateShoes,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010010,,"[750018,720800]"
12010511,12010511,Dev,1T 가죽 신발(기본템)_SR,LeatherShoes,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010011,,"[750002,720800]"
12010512,12010512,Dev,1T 천 신발(기본템)_SR,ClothShoes,Armor,[1201],2100,20100,101,,TRUE,10000,10,5,12010012,,"[750010,720800]"
12020001,12020001,Dev,2T 판금 투구(전리품 제작),PlateHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020001,,[750090]
12020002,12020002,Dev,2T 가죽 투구(전리품 제작),LeatherHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020002,,[750042]
12020003,12020003,Dev,2T 천 투구(전리품 제작),ClothHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020003,,[750066]
12020004,12020004,Dev,2T 판금 장갑(전리품 제작),PlateGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020004,,[750087]
12020005,12020005,Dev,2T 가죽 장갑(전리품 제작),LeatherGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020005,,[750039]
12020006,12020006,Dev,2T 천 장갑(전리품 제작),ClothGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020006,,[750063]
12020007,12020007,Dev,2T 판금 신발(전리품 제작),PlateShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020007,,[750081]
12020008,12020008,Dev,2T 가죽 신발(전리품 제작),LeatherShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020008,,[750033]
12020009,12020009,Dev,2T 천 신발(전리품 제작),ClothShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020009,,[750057]
12020010,12020010,Dev,2T 판금 투구(전리품 제작),PlateHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020010,,[750093]
12020011,12020011,Dev,2T 가죽 투구(전리품 제작),LeatherHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020011,,[750045]
12020012,12020012,Dev,2T 천 투구(전리품 제작),ClothHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020012,,[750069]
12020013,12020013,Dev,2T 판금 갑옷(던전 코어),PlateArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020013,,[750072]
12020014,12020014,Dev,2T 판금 갑옷(던전 코어),PlateArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020014,,[750075]
12020015,12020015,Dev,2T 가죽 갑옷(던전 코어),LeatherArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020015,,[750024]
12020016,12020016,Dev,2T 가죽 갑옷(던전 코어),LeatherArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020016,,[750027]
12020017,12020017,Dev,2T 천 갑옷(던전 코어),ClothArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020017,,[750048]
12020018,12020018,Dev,2T 천 갑옷(던전 코어),ClothArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020018,,[750051]
12020019,12020019,Dev,2T 판금 장갑(던전 코어),PlateGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020019,,[750084]
12020020,12020020,Dev,2T 가죽 장갑(던전 코어),LeatherGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020020,,[750036]
12020021,12020021,Dev,2T 천 장갑(던전 코어),ClothGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020021,,[750060]
12020022,12020022,Dev,2T 판금 신발(드랍),PlateShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020022,,[750078]
12020023,12020023,Dev,2T 가죽 신발(드랍),LeatherShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020023,,[750030]
12020024,12020024,Dev,2T 천 신발(드랍),ClothShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020024,,[750054]
12020501,12020501,Dev,2T 판금 투구(전리품 제작)_SR,PlateHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020001,,"[750090,700601]"
12020502,12020502,Dev,2T 가죽 투구(전리품 제작)_SR,LeatherHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020002,,"[750042,710601]"
12020503,12020503,Dev,2T 천 투구(전리품 제작)_SR,ClothHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020003,,"[750066,720601]"
12020504,12020504,Dev,2T 판금 장갑(전리품 제작)_SR,PlateGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020004,,"[750087,700701]"
12020505,12020505,Dev,2T 가죽 장갑(전리품 제작)_SR,LeatherGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020005,,"[750039,710701]"
12020506,12020506,Dev,2T 천 장갑(전리품 제작)_SR,ClothGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020006,,"[750063,720701]"
12020507,12020507,Dev,2T 판금 신발(전리품 제작)_SR,PlateShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020007,,"[750081,720801]"
12020508,12020508,Dev,2T 가죽 신발(전리품 제작)_SR,LeatherShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020008,,"[750033,720801]"
12020509,12020509,Dev,2T 천 신발(전리품 제작)_SR,ClothShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020009,,"[750057,720801]"
12020510,12020510,Dev,2T 판금 투구(전리품 제작)_SR,PlateHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020010,,"[750093,700601]"
12020511,12020511,Dev,2T 가죽 투구(전리품 제작)_SR,LeatherHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020011,,"[750045,710601]"
12020512,12020512,Dev,2T 천 투구(전리품 제작)_SR,ClothHelm,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020012,,"[750069,720601]"
12020513,12020513,Dev,2T 판금 갑옷(던전 코어)_SR,PlateArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020013,,"[750072,700501]"
12020514,12020514,Dev,2T 판금 갑옷(던전 코어)_SR,PlateArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020014,,"[750075,700501]"
12020515,12020515,Dev,2T 가죽 갑옷(던전 코어)_SR,LeatherArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020015,,"[750024,710501]"
12020516,12020516,Dev,2T 가죽 갑옷(던전 코어)_SR,LeatherArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020016,,"[750027,710501]"
12020517,12020517,Dev,2T 천 갑옷(던전 코어)_SR,ClothArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020017,,"[750048,720501]"
12020518,12020518,Dev,2T 천 갑옷(던전 코어)_SR,ClothArmor,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020018,,"[750051,720501]"
12020519,12020519,Dev,2T 판금 장갑(던전 코어)_SR,PlateGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020019,,"[750084,700701]"
12020520,12020520,Dev,2T 가죽 장갑(던전 코어)_SR,LeatherGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020020,,"[750036,710701]"
12020521,12020521,Dev,2T 천 장갑(던전 코어)_SR,ClothGloves,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020021,,"[750060,720701]"
12020522,12020522,Dev,2T 판금 신발(드랍)_SR,PlateShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020022,,"[750078,720801]"
12020523,12020523,Dev,2T 가죽 신발(드랍)_SR,LeatherShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020023,,"[750030,720801]"
12020524,12020524,Dev,2T 천 신발(드랍)_SR,ClothShoes,Armor,[1202],2200,20200,101,,TRUE,10000,10,10,12020024,,"[750054,720801]"
12030001,12030001,Dev,3T 판금 투구(전리품 제작),PlateHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030001,,"[750400,750404,700602]"
12030002,12030002,Dev,3T 가죽 투구(전리품 제작),LeatherHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030002,,"[750192,750196,710602]"
12030003,12030003,Dev,3T 천 투구(전리품 제작),ClothHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030003,,"[750296,750300,720602]"
12030004,12030004,Dev,3T 판금 갑옷(전리품 제작),PlateArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030004,,"[750320,750324,700502]"
12030005,12030005,Dev,3T 가죽 갑옷(전리품 제작),LeatherArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030005,,"[750112,750116,710502]"
12030006,12030006,Dev,3T 천 갑옷(전리품 제작),ClothArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030006,,"[750216,750220,720502]"
12030007,12030007,Dev,3T 판금 장갑(전리품 제작),PlateGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030007,,"[750368,750372,700702]"
12030008,12030008,Dev,3T 판금 장갑(전리품 제작),PlateGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030008,,"[750376,750380,700702]"
12030009,12030009,Dev,3T 가죽 장갑(전리품 제작),LeatherGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030009,,"[750160,750164,710702]"
12030010,12030010,Dev,3T 가죽 장갑(전리품 제작),LeatherGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030010,,"[750168,750172,710702]"
12030011,12030011,Dev,3T 천 장갑(전리품 제작),ClothGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030011,,"[750264,750268,720702]"
12030012,12030012,Dev,3T 천 장갑(전리품 제작),ClothGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030012,,"[750272,750276,720702]"
12030013,12030013,Dev,3T 판금 투구(던전 코어),PlateHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030013,,"[750384,750388,700602]"
12030014,12030014,Dev,3T 가죽 투구(던전 코어),LeatherHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030014,,"[750176,750180,710602]"
12030015,12030015,Dev,3T 천 투구(던전 코어),ClothHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030015,,"[750280,750284,720602]"
12030016,12030016,Dev,3T 판금 갑옷(던전 코어),PlateArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030016,,"[750304,750308,700502]"
12030017,12030017,Dev,3T 가죽 갑옷(던전 코어),LeatherArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030017,,"[750096,750100,710502]"
12030018,12030018,Dev,3T 천 갑옷(던전 코어),ClothArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030018,,"[750200,750204,720502]"
12030019,12030019,Dev,3T 판금 장갑(던전 코어),PlateGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030019,,"[750360,750364,700702]"
12030020,12030020,Dev,3T 가죽 장갑(던전 코어),LeatherGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030020,,"[750152,750156,710702]"
12030021,12030021,Dev,3T 천 장갑(던전 코어),ClothGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030021,,"[750256,750260,720702]"
12030022,12030022,Dev,3T 판금 신발(던전 코어),PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030022,,"[750328,750332,720802]"
12030023,12030023,Dev,3T 가죽 신발(던전 코어),LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030023,,"[750120,750124,720802]"
12030024,12030024,Dev,3T 천 신발(던전 코어),ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030024,,"[750224,750228,720802]"
12030025,12030025,Dev,3T 판금 투구(드랍),PlateHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030025,,"[750392,750396,700602]"
12030026,12030026,Dev,3T 가죽 투구(드랍),LeatherHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030026,,"[750184,750188,710602]"
12030027,12030027,Dev,3T 천 투구(드랍),ClothHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030027,,"[750288,750292,720602]"
12030028,12030028,Dev,3T 판금 갑옷(드랍),PlateArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030028,,"[750312,750316,700502]"
12030029,12030029,Dev,3T 가죽 갑옷(드랍),LeatherArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030029,,"[750104,750108,710502]"
12030030,12030030,Dev,3T 천 갑옷(드랍),ClothArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030030,,"[750208,750212,720502]"
12030031,12030031,Dev,3T 판금 신발(드랍),PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030031,,"[750336,750340,720802]"
12030032,12030032,Dev,3T 판금 신발(드랍),PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030032,,"[750344,750348,720802]"
12030033,12030033,Dev,3T 판금 신발(드랍),PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030033,,"[750352,750356,720802]"
12030034,12030034,Dev,3T 가죽 신발(드랍),LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030034,,"[750128,750132,720802]"
12030035,12030035,Dev,3T 가죽 신발(드랍),LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030035,,"[750136,750140,720802]"
12030036,12030036,Dev,3T 가죽 신발(드랍),LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030036,,"[750144,750148,720802]"
12030037,12030037,Dev,3T 천 신발(드랍),ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030034,,"[750232,750236,720802]"
12030038,12030038,Dev,3T 천 신발(드랍),ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030035,,"[750240,750244,720802]"
12030039,12030039,Dev,3T 천 신발(드랍),ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030036,,"[750248,750252,720802]"
12030501,12030501,Dev,3T 판금 투구(전리품 제작)_SR,PlateHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030001,,"[750400,750404,700602,700030]"
12030502,12030502,Dev,3T 가죽 투구(전리품 제작)_SR,LeatherHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030002,,"[750192,750196,710602,720020]"
12030503,12030503,Dev,3T 천 투구(전리품 제작)_SR,ClothHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030003,,"[750296,750300,720602,700000]"
12030504,12030504,Dev,3T 판금 갑옷(전리품 제작)_SR,PlateArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030004,,"[750320,750324,700502,700010]"
12030505,12030505,Dev,3T 가죽 갑옷(전리품 제작)_SR,LeatherArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030005,,"[750112,750116,710502,720000]"
12030506,12030506,Dev,3T 천 갑옷(전리품 제작)_SR,ClothArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030006,,"[750216,750220,720502,710010]"
12030507,12030507,Dev,3T 판금 장갑(전리품 제작)_SR,PlateGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030007,,"[750368,750372,700702,700050]"
12030508,12030508,Dev,3T 판금 장갑(전리품 제작)_SR,PlateGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030008,,"[750376,750380,700702,700050]"
12030509,12030509,Dev,3T 가죽 장갑(전리품 제작)_SR,LeatherGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030009,,"[750160,750164,710702,720010]"
12030510,12030510,Dev,3T 가죽 장갑(전리품 제작)_SR,LeatherGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030010,,"[750168,750172,710702,720010]"
12030511,12030511,Dev,3T 천 장갑(전리품 제작)_SR,ClothGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030011,,"[750264,750268,720702,710020]"
12030512,12030512,Dev,3T 천 장갑(전리품 제작)_SR,ClothGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030012,,"[750272,750276,720702,710020]"
12030513,12030513,Dev,3T 판금 투구(던전 코어)_SR,PlateHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030013,,"[750384,750388,700602,700030]"
12030514,12030514,Dev,3T 가죽 투구(던전 코어)_SR,LeatherHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030014,,"[750176,750180,710602,720020]"
12030515,12030515,Dev,3T 천 투구(던전 코어)_SR,ClothHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030015,,"[750280,750284,720602,700000]"
12030516,12030516,Dev,3T 판금 갑옷(던전 코어)_SR,PlateArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030016,,"[750304,750308,700502,700010]"
12030517,12030517,Dev,3T 가죽 갑옷(던전 코어)_SR,LeatherArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030017,,"[750096,750100,710502,720000]"
12030518,12030518,Dev,3T 천 갑옷(던전 코어)_SR,ClothArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030018,,"[750200,750204,720502,710010]"
12030519,12030519,Dev,3T 판금 장갑(던전 코어)_SR,PlateGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030019,,"[750360,750364,700702,700050]"
12030520,12030520,Dev,3T 가죽 장갑(던전 코어)_SR,LeatherGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030020,,"[750152,750156,710702,720010]"
12030521,12030521,Dev,3T 천 장갑(던전 코어)_SR,ClothGloves,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030021,,"[750256,750260,720702,710020]"
12030522,12030522,Dev,3T 판금 신발(던전 코어)_SR,PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030022,,"[750328,750332,720802,700060]"
12030523,12030523,Dev,3T 가죽 신발(던전 코어)_SR,LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030023,,"[750120,750124,720802,1100101]"
12030524,12030524,Dev,3T 천 신발(던전 코어)_SR,ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030024,,"[750224,750228,720802,710000]"
12030525,12030525,Dev,3T 판금 투구(드랍)_SR,PlateHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030025,,"[750392,750396,700602,700030]"
12030526,12030526,Dev,3T 가죽 투구(드랍)_SR,LeatherHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030026,,"[750184,750188,710602,720020]"
12030527,12030527,Dev,3T 천 투구(드랍)_SR,ClothHelm,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030027,,"[750288,750292,720602,700000]"
12030528,12030528,Dev,3T 판금 갑옷(드랍)_SR,PlateArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030028,,"[750312,750316,700502,700010]"
12030529,12030529,Dev,3T 가죽 갑옷(드랍)_SR,LeatherArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030029,,"[750104,750108,710502,720000]"
12030530,12030530,Dev,3T 천 갑옷(드랍)_SR,ClothArmor,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030030,,"[750208,750212,720502,710010]"
12030531,12030531,Dev,3T 판금 신발(드랍)_SR,PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030031,,"[750336,750340,720802,700060]"
12030532,12030532,Dev,3T 판금 신발(드랍)_SR,PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030032,,"[750344,750348,720802,700060]"
12030533,12030533,Dev,3T 판금 신발(드랍)_SR,PlateShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030033,,"[750352,750356,720802,700060]"
12030534,12030534,Dev,3T 가죽 신발(드랍)_SR,LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030034,,"[750128,750132,720802,1100101]"
12030535,12030535,Dev,3T 가죽 신발(드랍)_SR,LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030035,,"[750136,750140,720802,1100101]"
12030536,12030536,Dev,3T 가죽 신발(드랍)_SR,LeatherShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030036,,"[750144,750148,720802,1100101]"
12030537,12030537,Dev,3T 천 신발(드랍)_SR,ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030034,,"[750232,750236,720802,710000]"
12030538,12030538,Dev,3T 천 신발(드랍)_SR,ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030035,,"[750240,750244,720802,710000]"
12030539,12030539,Dev,3T 천 신발(드랍)_SR,ClothShoes,Armor,[1203],2300,20300,101,,TRUE,10000,10,20,12030036,,"[750248,750252,720802,710000]"
12040001,12040001,Dev,검은 시련의 판금 투구,PlateHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040001,,[1200001]
12040002,12040002,Dev,희미한 달그림자 가죽 투구,LeatherHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040002,,[1100051]
12040003,12040003,Dev,새벽의 숨결 천 머리 장식,ClothHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040003,,[1000051]
12040004,12040004,Dev,검은 시련의 판금 갑옷,PlateArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040004,,[1200051]
12040005,12040005,Dev,희미한 달그림자 가죽 경갑,LeatherArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040005,,[1100001]
12040006,12040006,Dev,새벽의 숨결 천 의복,ClothArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040006,,[1000001]
12040007,12040007,Dev,검은 시련의 판금 장화,PlateGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040007,,[1200071]
12040008,12040008,Dev,희미한 달그림자 가죽 장화,LeatherGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040008,,[1100071]
12040009,12040009,Dev,새벽의 숨결 천 장갑,ClothGloves,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040009,,[1000071]
12040010,12040010,Dev,검은 시련의 판금 장화,PlateShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040010,,[1200101]
12040011,12040011,Dev,희미한 달그림자 가죽 장화,LeatherShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040011,,[1100101]
12040012,12040012,Dev,새벽의 숨결 천 신발,ClothShoes,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040012,,[1000101]
12040013,12040013,Dev,검은 시련의 판금 투구,PlateHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040013,,[1200001]
12040014,12040014,Dev,희미한 달그림자 가죽 투구,LeatherHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040014,,[1100051]
12040015,12040015,Dev,새벽의 숨결 천 머리 장식,ClothHelm,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040015,,[1000051]
12040016,12040016,Dev,검은 시련의 판금 갑옷,PlateArmor,Armor,[1204],2400,20400,101,,TRUE,10000,10,40,12040016,,[1200051]
