OID,Cid,Milestone,Comment,DescName,Desc,Category,MasteryCid,Tier,Grade,MaxStack,BuyPrice,SellPrice,ItemRestrictionCid,BindingType,BindingRuleCids,SortGroup,SortOrder,IsBreak,ScheduleCid,WhereToGet,WhereToUse,IsNotify,IsBroadcast,EquipSound,RequiredMinLevel,RequiredMaxLevel
12020521,12020521,Dev,2T 천 장갑(던전 코어)_SR,[임시] 2T 천 장갑(던전 코어)_SR,,Equipment,303,Tier2,Common,1,0,500,1,Unbound,[22],1,812020021,FALSE,0,,,FALSE,FALSE,,0,999
12020522,12020522,Dev,2T 판금 신발(드랍)_SR,[임시] 2T 판금 신발(드랍)_SR,,Equipment,301,Tier2,Common,1,0,500,1,Unbound,[22],1,812020010,FALSE,0,,,FALSE,FALSE,,0,999
12020523,12020523,Dev,2T 가죽 신발(드랍)_SR,[임시] 2T 가죽 신발(드랍)_SR,,Equipment,302,Tier2,Common,1,0,500,1,Unbound,[22],1,812020011,FALSE,0,,,FALSE,FALSE,,0,999
12020524,12020524,Dev,2T 천 신발(드랍)_SR,[임시] 2T 천 신발(드랍)_SR,,Equipment,303,Tier2,Common,1,0,500,1,Unbound,[22],1,812020012,FALSE,0,,,FALSE,FALSE,,0,999
12030001,12030001,Dev,3T 판금 투구(전리품 제작),[임시] 3T 판금 투구(전리품 제작),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030001,FALSE,0,,,FALSE,FALSE,,0,999
12030002,12030002,Dev,3T 가죽 투구(전리품 제작),[임시] 3T 가죽 투구(전리품 제작),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030002,FALSE,0,,,FALSE,FALSE,,0,999
12030003,12030003,Dev,3T 천 투구(전리품 제작),[임시] 3T 천 투구(전리품 제작),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030003,FALSE,0,,,FALSE,FALSE,,0,999
12030004,12030004,Dev,3T 판금 갑옷(전리품 제작),[임시] 3T 판금 갑옷(전리품 제작),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030004,FALSE,0,,,FALSE,FALSE,,0,999
12030005,12030005,Dev,3T 가죽 갑옷(전리품 제작),[임시] 3T 가죽 갑옷(전리품 제작),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030005,FALSE,0,,,FALSE,FALSE,,0,999
12030006,12030006,Dev,3T 천 갑옷(전리품 제작),[임시] 3T 천 갑옷(전리품 제작),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030006,FALSE,0,,,FALSE,FALSE,,0,999
12030007,12030007,Dev,3T 판금 장갑(전리품 제작),[임시] 3T 판금 장갑(전리품 제작),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030007,FALSE,0,,,FALSE,FALSE,,0,999
12030008,12030008,Dev,3T 판금 장갑(전리품 제작),[임시] 3T 판금 장갑(전리품 제작),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030008,FALSE,0,,,FALSE,FALSE,,0,999
12030009,12030009,Dev,3T 가죽 장갑(전리품 제작),[임시] 3T 가죽 장갑(전리품 제작),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030009,FALSE,0,,,FALSE,FALSE,,0,999
12030010,12030010,Dev,3T 가죽 장갑(전리품 제작),[임시] 3T 가죽 장갑(전리품 제작),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030007,FALSE,0,,,FALSE,FALSE,,0,999
12030011,12030011,Dev,3T 천 장갑(전리품 제작),[임시] 3T 천 장갑(전리품 제작),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030008,FALSE,0,,,FALSE,FALSE,,0,999
12030012,12030012,Dev,3T 천 장갑(전리품 제작),[임시] 3T 천 장갑(전리품 제작),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030009,FALSE,0,,,FALSE,FALSE,,0,999
12030013,12030013,Dev,3T 판금 투구(던전 코어),[임시] 3T 판금 투구(던전 코어),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030013,FALSE,0,,,FALSE,FALSE,,0,999
12030014,12030014,Dev,3T 가죽 투구(던전 코어),[임시] 3T 가죽 투구(던전 코어),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030014,FALSE,0,,,FALSE,FALSE,,0,999
12030015,12030015,Dev,3T 천 투구(던전 코어),[임시] 3T 천 투구(던전 코어),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030015,FALSE,0,,,FALSE,FALSE,,0,999
12030016,12030016,Dev,3T 판금 갑옷(던전 코어),[임시] 3T 판금 갑옷(던전 코어),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030016,FALSE,0,,,FALSE,FALSE,,0,999
12030017,12030017,Dev,3T 가죽 갑옷(던전 코어),[임시] 3T 가죽 갑옷(던전 코어),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030017,FALSE,0,,,FALSE,FALSE,,0,999
12030018,12030018,Dev,3T 천 갑옷(던전 코어),[임시] 3T 천 갑옷(던전 코어),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030018,FALSE,0,,,FALSE,FALSE,,0,999
12030019,12030019,Dev,3T 판금 장갑(던전 코어),[임시] 3T 판금 장갑(던전 코어),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030019,FALSE,0,,,FALSE,FALSE,,0,999
12030020,12030020,Dev,3T 가죽 장갑(던전 코어),[임시] 3T 가죽 장갑(던전 코어),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030020,FALSE,0,,,FALSE,FALSE,,0,999
12030021,12030021,Dev,3T 천 장갑(던전 코어),[임시] 3T 천 장갑(던전 코어),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030021,FALSE,0,,,FALSE,FALSE,,0,999
12030022,12030022,Dev,3T 판금 신발(던전 코어),[임시] 3T 판금 신발(던전 코어),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030022,FALSE,0,,,FALSE,FALSE,,0,999
12030023,12030023,Dev,3T 가죽 신발(던전 코어),[임시] 3T 가죽 신발(던전 코어),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030023,FALSE,0,,,FALSE,FALSE,,0,999
12030024,12030024,Dev,3T 천 신발(던전 코어),[임시] 3T 천 신발(던전 코어),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030024,FALSE,0,,,FALSE,FALSE,,0,999
12030025,12030025,Dev,3T 판금 투구(드랍),[임시] 3T 판금 투구(드랍),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030025,FALSE,0,,,FALSE,FALSE,,0,999
12030026,12030026,Dev,3T 가죽 투구(드랍),[임시] 3T 가죽 투구(드랍),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030026,FALSE,0,,,FALSE,FALSE,,0,999
12030027,12030027,Dev,3T 천 투구(드랍),[임시] 3T 천 투구(드랍),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030027,FALSE,0,,,FALSE,FALSE,,0,999
12030028,12030028,Dev,3T 판금 갑옷(드랍),[임시] 3T 판금 갑옷(드랍),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030028,FALSE,0,,,FALSE,FALSE,,0,999
12030029,12030029,Dev,3T 가죽 갑옷(드랍),[임시] 3T 가죽 갑옷(드랍),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030029,FALSE,0,,,FALSE,FALSE,,0,999
12030030,12030030,Dev,3T 천 갑옷(드랍),[임시] 3T 천 갑옷(드랍),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030030,FALSE,0,,,FALSE,FALSE,,0,999
12030031,12030031,Dev,3T 판금 신발(드랍),[임시] 3T 판금 신발(드랍),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030034,FALSE,0,,,FALSE,FALSE,,0,999
12030032,12030032,Dev,3T 판금 신발(드랍),[임시] 3T 판금 신발(드랍),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030035,FALSE,0,,,FALSE,FALSE,,0,999
12030033,12030033,Dev,3T 판금 신발(드랍),[임시] 3T 판금 신발(드랍),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030036,FALSE,0,,,FALSE,FALSE,,0,999
12030034,12030034,Dev,3T 가죽 신발(드랍),[임시] 3T 가죽 신발(드랍),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030034,FALSE,0,,,FALSE,FALSE,,0,999
12030035,12030035,Dev,3T 가죽 신발(드랍),[임시] 3T 가죽 신발(드랍),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030035,FALSE,0,,,FALSE,FALSE,,0,999
12030036,12030036,Dev,3T 가죽 신발(드랍),[임시] 3T 가죽 신발(드랍),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030036,FALSE,0,,,FALSE,FALSE,,0,999
12030037,12030037,Dev,3T 천 신발(드랍),[임시] 3T 천 신발(드랍),,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030034,FALSE,0,,,FALSE,FALSE,,0,999
12030038,12030038,Dev,3T 천 신발(드랍),[임시] 3T 천 신발(드랍),,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030035,FALSE,0,,,FALSE,FALSE,,0,999
12030039,12030039,Dev,3T 천 신발(드랍),[임시] 3T 천 신발(드랍),,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030036,FALSE,0,,,FALSE,FALSE,,0,999
12030501,12030501,Dev,3T 판금 투구(전리품 제작)_SR,[임시] 3T 판금 투구(전리품 제작)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030001,FALSE,0,,,FALSE,FALSE,,0,999
12030502,12030502,Dev,3T 가죽 투구(전리품 제작)_SR,[임시] 3T 가죽 투구(전리품 제작)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030002,FALSE,0,,,FALSE,FALSE,,0,999
12030503,12030503,Dev,3T 천 투구(전리품 제작)_SR,[임시] 3T 천 투구(전리품 제작)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030003,FALSE,0,,,FALSE,FALSE,,0,999
12030504,12030504,Dev,3T 판금 갑옷(전리품 제작)_SR,[임시] 3T 판금 갑옷(전리품 제작)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030004,FALSE,0,,,FALSE,FALSE,,0,999
12030505,12030505,Dev,3T 가죽 갑옷(전리품 제작)_SR,[임시] 3T 가죽 갑옷(전리품 제작)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030005,FALSE,0,,,FALSE,FALSE,,0,999
12030506,12030506,Dev,3T 천 갑옷(전리품 제작)_SR,[임시] 3T 천 갑옷(전리품 제작)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030006,FALSE,0,,,FALSE,FALSE,,0,999
12030507,12030507,Dev,3T 판금 장갑(전리품 제작)_SR,[임시] 3T 판금 장갑(전리품 제작)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030007,FALSE,0,,,FALSE,FALSE,,0,999
12030508,12030508,Dev,3T 판금 장갑(전리품 제작)_SR,[임시] 3T 판금 장갑(전리품 제작)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030008,FALSE,0,,,FALSE,FALSE,,0,999
12030509,12030509,Dev,3T 가죽 장갑(전리품 제작)_SR,[임시] 3T 가죽 장갑(전리품 제작)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030009,FALSE,0,,,FALSE,FALSE,,0,999
12030510,12030510,Dev,3T 가죽 장갑(전리품 제작)_SR,[임시] 3T 가죽 장갑(전리품 제작)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030007,FALSE,0,,,FALSE,FALSE,,0,999
12030511,12030511,Dev,3T 천 장갑(전리품 제작)_SR,[임시] 3T 천 장갑(전리품 제작)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030008,FALSE,0,,,FALSE,FALSE,,0,999
12030512,12030512,Dev,3T 천 장갑(전리품 제작)_SR,[임시] 3T 천 장갑(전리품 제작)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030009,FALSE,0,,,FALSE,FALSE,,0,999
12030513,12030513,Dev,3T 판금 투구(던전 코어)_SR,[임시] 3T 판금 투구(던전 코어)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030013,FALSE,0,,,FALSE,FALSE,,0,999
12030514,12030514,Dev,3T 가죽 투구(던전 코어)_SR,[임시] 3T 가죽 투구(던전 코어)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030014,FALSE,0,,,FALSE,FALSE,,0,999
12030515,12030515,Dev,3T 천 투구(던전 코어)_SR,[임시] 3T 천 투구(던전 코어)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030015,FALSE,0,,,FALSE,FALSE,,0,999
12030516,12030516,Dev,3T 판금 갑옷(던전 코어)_SR,[임시] 3T 판금 갑옷(던전 코어)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030016,FALSE,0,,,FALSE,FALSE,,0,999
12030517,12030517,Dev,3T 가죽 갑옷(던전 코어)_SR,[임시] 3T 가죽 갑옷(던전 코어)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030017,FALSE,0,,,FALSE,FALSE,,0,999
12030518,12030518,Dev,3T 천 갑옷(던전 코어)_SR,[임시] 3T 천 갑옷(던전 코어)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030018,FALSE,0,,,FALSE,FALSE,,0,999
12030519,12030519,Dev,3T 판금 장갑(던전 코어)_SR,[임시] 3T 판금 장갑(던전 코어)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030019,FALSE,0,,,FALSE,FALSE,,0,999
12030520,12030520,Dev,3T 가죽 장갑(던전 코어)_SR,[임시] 3T 가죽 장갑(던전 코어)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030020,FALSE,0,,,FALSE,FALSE,,0,999
12030521,12030521,Dev,3T 천 장갑(던전 코어)_SR,[임시] 3T 천 장갑(던전 코어)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030021,FALSE,0,,,FALSE,FALSE,,0,999
12030522,12030522,Dev,3T 판금 신발(던전 코어)_SR,[임시] 3T 판금 신발(던전 코어)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030022,FALSE,0,,,FALSE,FALSE,,0,999
12030523,12030523,Dev,3T 가죽 신발(던전 코어)_SR,[임시] 3T 가죽 신발(던전 코어)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030023,FALSE,0,,,FALSE,FALSE,,0,999
12030524,12030524,Dev,3T 천 신발(던전 코어)_SR,[임시] 3T 천 신발(던전 코어)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030024,FALSE,0,,,FALSE,FALSE,,0,999
12030525,12030525,Dev,3T 판금 투구(드랍)_SR,[임시] 3T 판금 투구(드랍)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030025,FALSE,0,,,FALSE,FALSE,,0,999
12030526,12030526,Dev,3T 가죽 투구(드랍)_SR,[임시] 3T 가죽 투구(드랍)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030026,FALSE,0,,,FALSE,FALSE,,0,999
12030527,12030527,Dev,3T 천 투구(드랍)_SR,[임시] 3T 천 투구(드랍)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030027,FALSE,0,,,FALSE,FALSE,,0,999
12030528,12030528,Dev,3T 판금 갑옷(드랍)_SR,[임시] 3T 판금 갑옷(드랍)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030028,FALSE,0,,,FALSE,FALSE,,0,999
12030529,12030529,Dev,3T 가죽 갑옷(드랍)_SR,[임시] 3T 가죽 갑옷(드랍)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030029,FALSE,0,,,FALSE,FALSE,,0,999
12030530,12030530,Dev,3T 천 갑옷(드랍)_SR,[임시] 3T 천 갑옷(드랍)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030030,FALSE,0,,,FALSE,FALSE,,0,999
12030531,12030531,Dev,3T 판금 신발(드랍)_SR,[임시] 3T 판금 신발(드랍)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030034,FALSE,0,,,FALSE,FALSE,,0,999
12030532,12030532,Dev,3T 판금 신발(드랍)_SR,[임시] 3T 판금 신발(드랍)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030035,FALSE,0,,,FALSE,FALSE,,0,999
12030533,12030533,Dev,3T 판금 신발(드랍)_SR,[임시] 3T 판금 신발(드랍)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030036,FALSE,0,,,FALSE,FALSE,,0,999
12030534,12030534,Dev,3T 가죽 신발(드랍)_SR,[임시] 3T 가죽 신발(드랍)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030034,FALSE,0,,,FALSE,FALSE,,0,999
12030535,12030535,Dev,3T 가죽 신발(드랍)_SR,[임시] 3T 가죽 신발(드랍)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030035,FALSE,0,,,FALSE,FALSE,,0,999
12030536,12030536,Dev,3T 가죽 신발(드랍)_SR,[임시] 3T 가죽 신발(드랍)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030036,FALSE,0,,,FALSE,FALSE,,0,999
12030537,12030537,Dev,3T 천 신발(드랍)_SR,[임시] 3T 천 신발(드랍)_SR,,Equipment,301,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030034,FALSE,0,,,FALSE,FALSE,,0,999
12030538,12030538,Dev,3T 천 신발(드랍)_SR,[임시] 3T 천 신발(드랍)_SR,,Equipment,302,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030035,FALSE,0,,,FALSE,FALSE,,0,999
12030539,12030539,Dev,3T 천 신발(드랍)_SR,[임시] 3T 천 신발(드랍)_SR,,Equipment,303,Tier3,Common,1,0,2000,1,Unbound,[22],1,712030036,FALSE,0,,,FALSE,FALSE,,0,999
12040001,12040001,Dev,검은 시련의 판금 투구,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040001,FALSE,0,,,FALSE,FALSE,,0,999
12040002,12040002,Dev,희미한 달그림자 가죽 투구,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040002,FALSE,0,,,FALSE,FALSE,,0,999
12040003,12040003,Dev,새벽의 숨결 천 머리 장식,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040003,FALSE,0,,,FALSE,FALSE,,0,999
12040004,12040004,Dev,검은 시련의 판금 갑옷,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040004,FALSE,0,,,FALSE,FALSE,,0,999
12040005,12040005,Dev,희미한 달그림자 가죽 경갑,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040005,FALSE,0,,,FALSE,FALSE,,0,999
12040006,12040006,Dev,새벽의 숨결 천 의복,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040006,FALSE,0,,,FALSE,FALSE,,0,999
12040007,12040007,Dev,검은 시련의 판금 장화,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040007,FALSE,0,,,FALSE,FALSE,,0,999
12040008,12040008,Dev,희미한 달그림자 가죽 장화,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040008,FALSE,0,,,FALSE,FALSE,,0,999
12040009,12040009,Dev,새벽의 숨결 천 장갑,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040009,FALSE,0,,,FALSE,FALSE,,0,999
12040010,12040010,Dev,검은 시련의 판금 장화,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040010,FALSE,0,,,FALSE,FALSE,,0,999
12040011,12040011,Dev,희미한 달그림자 가죽 장화,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040011,FALSE,0,,,FALSE,FALSE,,0,999
12040012,12040012,Dev,새벽의 숨결 천 신발,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040012,FALSE,0,,,FALSE,FALSE,,0,999
12040013,12040013,Dev,검은 시련의 판금 투구,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040013,FALSE,0,,,FALSE,FALSE,,0,999
12040014,12040014,Dev,희미한 달그림자 가죽 투구,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040014,FALSE,0,,,FALSE,FALSE,,0,999
12040015,12040015,Dev,새벽의 숨결 천 머리 장식,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040015,FALSE,0,,,FALSE,FALSE,,0,999
12040016,12040016,Dev,검은 시련의 판금 갑옷,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040016,FALSE,0,,,FALSE,FALSE,,0,999
12040017,12040017,Dev,희미한 달그림자 가죽 경갑,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040017,FALSE,0,,,FALSE,FALSE,,0,999
12040018,12040018,Dev,새벽의 숨결 천 의복,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040018,FALSE,0,,,FALSE,FALSE,,0,999
12040019,12040019,Dev,검은 시련의 판금 장화,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040019,FALSE,0,,,FALSE,FALSE,,0,999
12040020,12040020,Dev,희미한 달그림자 가죽 장화,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040020,FALSE,0,,,FALSE,FALSE,,0,999
12040021,12040021,Dev,새벽의 숨결 천 장갑,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040021,FALSE,0,,,FALSE,FALSE,,0,999
12040022,12040022,Dev,검은 시련의 판금 장화,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040022,FALSE,0,,,FALSE,FALSE,,0,999
12040023,12040023,Dev,희미한 달그림자 가죽 장화,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040023,FALSE,0,,,FALSE,FALSE,,0,999
12040024,12040024,Dev,새벽의 숨결 천 신발,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040024,FALSE,0,,,FALSE,FALSE,,0,999
12040025,12040025,Dev,검은 시련의 판금 투구,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040025,FALSE,0,,,FALSE,FALSE,,0,999
12040026,12040026,Dev,희미한 달그림자 가죽 투구,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040026,FALSE,0,,,FALSE,FALSE,,0,999
12040027,12040027,Dev,새벽의 숨결 천 머리 장식,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040027,FALSE,0,,,FALSE,FALSE,,0,999
12040028,12040028,Dev,검은 시련의 판금 갑옷,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040028,FALSE,0,,,FALSE,FALSE,,0,999
12040029,12040029,Dev,희미한 달그림자 가죽 경갑,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040029,FALSE,0,,,FALSE,FALSE,,0,999
12040030,12040030,Dev,새벽의 숨결 천 의복,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040030,FALSE,0,,,FALSE,FALSE,,0,999
12040031,12040031,Dev,검은 시련의 판금 장화,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040031,FALSE,0,,,FALSE,FALSE,,0,999
12040032,12040032,Dev,희미한 달그림자 가죽 장화,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040032,FALSE,0,,,FALSE,FALSE,,0,999
12040033,12040033,Dev,새벽의 숨결 천 장갑,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040033,FALSE,0,,,FALSE,FALSE,,0,999
12040034,12040034,Dev,검은 시련의 판금 장화,,,Equipment,301,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040034,FALSE,0,,,FALSE,FALSE,,0,999
12040035,12040035,Dev,희미한 달그림자 가죽 장화,,,Equipment,302,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040035,FALSE,0,,,FALSE,FALSE,,0,999
12040036,12040036,Dev,새벽의 숨결 천 신발,,,Equipment,303,Tier4,Common,1,0,5000,1,Unbound,[22],1,612040036,FALSE,0,,,FALSE,FALSE,,0,999
12050001,12050001,Dev,5T 판금 투구,,,Equipment,301,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050001,FALSE,0,,,FALSE,FALSE,,0,999
12050002,12050002,Dev,5T 가죽 투구,,,Equipment,302,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050002,FALSE,0,,,FALSE,FALSE,,0,999
12050003,12050003,Dev,5T 천 투구,,,Equipment,303,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050003,FALSE,0,,,FALSE,FALSE,,0,999
12050004,12050004,Dev,5T 판금 갑옷,,,Equipment,301,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050004,FALSE,0,,,FALSE,FALSE,,0,999
12050005,12050005,Dev,5T 가죽 갑옷,,,Equipment,302,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050005,FALSE,0,,,FALSE,FALSE,,0,999
12050006,12050006,Dev,5T 천 갑옷,,,Equipment,303,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050006,FALSE,0,,,FALSE,FALSE,,0,999
12050007,12050007,Dev,5T 판금 장갑,,,Equipment,301,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050007,FALSE,0,,,FALSE,FALSE,,0,999
12050008,12050008,Dev,5T 가죽 장갑,,,Equipment,302,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050008,FALSE,0,,,FALSE,FALSE,,0,999
12050009,12050009,Dev,5T 천 장갑,,,Equipment,303,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050009,FALSE,0,,,FALSE,FALSE,,0,999
12050010,12050010,Dev,5T 판금 신발,,,Equipment,301,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050010,FALSE,0,,,FALSE,FALSE,,0,999
12050011,12050011,Dev,5T 가죽 신발,,,Equipment,302,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050011,FALSE,0,,,FALSE,FALSE,,0,999
12050012,12050012,Dev,5T 천 신발,,,Equipment,303,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050012,FALSE,0,,,FALSE,FALSE,,0,999
12050013,12050013,Dev,5T 판금 투구,,,Equipment,301,Tier5,Common,1,0,10000,1,Unbound,[22],1,512050013,FALSE,0,,,FALSE,FALSE,,0,999
