OID,Cid,Comment,StatModifiedCids,CrowdControls,IntervalSkillEffectId,Interval,ApplyEffectImmediately,ProcIds,AuraId,ShieldCid,AtApplyFXName,AtRemoveFXName,StateFXName,MountStateFXName,AnimName,AnimWeaponState,ApplyUiStringKey,ComboUi,PolymorphCid,ReplaceNormalSkillId
750119,750119,3T 가죽 갑옷(전리품)_PVE 피해 증가 Lv.4,[701005],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750120,750120,3T 가죽 신발(던전코어_a)_학살 본능 Lv.1,"[700782,700783]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750121,750121,3T 가죽 신발(던전코어_a)_학살 본능 Lv.2,"[700785,700786]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750122,750122,3T 가죽 신발(던전코어_a)_학살 본능 Lv.3,"[700788,700789]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750123,750123,3T 가죽 신발(던전코어_a)_학살 본능 Lv.4,"[700791,700792]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750124,750124,3T 가죽 신발(던전코어_a)_스킬 가속 Lv.1,[700784],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750125,750125,3T 가죽 신발(던전코어_a)_스킬 가속 Lv.2,[700787],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750126,750126,3T 가죽 신발(던전코어_a)_스킬 가속 Lv.3,[700790],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750127,750127,3T 가죽 신발(던전코어_a)_스킬 가속 Lv.4,[700793],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750128,750128,3T 가죽 신발(드랍_a)_투쟁 본능 Lv.1,"[700910,700911]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750129,750129,3T 가죽 신발(드랍_a)_투쟁 본능 Lv.2,"[700913,700914]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750130,750130,3T 가죽 신발(드랍_a)_투쟁 본능 Lv.3,"[700916,700917]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750131,750131,3T 가죽 신발(드랍_a)_투쟁 본능 Lv.4,"[700919,700920]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750132,750132,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.1,[700912],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750133,750133,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.2,[700915],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750134,750134,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.3,[700918],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750135,750135,3T 가죽 신발(드랍_a)_받는 피해 감소 Lv.4,[700921],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750136,750136,3T 가죽 신발(드랍_b)_정밀 타격 Lv.1,"[700922,700923]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750137,750137,3T 가죽 신발(드랍_b)_정밀 타격 Lv.2,"[700925,700926]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750138,750138,3T 가죽 신발(드랍_b)_정밀 타격 Lv.3,"[700928,700929]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750139,750139,3T 가죽 신발(드랍_b)_정밀 타격 Lv.4,"[700931,700932]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750140,750140,3T 가죽 신발(드랍_b)_공속 Lv.1,[700924],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750141,750141,3T 가죽 신발(드랍_b)_공속 Lv.2,[700927],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750142,750142,3T 가죽 신발(드랍_b)_공속 Lv.3,[700930],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750143,750143,3T 가죽 신발(드랍_b)_공속 Lv.4,[700933],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750144,750144,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.1,"[700934,700935]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750145,750145,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.2,"[700937,700938]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750146,750146,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.3,"[700940,700941]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750147,750147,3T 가죽 신발(드랍_c)_잔인한 일격 Lv.4,"[700943,700944]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750148,750148,3T 가죽 신발(드랍_c)_공속 Lv.1,[700936],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750149,750149,3T 가죽 신발(드랍_c)_공속 Lv.2,[700939],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750150,750150,3T 가죽 신발(드랍_c)_공속 Lv.3,[700942],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750151,750151,3T 가죽 신발(드랍_c)_공속 Lv.4,[700945],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750152,750152,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.1,"[700710,700711]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750153,750153,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.2,"[700713,700714]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750154,750154,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.3,"[700716,700717]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750155,750155,3T 가죽 장갑(던전코어_a)_잔혹한 연격 Lv.4,"[700719,700720]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750156,750156,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.1,[700712],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750157,750157,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.2,[700715],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750158,750158,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.3,[700718],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750159,750159,3T 가죽 장갑(던전코어_a)_피해 증가 Lv.4,[700721],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750160,750160,3T 가죽 장갑(전리품_a)_속공 태세 Lv.1,"[701042,701043]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750161,750161,3T 가죽 장갑(전리품_a)_속공 태세 Lv.2,"[701045,701046]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750162,750162,3T 가죽 장갑(전리품_a)_속공 태세 Lv.3,"[701048,701049]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750163,750163,3T 가죽 장갑(전리품_a)_속공 태세 Lv.4,"[701051,701052]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750164,750164,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.1,[701044],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750165,750165,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.2,[701047],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750166,750166,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.3,[701050],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750167,750167,3T 가죽 장갑(전리품_a)_PVE 피해 증가 Lv.4,[701053],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750168,750168,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.1,"[701054,701055]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750169,750169,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.2,"[701057,701058]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750170,750170,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.3,"[701060,701061]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750171,750171,3T 가죽 장갑(전리품_b)_정밀 연타 Lv.4,"[701063,701064]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750172,750172,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.1,[701056],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750173,750173,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.2,[701059],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750174,750174,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.3,[701062],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750175,750175,3T 가죽 장갑(전리품_b)_최대 생명력 Lv.4,[701065],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750176,750176,3T 가죽 투구(던전코어_a)_학살 본능 Lv.1,"[700746,700747]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750177,750177,3T 가죽 투구(던전코어_a)_학살 본능 Lv.2,"[700749,700750]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750178,750178,3T 가죽 투구(던전코어_a)_학살 본능 Lv.3,"[700752,700753]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750179,750179,3T 가죽 투구(던전코어_a)_학살 본능 Lv.4,"[700755,700756]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750180,750180,3T 가죽 투구(던전코어_a)_공속 Lv.1,[700748],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750181,750181,3T 가죽 투구(던전코어_a)_공속 Lv.2,[700751],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750182,750182,3T 가죽 투구(던전코어_a)_공속 Lv.3,[700754],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750183,750183,3T 가죽 투구(던전코어_a)_공속 Lv.4,[700757],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750184,750184,3T 가죽 투구(드랍)_치명 본능 Lv.1,"[700850,700851]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750185,750185,3T 가죽 투구(드랍)_치명 본능 Lv.2,"[700853,700854]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750186,750186,3T 가죽 투구(드랍)_치명 본능 Lv.3,"[700856,700857]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750187,750187,3T 가죽 투구(드랍)_치명 본능 Lv.4,"[700859,700860]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750188,750188,3T 가죽 투구(드랍)_스킬 가속 Lv.1,[700852],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750189,750189,3T 가죽 투구(드랍)_스킬 가속 Lv.2,[700855],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750190,750190,3T 가죽 투구(드랍)_스킬 가속 Lv.3,[700858],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750191,750191,3T 가죽 투구(드랍)_스킬 가속 Lv.4,[700861],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750192,750192,3T 가죽 투구(전리품)_생존 본능 Lv.1,"[701102,701103]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750193,750193,3T 가죽 투구(전리품)_생존 본능 Lv.2,"[701105,701106]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750194,750194,3T 가죽 투구(전리품)_생존 본능 Lv.3,"[701108,701109]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750195,750195,3T 가죽 투구(전리품)_생존 본능 Lv.4,"[701111,701112]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750196,750196,3T 가죽 투구(전리품)_받는 피해 감소 Lv.1,[701104],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750197,750197,3T 가죽 투구(전리품)_받는 피해 감소 Lv.2,[701107],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750198,750198,3T 가죽 투구(전리품)_받는 피해 감소 Lv.3,[701110],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750199,750199,3T 가죽 투구(전리품)_받는 피해 감소 Lv.4,[701113],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750200,750200,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.1,"[700662,700663]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750201,750201,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.2,"[700665,700666]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750202,750202,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.3,"[700668,700669]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750203,750203,3T 천 갑옷(던전코어_a)_정밀 타격 Lv.4,"[700671,700672]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750204,750204,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.1,[700664],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750205,750205,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.2,[700667],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750206,750206,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.3,[700670],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750207,750207,3T 천 갑옷(던전코어_a)_스킬 가속 Lv.4,[700673],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750208,750208,3T 천 갑옷(드랍)_비전 감각 Lv.1,"[700806,700807]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750209,750209,3T 천 갑옷(드랍)_비전 감각 Lv.2,"[700809,700810]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750210,750210,3T 천 갑옷(드랍)_비전 감각 Lv.3,"[700812,700813]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750211,750211,3T 천 갑옷(드랍)_비전 감각 Lv.4,"[700815,700816]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750212,750212,3T 천 갑옷(드랍)_스킬 가속 Lv.1,[700808],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750213,750213,3T 천 갑옷(드랍)_스킬 가속 Lv.2,[700811],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750214,750214,3T 천 갑옷(드랍)_스킬 가속 Lv.3,[700814],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750215,750215,3T 천 갑옷(드랍)_스킬 가속 Lv.4,[700817],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750216,750216,3T 천 갑옷(전리품)_마력 순환 Lv.1,"[700982,700983]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750217,750217,3T 천 갑옷(전리품)_마력 순환 Lv.2,"[700985,700986]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750218,750218,3T 천 갑옷(전리품)_마력 순환 Lv.3,"[700988,700989]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750219,750219,3T 천 갑옷(전리품)_마력 순환 Lv.4,"[700991,700992]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750220,750220,3T 천 갑옷(전리품)_치유력 Lv.1,[700984],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750221,750221,3T 천 갑옷(전리품)_치유력 Lv.2,[700987],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750222,750222,3T 천 갑옷(전리품)_치유력 Lv.3,[700990],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750223,750223,3T 천 갑옷(전리품)_치유력 Lv.4,[700993],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750224,750224,3T 천 신발(던전코어_a)_정밀 타격 Lv.1,"[700770,700771]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750225,750225,3T 천 신발(던전코어_a)_정밀 타격 Lv.2,"[700773,700774]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750226,750226,3T 천 신발(던전코어_a)_정밀 타격 Lv.3,"[700776,700777]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750227,750227,3T 천 신발(던전코어_a)_정밀 타격 Lv.4,"[700779,700780]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750228,750228,3T 천 신발(던전코어_a)_스킬 가속 Lv.1,[700772],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750229,750229,3T 천 신발(던전코어_a)_스킬 가속 Lv.2,[700775],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750230,750230,3T 천 신발(던전코어_a)_스킬 가속 Lv.3,[700778],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750231,750231,3T 천 신발(던전코어_a)_스킬 가속 Lv.4,[700781],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750232,750232,3T 천 신발(드랍_a)_생명 순환 Lv.1,"[700874,700875]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750233,750233,3T 천 신발(드랍_a)_생명 순환 Lv.2,"[700877,700878]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750234,750234,3T 천 신발(드랍_a)_생명 순환 Lv.3,"[700880,700881]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750235,750235,3T 천 신발(드랍_a)_생명 순환 Lv.4,"[700883,700884]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750236,750236,3T 천 신발(드랍_a)_치유력 Lv.1,[700876],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750237,750237,3T 천 신발(드랍_a)_치유력 Lv.2,[700879],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750238,750238,3T 천 신발(드랍_a)_치유력 Lv.3,[700882],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750239,750239,3T 천 신발(드랍_a)_치유력 Lv.4,[700885],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750240,750240,3T 천 신발(드랍_b)_전투 회복 Lv.1,"[700886,700887]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750241,750241,3T 천 신발(드랍_b)_전투 회복 Lv.2,"[700889,700890]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750242,750242,3T 천 신발(드랍_b)_전투 회복 Lv.3,"[700892,700893]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750243,750243,3T 천 신발(드랍_b)_전투 회복 Lv.4,"[700895,700896]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750244,750244,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.1,[700888],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750245,750245,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.2,[700891],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750246,750246,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.3,[700894],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750247,750247,3T 천 신발(드랍_b)_PVE 피해 증가 Lv.4,[700897],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750248,750248,3T 천 신발(드랍_c)_전투 가속 Lv.1,"[700898,700899]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750249,750249,3T 천 신발(드랍_c)_전투 가속 Lv.2,"[700901,700902]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750250,750250,3T 천 신발(드랍_c)_전투 가속 Lv.3,"[700904,700905]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750251,750251,3T 천 신발(드랍_c)_전투 가속 Lv.4,"[700907,700908]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750252,750252,3T 천 신발(드랍_c)_공속 Lv.1,[700900],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750253,750253,3T 천 신발(드랍_c)_공속 Lv.2,[700903],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750254,750254,3T 천 신발(드랍_c)_공속 Lv.3,[700906],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750255,750255,3T 천 신발(드랍_c)_공속 Lv.4,[700909],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750256,750256,3T 천 장갑(던전코어_a)_전투 숙련 Lv.1,"[700698,700699]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750257,750257,3T 천 장갑(던전코어_a)_전투 숙련 Lv.2,"[700701,700702]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750258,750258,3T 천 장갑(던전코어_a)_전투 숙련 Lv.3,"[700704,700705]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750259,750259,3T 천 장갑(던전코어_a)_전투 숙련 Lv.4,"[700707,700708]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750260,750260,3T 천 장갑(던전코어_a)_치명타 확률 Lv.1,[700700],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750261,750261,3T 천 장갑(던전코어_a)_치명타 확률 Lv.2,[700703],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750262,750262,3T 천 장갑(던전코어_a)_치명타 확률 Lv.3,[700706],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750263,750263,3T 천 장갑(던전코어_a)_치명타 확률 Lv.4,[700709],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750264,750264,3T 천 장갑(전리품_a)_마력 흡수 Lv.1,"[701018,701019]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750265,750265,3T 천 장갑(전리품_a)_마력 흡수 Lv.2,"[701021,701022]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750266,750266,3T 천 장갑(전리품_a)_마력 흡수 Lv.3,"[701024,701025]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750267,750267,3T 천 장갑(전리품_a)_마력 흡수 Lv.4,"[701027,701028]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750268,750268,3T 천 장갑(전리품_a)_최대 생명력 Lv.1,[701020],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750269,750269,3T 천 장갑(전리품_a)_최대 생명력 Lv.2,[701023],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750270,750270,3T 천 장갑(전리품_a)_최대 생명력 Lv.3,[701026],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750271,750271,3T 천 장갑(전리품_a)_최대 생명력 Lv.4,[701029],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750272,750272,3T 천 장갑(전리품_b)_비전 가속 Lv.1,"[701030,701031]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750273,750273,3T 천 장갑(전리품_b)_비전 가속 Lv.2,"[701033,701034]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750274,750274,3T 천 장갑(전리품_b)_비전 가속 Lv.3,"[701036,701037]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750275,750275,3T 천 장갑(전리품_b)_비전 가속 Lv.4,"[701039,701040]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750276,750276,3T 천 장갑(전리품_b)_치유력 Lv.1,[701032],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750277,750277,3T 천 장갑(전리품_b)_치유력 Lv.2,[701035],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750278,750278,3T 천 장갑(전리품_b)_치유력 Lv.3,[701038],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750279,750279,3T 천 장갑(전리품_b)_치유력 Lv.4,[701041],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750280,750280,3T 천 투구(던전코어_a)_마력 가속 Lv.1,"[700734,700735]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750281,750281,3T 천 투구(던전코어_a)_마력 가속 Lv.2,"[700737,700738]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750282,750282,3T 천 투구(던전코어_a)_마력 가속 Lv.3,"[700740,700741]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750283,750283,3T 천 투구(던전코어_a)_마력 가속 Lv.4,"[700743,700744]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750284,750284,3T 천 투구(던전코어_a)_공속 Lv.1,[700736],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750285,750285,3T 천 투구(던전코어_a)_공속 Lv.2,[700739],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750286,750286,3T 천 투구(던전코어_a)_공속 Lv.3,[700742],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750287,750287,3T 천 투구(던전코어_a)_공속 Lv.4,[700745],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750288,750288,3T 천 투구(드랍)_마력 회복 Lv.1,[700842],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750289,750289,3T 천 투구(드랍)_마력 회복 Lv.2,[700844],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750290,750290,3T 천 투구(드랍)_마력 회복 Lv.3,[700846],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750291,750291,3T 천 투구(드랍)_마력 회복 Lv.4,[700848],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750292,750292,3T 천 투구(드랍)_치유력 Lv.1,[700843],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750293,750293,3T 천 투구(드랍)_치유력 Lv.2,[700845],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750294,750294,3T 천 투구(드랍)_치유력 Lv.3,[700847],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750295,750295,3T 천 투구(드랍)_치유력 Lv.4,[700849],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750296,750296,3T 천 투구(전리품)_생명 순환 Lv.1,"[701090,701091]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750297,750297,3T 천 투구(전리품)_생명 순환 Lv.2,"[701093,701094]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750298,750298,3T 천 투구(전리품)_생명 순환 Lv.3,"[701096,701097]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750299,750299,3T 천 투구(전리품)_생명 순환 Lv.4,"[701099,701100]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750300,750300,3T 천 투구(전리품)_받는 피해 감소 Lv.1,[701092],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750301,750301,3T 천 투구(전리품)_받는 피해 감소 Lv.2,[701095],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750302,750302,3T 천 투구(전리품)_받는 피해 감소 Lv.3,[701098],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750303,750303,3T 천 투구(전리품)_받는 피해 감소 Lv.4,[701101],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750304,750304,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.1,"[700686,700687]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750305,750305,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.2,"[700689,700690]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750306,750306,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.3,"[700692,700693]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750307,750307,3T 판금 갑옷(던전코어_a)_전투 집중 Lv.4,"[700695,700696]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750308,750308,3T 판금 갑옷(던전코어_a)_공속 Lv.1,[700688],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750309,750309,3T 판금 갑옷(던전코어_a)_공속 Lv.2,[700691],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750310,750310,3T 판금 갑옷(던전코어_a)_공속 Lv.3,[700694],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750311,750311,3T 판금 갑옷(던전코어_a)_공속 Lv.4,[700697],,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750312,750312,3T 판금 갑옷(드랍)_냉혹함 Lv.1,"[700830,700831]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
750313,750313,3T 판금 갑옷(드랍)_냉혹함 Lv.2,"[700833,700834]",,0,0,FALSE,,0,0,,,,,,None,,FALSE,,
